PULocationID,weather,season,time,pickup_area,trip_distance
69,sunny,winter,day,not manhattan,3.099484536082474
69,sunny,winter,night,not manhattan,3.1544117647058822
70,rainy,fall,day,not manhattan,9.857335555555556
70,rainy,fall,night,not manhattan,9.281904069767442
70,rainy,spring,day,not manhattan,9.781176347680736
70,rainy,spring,night,not manhattan,9.403727211343687
70,rainy,summer,day,not manhattan,9.78616982424104
70,rainy,summer,night,not manhattan,9.362089552238805
70,rainy,winter,day,not manhattan,9.729398530762168
70,rainy,winter,night,not manhattan,9.382379446640316
70,sunny,fall,day,not manhattan,9.88078894913092
70,sunny,fall,night,not manhattan,9.402053160674733
70,sunny,spring,day,not manhattan,9.854970675048875
70,sunny,spring,night,not manhattan,9.376421895861148
70,sunny,summer,day,not manhattan,9.819523911875336
70,sunny,summer,night,not manhattan,9.306946472019465
70,sunny,winter,day,not manhattan,9.69172859922179
70,sunny,winter,night,not manhattan,9.163168918918918
71,rainy,fall,day,not manhattan,3.4575
71,rainy,spring,day,not manhattan,0.72
71,rainy,spring,night,not manhattan,3.1633333333333336
71,rainy,summer,day,not manhattan,3.0085714285714285
71,rainy,summer,night,not manhattan,24.36
71,rainy,winter,day,not manhattan,2.24
71,rainy,winter,night,not manhattan,6.976666666666667
71,sunny,fall,day,not manhattan,4.99
71,sunny,fall,night,not manhattan,4.353846153846154
71,sunny,spring,day,not manhattan,2.283
71,sunny,spring,night,not manhattan,4.176
71,sunny,summer,day,not manhattan,5.957857142857143
71,sunny,summer,night,not manhattan,4.15
71,sunny,winter,day,not manhattan,2.38
71,sunny,winter,night,not manhattan,4.50875
72,rainy,fall,day,not manhattan,2.4116666666666666
72,rainy,fall,night,not manhattan,1.425
72,rainy,spring,day,not manhattan,1.3433333333333335
72,rainy,summer,day,not manhattan,2.984
72,rainy,summer,night,not manhattan,9.196666666666667
72,rainy,winter,day,not manhattan,7.702
72,rainy,winter,night,not manhattan,1.06
72,sunny,fall,day,not manhattan,3.9537500000000003
72,sunny,fall,night,not manhattan,4.345454545454546
72,sunny,spring,day,not manhattan,5.109999999999999
72,sunny,spring,night,not manhattan,6.1000000000000005
72,sunny,summer,day,not manhattan,3.8233333333333337
72,sunny,summer,night,not manhattan,3.435
72,sunny,winter,day,not manhattan,2.5576190476190477
72,sunny,winter,night,not manhattan,7.9325
73,rainy,fall,day,not manhattan,3.61
73,rainy,fall,night,not manhattan,7.87
73,rainy,spring,day,not manhattan,5.26
73,rainy,spring,night,not manhattan,2.59
73,rainy,summer,day,not manhattan,2.63
73,rainy,winter,day,not manhattan,0.89
73,sunny,fall,day,not manhattan,4.121428571428572
73,sunny,fall,night,not manhattan,5.6866666666666665
73,sunny,spring,day,not manhattan,10.688333333333334
73,sunny,spring,night,not manhattan,6.085
73,sunny,summer,day,not manhattan,5.634444444444444
73,sunny,summer,night,not manhattan,12.07
73,sunny,winter,day,not manhattan,5.362857142857143
73,sunny,winter,night,not manhattan,7.13
74,rainy,fall,day,manhattan,2.617972497601535
74,rainy,fall,night,manhattan,2.6184862385321104
74,rainy,spring,day,manhattan,2.6923645320197043
74,rainy,spring,night,manhattan,2.7391203703703706
74,rainy,summer,day,manhattan,2.7300072124053374
74,rainy,summer,night,manhattan,3.215527426160338
74,rainy,winter,day,manhattan,2.408557885665039
74,rainy,winter,night,manhattan,2.993061224489796
74,sunny,fall,day,manhattan,2.6564145185377575
74,sunny,fall,night,manhattan,2.972350325008553
74,sunny,spring,day,manhattan,2.6008733836206894
74,sunny,spring,night,manhattan,2.9491226472374015
74,sunny,summer,day,manhattan,2.733768551342907
74,sunny,summer,night,manhattan,3.020691788526434
74,sunny,winter,day,manhattan,2.416911783982173
74,sunny,winter,night,manhattan,2.8058611326609775
75,rainy,fall,day,manhattan,2.5136242156634907
75,rainy,fall,night,manhattan,2.938543307086614
75,rainy,spring,day,manhattan,2.5035457943925232
75,rainy,spring,night,manhattan,2.9279018867924527
75,rainy,summer,day,manhattan,2.602503713706955
75,rainy,summer,night,manhattan,3.0424662813102117
75,rainy,winter,day,manhattan,2.365831939387976
75,rainy,winter,night,manhattan,2.6607430340557277
75,sunny,fall,day,manhattan,2.5993099228017322
75,sunny,fall,night,manhattan,2.809452175444777
75,sunny,spring,day,manhattan,2.580505520764667
75,sunny,spring,night,manhattan,2.947662132236634
75,sunny,summer,day,manhattan,2.6953210645394536
75,sunny,summer,night,manhattan,2.913367526377491
75,sunny,winter,day,manhattan,2.4216090290186147
75,sunny,winter,night,manhattan,2.700747663551402
76,rainy,fall,day,not manhattan,5.835625
76,rainy,fall,night,not manhattan,5.2444444444444445
76,rainy,spring,day,not manhattan,5.9452173913043485
76,rainy,spring,night,not manhattan,5.16
76,rainy,summer,day,not manhattan,5.2860000000000005
76,rainy,summer,night,not manhattan,2.5949999999999998
76,rainy,winter,day,not manhattan,3.3095652173913046
76,rainy,winter,night,not manhattan,2.662857142857143
76,sunny,fall,day,not manhattan,6.792945736434108
76,sunny,fall,night,not manhattan,5.909473684210527
76,sunny,spring,day,not manhattan,6.390804597701149
76,sunny,spring,night,not manhattan,4.431
76,sunny,summer,day,not manhattan,7.678645833333333
76,sunny,summer,night,not manhattan,8.345128205128205
76,sunny,winter,day,not manhattan,4.676524822695035
76,sunny,winter,night,not manhattan,8.6215625
77,rainy,fall,night,not manhattan,4.07
77,rainy,spring,night,not manhattan,3.03
77,rainy,summer,day,not manhattan,3.93
77,sunny,fall,day,not manhattan,5.512857142857143
77,sunny,fall,night,not manhattan,2.335
77,sunny,spring,day,not manhattan,4.863076923076923
77,sunny,spring,night,not manhattan,3.27
77,sunny,summer,day,not manhattan,3.37
77,sunny,summer,night,not manhattan,9.602857142857143
77,sunny,winter,day,not manhattan,3.602727272727273
77,sunny,winter,night,not manhattan,3.013
78,rainy,fall,day,not manhattan,5.93
78,rainy,fall,night,not manhattan,0.9
78,rainy,spring,day,not manhattan,7.2733333333333325
78,rainy,spring,night,not manhattan,5.086666666666667
78,rainy,summer,day,not manhattan,6.895
78,rainy,winter,day,not manhattan,4.558333333333334
78,rainy,winter,night,not manhattan,1.3
78,sunny,fall,day,not manhattan,4.7844444444444445
78,sunny,fall,night,not manhattan,4.265000000000001
78,sunny,spring,day,not manhattan,6.225555555555555
78,sunny,spring,night,not manhattan,4.483333333333333
78,sunny,summer,day,not manhattan,4.899545454545454
78,sunny,summer,night,not manhattan,5.044545454545454
78,sunny,winter,day,not manhattan,5.153200000000001
78,sunny,winter,night,not manhattan,4.387692307692308
79,rainy,fall,day,manhattan,2.4311238554691346
79,rainy,fall,night,manhattan,2.886093109869646
79,rainy,spring,day,manhattan,2.408380233847034
79,rainy,spring,night,manhattan,2.828656650268138
79,rainy,summer,day,manhattan,2.549947978690066
79,rainy,summer,night,manhattan,3.088052516411379
79,rainy,winter,day,manhattan,2.281107334772425
79,rainy,winter,night,manhattan,2.8019362764524054
79,sunny,fall,day,manhattan,2.520546327166868
79,sunny,fall,night,manhattan,2.93437906385041
79,sunny,spring,day,manhattan,2.5407702567817045
79,sunny,spring,night,manhattan,2.9003284519466264
79,sunny,summer,day,manhattan,2.531709991565064
79,sunny,summer,night,manhattan,2.9309825388026605
79,sunny,winter,day,manhattan,2.36713062211013
79,sunny,winter,night,manhattan,2.76414661127918
80,rainy,fall,day,not manhattan,5.4054166666666665
80,rainy,fall,night,not manhattan,4.537841726618705
80,rainy,spring,day,not manhattan,4.84875
80,rainy,spring,night,not manhattan,4.154878048780487
80,rainy,summer,day,not manhattan,5.5488
80,rainy,summer,night,not manhattan,5.932380952380952
80,rainy,winter,day,not manhattan,5.288837209302326
80,rainy,winter,night,not manhattan,4.357272727272727
80,sunny,fall,day,not manhattan,5.840636042402827
80,sunny,fall,night,not manhattan,4.617333333333334
80,sunny,spring,day,not manhattan,5.337465753424658
80,sunny,spring,night,not manhattan,4.51494459833795
80,sunny,summer,day,not manhattan,5.138452380952382
80,sunny,summer,night,not manhattan,4.8747783783783785
80,sunny,winter,day,not manhattan,5.155359116022099
80,sunny,winter,night,not manhattan,4.380428893905192
81,rainy,fall,day,not manhattan,2.72
81,rainy,spring,day,not manhattan,1.3933333333333333
81,rainy,spring,night,not manhattan,1.1
81,rainy,winter,night,not manhattan,2.07
81,sunny,fall,day,not manhattan,3.6771428571428575
81,sunny,spring,day,not manhattan,5.161428571428572
81,sunny,spring,night,not manhattan,0.505
81,sunny,summer,day,not manhattan,12.264999999999999
81,sunny,summer,night,not manhattan,4.595
81,sunny,winter,day,not manhattan,5.682
81,sunny,winter,night,not manhattan,4.553333333333334
82,rainy,fall,day,not manhattan,5.3367272727272725
82,rainy,fall,night,not manhattan,5.526470588235295
82,rainy,spring,day,not manhattan,5.334403669724771
82,rainy,spring,night,not manhattan,4.0
82,rainy,summer,day,not manhattan,5.514691358024692
82,rainy,summer,night,not manhattan,4.54
82,rainy,winter,day,not manhattan,4.961590909090909
82,rainy,winter,night,not manhattan,4.559189189189189
82,sunny,fall,day,not manhattan,6.1193641618497105
82,sunny,fall,night,not manhattan,4.651722488038278
82,sunny,spring,day,not manhattan,4.943265306122449
82,sunny,spring,night,not manhattan,4.759427312775331
82,sunny,summer,day,not manhattan,6.067436440677966
82,sunny,summer,night,not manhattan,4.6236328125
82,sunny,winter,day,not manhattan,5.12028350515464
82,sunny,winter,night,not manhattan,4.301237623762376
83,rainy,fall,day,not manhattan,3.526551724137931
83,rainy,fall,night,not manhattan,6.5675
83,rainy,spring,day,not manhattan,4.438108108108108
83,rainy,spring,night,not manhattan,3.6746666666666665
83,rainy,summer,day,not manhattan,5.194871794871795
83,rainy,summer,night,not manhattan,3.428
83,rainy,winter,day,not manhattan,5.20175
83,rainy,winter,night,not manhattan,4.279090909090909
83,sunny,fall,day,not manhattan,4.74
83,sunny,fall,night,not manhattan,3.9105714285714286
83,sunny,spring,day,not manhattan,4.263585858585859
83,sunny,spring,night,not manhattan,4.019571428571429
83,sunny,summer,day,not manhattan,5.034117647058824
83,sunny,summer,night,not manhattan,4.431341463414634
83,sunny,winter,day,not manhattan,3.9831159420289852
83,sunny,winter,night,not manhattan,3.34234375
84,sunny,summer,day,not manhattan,26.55
84,sunny,winter,day,not manhattan,4.0
85,rainy,fall,day,not manhattan,2.075
85,rainy,fall,night,not manhattan,6.593999999999999
85,rainy,spring,day,not manhattan,4.55
85,rainy,spring,night,not manhattan,7.8999999999999995
85,rainy,summer,day,not manhattan,5.227142857142857
85,rainy,summer,night,not manhattan,16.48
85,rainy,winter,day,not manhattan,7.277142857142857
85,rainy,winter,night,not manhattan,5.0
85,sunny,fall,day,not manhattan,5.269473684210527
85,sunny,fall,night,not manhattan,6.527619047619048
85,sunny,spring,day,not manhattan,5.417826086956522
85,sunny,spring,night,not manhattan,7.19
85,sunny,summer,day,not manhattan,4.5851612903225805
85,sunny,summer,night,not manhattan,5.935882352941176
85,sunny,winter,day,not manhattan,3.444736842105263
85,sunny,winter,night,not manhattan,4.147777777777778
86,rainy,fall,day,not manhattan,12.49
86,rainy,fall,night,not manhattan,0.63
86,rainy,spring,day,not manhattan,0.18
86,rainy,spring,night,not manhattan,0.7
86,rainy,summer,day,not manhattan,6.919999999999999
86,rainy,winter,day,not manhattan,10.22
86,sunny,fall,day,not manhattan,7.056666666666666
86,sunny,fall,night,not manhattan,11.338
86,sunny,spring,day,not manhattan,5.859090909090909
86,sunny,spring,night,not manhattan,11.673333333333332
86,sunny,summer,day,not manhattan,8.1505
86,sunny,summer,night,not manhattan,10.07375
86,sunny,winter,day,not manhattan,10.816666666666668
87,rainy,fall,day,manhattan,4.926087818264979
87,rainy,fall,night,manhattan,4.747025787965616
87,rainy,spring,day,manhattan,4.496761816250664
87,rainy,spring,night,manhattan,4.573993190661478
87,rainy,summer,day,manhattan,4.703581554227156
87,rainy,summer,night,manhattan,4.80615028901734
87,rainy,winter,day,manhattan,4.574977955911823
87,rainy,winter,night,manhattan,4.559380952380952
87,sunny,fall,day,manhattan,4.83602674176966
87,sunny,fall,night,manhattan,4.682782533506269
87,sunny,spring,day,manhattan,4.737453303477793
87,sunny,spring,night,manhattan,4.708430382253912
87,sunny,summer,day,manhattan,4.66993111099644
87,sunny,summer,night,manhattan,4.756276595744681
87,sunny,winter,day,manhattan,4.525490947643125
87,sunny,winter,night,manhattan,4.662754754470622
88,rainy,fall,day,manhattan,5.073359477124183
88,rainy,fall,night,manhattan,5.33933682373473
88,rainy,spring,day,manhattan,4.88063138590516
88,rainy,spring,night,manhattan,5.249089834515366
88,rainy,summer,day,manhattan,4.957853853239177
88,rainy,summer,night,manhattan,5.673110367892977
88,rainy,winter,day,manhattan,4.760537634408602
88,rainy,winter,night,manhattan,5.116184486373165
88,sunny,fall,day,manhattan,5.026476486860304
88,sunny,fall,night,manhattan,5.1336306306306305
88,sunny,spring,day,manhattan,4.895291636287887
88,sunny,spring,night,manhattan,5.151015399422522
88,sunny,summer,day,manhattan,4.855922006954795
88,sunny,summer,night,manhattan,5.186670281995662
88,sunny,winter,day,manhattan,4.755206193588547
88,sunny,winter,night,manhattan,5.1662328767123284
89,rainy,fall,day,not manhattan,4.4093103448275865
89,rainy,fall,night,not manhattan,4.797777777777778
89,rainy,spring,day,not manhattan,2.668125
89,rainy,spring,night,not manhattan,4.947333333333334
89,rainy,summer,day,not manhattan,5.59
89,rainy,summer,night,not manhattan,6.9325
89,rainy,winter,day,not manhattan,5.710416666666667
89,rainy,winter,night,not manhattan,2.4985714285714287
89,sunny,fall,day,not manhattan,4.851553398058252
89,sunny,fall,night,not manhattan,5.786714285714286
89,sunny,spring,day,not manhattan,3.691855670103093
89,sunny,spring,night,not manhattan,4.989814814814815
89,sunny,summer,day,not manhattan,5.6382352941176475
89,sunny,summer,night,not manhattan,4.305185185185185
89,sunny,winter,day,not manhattan,4.064719101123595
89,sunny,winter,night,not manhattan,4.4717142857142855
90,rainy,fall,day,manhattan,2.2044099872773537
90,rainy,fall,night,manhattan,2.8821735509660225
90,rainy,spring,day,manhattan,2.1043933914187076
90,rainy,spring,night,manhattan,2.7267178937336194
90,rainy,summer,day,manhattan,2.1925543011412443
90,rainy,summer,night,manhattan,2.970729797080812
90,rainy,winter,day,manhattan,2.000618763528853
90,rainy,winter,night,manhattan,2.697510008006405
90,sunny,fall,day,manhattan,2.2349800933481636
90,sunny,fall,night,manhattan,2.8698867849198653
90,sunny,spring,day,manhattan,2.174289937496481
90,sunny,spring,night,manhattan,2.8272277254446814
90,sunny,summer,day,manhattan,2.1736060068558674
90,sunny,summer,night,manhattan,2.8411133085462645
90,sunny,winter,day,manhattan,2.062465407808841
90,sunny,winter,night,manhattan,2.716225522448852
91,rainy,fall,day,not manhattan,4.233333333333333
91,rainy,fall,night,not manhattan,2.645
91,rainy,spring,day,not manhattan,4.8
91,rainy,spring,night,not manhattan,2.6
91,rainy,summer,day,not manhattan,4.59
91,rainy,summer,night,not manhattan,6.97
91,rainy,winter,day,not manhattan,2.27
91,rainy,winter,night,not manhattan,1.95
91,sunny,fall,day,not manhattan,5.185357142857143
91,sunny,fall,night,not manhattan,4.095000000000001
91,sunny,spring,day,not manhattan,5.999583333333334
91,sunny,spring,night,not manhattan,5.134
91,sunny,summer,day,not manhattan,4.484230769230769
91,sunny,summer,night,not manhattan,6.75875
91,sunny,winter,day,not manhattan,5.0205
91,sunny,winter,night,not manhattan,3.786
92,rainy,fall,day,not manhattan,4.208888888888889
92,rainy,fall,night,not manhattan,3.2560000000000002
92,rainy,spring,day,not manhattan,7.153181818181818
92,rainy,spring,night,not manhattan,1.2999999999999998
92,rainy,summer,day,not manhattan,6.846666666666667
92,rainy,summer,night,not manhattan,6.1375
92,rainy,winter,day,not manhattan,6.553076923076923
92,rainy,winter,night,not manhattan,11.593333333333334
92,sunny,fall,day,not manhattan,7.211585365853659
92,sunny,fall,night,not manhattan,7.513928571428572
92,sunny,spring,day,not manhattan,7.930545454545455
92,sunny,spring,night,not manhattan,4.876315789473685
92,sunny,summer,day,not manhattan,7.847111111111111
92,sunny,summer,night,not manhattan,8.23962962962963
92,sunny,winter,day,not manhattan,7.902647058823529
92,sunny,winter,night,not manhattan,6.6125
93,rainy,fall,day,not manhattan,9.96448275862069
93,rainy,fall,night,not manhattan,10.07433734939759
93,rainy,spring,day,not manhattan,10.234782608695651
93,rainy,spring,night,not manhattan,9.082333333333333
93,rainy,summer,day,not manhattan,9.597133333333334
93,rainy,summer,night,not manhattan,10.1752
93,rainy,winter,day,not manhattan,9.56080291970803
93,rainy,winter,night,not manhattan,10.724634146341463
93,sunny,fall,day,not manhattan,9.573513957307062
93,sunny,fall,night,not manhattan,10.775681233933161
93,sunny,spring,day,not manhattan,9.650839363241678
93,sunny,spring,night,not manhattan,10.650169491525423
93,sunny,summer,day,not manhattan,9.721720047449585
93,sunny,summer,night,not manhattan,10.502350877192983
93,sunny,winter,day,not manhattan,9.992751677852349
93,sunny,winter,night,not manhattan,10.429217391304347
94,rainy,fall,day,not manhattan,2.861666666666667
94,rainy,fall,night,not manhattan,1.9849999999999999
94,rainy,spring,day,not manhattan,3.374285714285714
94,rainy,spring,night,not manhattan,2.71
94,rainy,summer,day,not manhattan,2.948333333333333
94,rainy,winter,day,not manhattan,6.2325
94,rainy,winter,night,not manhattan,0.4
94,sunny,fall,day,not manhattan,2.5549999999999997
94,sunny,fall,night,not manhattan,3.724
94,sunny,spring,day,not manhattan,2.9583333333333335
94,sunny,spring,night,not manhattan,1.7600000000000002
94,sunny,summer,day,not manhattan,3.5912
94,sunny,summer,night,not manhattan,5.007
94,sunny,winter,day,not manhattan,2.7308333333333334
94,sunny,winter,night,not manhattan,3.1950000000000003
95,rainy,fall,day,not manhattan,5.4338
95,rainy,fall,night,not manhattan,5.84
95,rainy,spring,day,not manhattan,5.385000000000001
95,rainy,spring,night,not manhattan,3.26
95,rainy,summer,day,not manhattan,5.715857142857143
95,rainy,summer,night,not manhattan,7.322222222222223
95,rainy,winter,day,not manhattan,5.6064
95,rainy,winter,night,not manhattan,1.7288235294117646
95,sunny,fall,day,not manhattan,5.359223300970874
95,sunny,fall,night,not manhattan,5.411408450704225
95,sunny,spring,day,not manhattan,5.382819672131148
95,sunny,spring,night,not manhattan,4.772388059701493
95,sunny,summer,day,not manhattan,5.457979094076655
95,sunny,summer,night,not manhattan,5.79828125
95,sunny,winter,day,not manhattan,4.542483660130719
95,sunny,winter,night,not manhattan,3.721594202898551
96,rainy,fall,day,not manhattan,9.41
96,rainy,fall,night,not manhattan,19.62
96,rainy,spring,day,not manhattan,17.69
96,rainy,spring,night,not manhattan,28.770000000000003
96,rainy,summer,day,not manhattan,1.1
96,rainy,summer,night,not manhattan,0.62
96,rainy,winter,day,not manhattan,7.405
96,rainy,winter,night,not manhattan,1.13
96,sunny,fall,day,not manhattan,3.69
96,sunny,fall,night,not manhattan,6.462000000000001
96,sunny,spring,day,not manhattan,5.447
96,sunny,spring,night,not manhattan,1.685
96,sunny,summer,day,not manhattan,8.367333333333333
96,sunny,summer,night,not manhattan,4.466666666666666
96,sunny,winter,day,not manhattan,5.638
96,sunny,winter,night,not manhattan,2.5566666666666666
97,rainy,fall,day,not manhattan,3.357031802120141
97,rainy,fall,night,not manhattan,3.983480662983425
97,rainy,spring,day,not manhattan,3.2443669250645994
97,rainy,spring,night,not manhattan,4.6223972602739725
97,rainy,summer,day,not manhattan,3.5536529680365296
97,rainy,summer,night,not manhattan,4.368307692307693
97,rainy,winter,day,not manhattan,2.9593103448275864
97,rainy,winter,night,not manhattan,4.003030303030303
97,sunny,fall,day,not manhattan,3.8255954088952655
97,sunny,fall,night,not manhattan,4.424043583535109
97,sunny,spring,day,not manhattan,3.74119376124775
97,sunny,spring,night,not manhattan,4.508241134751773
97,sunny,summer,day,not manhattan,3.5493638170974156
97,sunny,summer,night,not manhattan,4.388378839590444
97,sunny,winter,day,not manhattan,3.3954083484573503
97,sunny,winter,night,not manhattan,4.3994337016574585
98,rainy,fall,day,not manhattan,6.89
98,rainy,spring,day,not manhattan,4.73
98,rainy,summer,day,not manhattan,3.46
98,rainy,winter,day,not manhattan,7.27
98,rainy,winter,night,not manhattan,2.8
98,sunny,fall,day,not manhattan,16.822499999999998
98,sunny,fall,night,not manhattan,30.700000000000003
98,sunny,spring,day,not manhattan,6.44
98,sunny,spring,night,not manhattan,9.513333333333334
98,sunny,summer,day,not manhattan,5.692666666666667
98,sunny,summer,night,not manhattan,10.090000000000002
98,sunny,winter,day,not manhattan,7.24
98,sunny,winter,night,not manhattan,11.81
99,rainy,winter,night,not manhattan,25.3
99,sunny,summer,day,not manhattan,8.545
100,rainy,fall,day,manhattan,2.5537420729541878
100,rainy,fall,night,manhattan,2.8933741227280905
100,rainy,spring,day,manhattan,2.4848080646519066
100,rainy,spring,night,manhattan,2.800384429009853
100,rainy,summer,day,manhattan,2.580619235836627
100,rainy,summer,night,manhattan,3.0479931271477665
100,rainy,winter,day,manhattan,2.3905030761692165
100,rainy,winter,night,manhattan,2.7800607681088967
100,sunny,fall,day,manhattan,2.6353797667491716
100,sunny,fall,night,manhattan,2.9963880198263437
100,sunny,spring,day,manhattan,2.532336901562429
100,sunny,spring,night,manhattan,2.9543316226363103
100,sunny,summer,day,manhattan,2.503707654841524
100,sunny,summer,night,manhattan,2.9542116144161934
100,sunny,winter,day,manhattan,2.4363545636000725
100,sunny,winter,night,manhattan,2.856615215890166
101,rainy,fall,day,not manhattan,10.657499999999999
101,rainy,spring,day,not manhattan,1.25
101,rainy,summer,day,not manhattan,17.5
101,rainy,winter,day,not manhattan,14.549999999999999
101,rainy,winter,night,not manhattan,0.84
101,sunny,fall,day,not manhattan,9.341578947368422
101,sunny,fall,night,not manhattan,5.63
101,sunny,spring,day,not manhattan,7.162727272727273
101,sunny,summer,day,not manhattan,10.620000000000001
101,sunny,summer,night,not manhattan,7.817777777777778
101,sunny,winter,day,not manhattan,13.504285714285714
102,rainy,fall,day,not manhattan,6.475
102,rainy,fall,night,not manhattan,7.67
102,rainy,spring,day,not manhattan,3.2225
102,rainy,spring,night,not manhattan,0.61
102,rainy,summer,day,not manhattan,3.5933333333333333
102,rainy,summer,night,not manhattan,1.78
102,rainy,winter,day,not manhattan,7.302000000000001
102,rainy,winter,night,not manhattan,2.23
102,sunny,fall,day,not manhattan,6.233809523809524
102,sunny,fall,night,not manhattan,5.846
102,sunny,spring,day,not manhattan,5.549411764705883
102,sunny,spring,night,not manhattan,2.748333333333333
102,sunny,summer,day,not manhattan,6.723636363636363
102,sunny,summer,night,not manhattan,7.835
102,sunny,winter,day,not manhattan,6.1866666666666665
102,sunny,winter,night,not manhattan,2.5144444444444445
105,rainy,fall,day,manhattan,13.26
105,rainy,winter,day,manhattan,5.56
105,sunny,fall,day,manhattan,6.11
105,sunny,fall,night,manhattan,0.61
105,sunny,spring,day,manhattan,5.84
105,sunny,summer,day,manhattan,2.1
105,sunny,summer,night,manhattan,8.405
105,sunny,winter,day,manhattan,3.665
106,rainy,fall,day,not manhattan,5.143199999999999
106,rainy,fall,night,not manhattan,4.370909090909091
106,rainy,spring,day,not manhattan,3.4896551724137934
106,rainy,spring,night,not manhattan,3.2489473684210526
106,rainy,summer,day,not manhattan,2.282857142857143
106,rainy,summer,night,not manhattan,2.10875
106,rainy,winter,day,not manhattan,2.5908333333333333
106,rainy,winter,night,not manhattan,1.79
106,sunny,fall,day,not manhattan,4.7755294117647065
106,sunny,fall,night,not manhattan,3.9414285714285717
106,sunny,spring,day,not manhattan,4.1799099099099095
106,sunny,spring,night,not manhattan,4.385384615384615
106,sunny,summer,day,not manhattan,4.874660194174757
106,sunny,summer,night,not manhattan,4.042708333333334
106,sunny,winter,day,not manhattan,3.1881578947368423
106,sunny,winter,night,not manhattan,4.614590163934427
107,rainy,fall,day,manhattan,2.270551922277247
107,rainy,fall,night,manhattan,2.69820049200492
107,rainy,spring,day,manhattan,2.236728239988178
107,rainy,spring,night,manhattan,2.58047087642896
107,rainy,summer,day,manhattan,2.327120559492381
107,rainy,summer,night,manhattan,2.761224431818182
107,rainy,winter,day,manhattan,2.098384999461188
107,rainy,winter,night,manhattan,2.526297481563935
107,sunny,fall,day,manhattan,2.3261184567071767
107,sunny,fall,night,manhattan,2.67395214488466
107,sunny,spring,day,manhattan,2.344312198539517
107,sunny,spring,night,manhattan,2.6680520069395155
107,sunny,summer,day,manhattan,2.31204962259381
107,sunny,summer,night,manhattan,2.665618251681076
107,sunny,winter,day,manhattan,2.183904051941806
107,sunny,winter,night,manhattan,2.545382683350078
108,rainy,fall,day,not manhattan,19.990000000000002
108,rainy,summer,day,not manhattan,10.61
108,rainy,winter,day,not manhattan,2.7
108,sunny,fall,day,not manhattan,8.502105263157894
108,sunny,fall,night,not manhattan,8.0975
108,sunny,spring,day,not manhattan,5.446
108,sunny,spring,night,not manhattan,2.145
108,sunny,summer,day,not manhattan,7.956999999999999
108,sunny,summer,night,not manhattan,10.412857142857144
108,sunny,winter,day,not manhattan,9.063333333333333
108,sunny,winter,night,not manhattan,4.67
109,rainy,winter,day,not manhattan,2.1
109,sunny,fall,night,not manhattan,18.985
109,sunny,summer,day,not manhattan,0.34
109,sunny,winter,day,not manhattan,21.12
111,rainy,spring,day,not manhattan,2.57
111,rainy,winter,day,not manhattan,7.7
111,sunny,fall,day,not manhattan,5.976666666666667
111,sunny,spring,day,not manhattan,2.14
111,sunny,spring,night,not manhattan,2.6
111,sunny,summer,day,not manhattan,1.46
111,sunny,summer,night,not manhattan,2.63
111,sunny,winter,day,not manhattan,5.866666666666667
112,rainy,fall,day,not manhattan,4.121044776119403
112,rainy,fall,night,not manhattan,4.545480769230769
112,rainy,spring,day,not manhattan,3.7807272727272725
112,rainy,spring,night,not manhattan,3.980409836065574
112,rainy,summer,day,not manhattan,3.9349180327868853
112,rainy,summer,night,not manhattan,4.988275862068965
112,rainy,winter,day,not manhattan,3.199275362318841
112,rainy,winter,night,not manhattan,4.075409836065574
112,sunny,fall,day,not manhattan,4.012587209302326
112,sunny,fall,night,not manhattan,4.3159672619047615
112,sunny,spring,day,not manhattan,3.906579634464752
112,sunny,spring,night,not manhattan,4.100332850940665
112,sunny,summer,day,not manhattan,4.212478632478632
112,sunny,summer,night,not manhattan,4.14811697574893
112,sunny,winter,day,not manhattan,3.939621848739496
112,sunny,winter,night,not manhattan,4.100605326876513
113,rainy,fall,day,manhattan,2.1908075249552086
113,rainy,fall,night,manhattan,2.810167032967033
113,rainy,spring,day,manhattan,2.148017360008468
113,rainy,spring,night,manhattan,2.7574327545114063
113,rainy,summer,day,manhattan,2.2674128919860626
113,rainy,summer,night,manhattan,2.84952380952381
113,rainy,winter,day,manhattan,2.0488211090065964
113,rainy,winter,night,manhattan,2.6830764671013636
113,sunny,fall,day,manhattan,2.2387269108381194
113,sunny,fall,night,manhattan,2.786577776057592
113,sunny,spring,day,manhattan,2.262870814516695
113,sunny,spring,night,manhattan,2.8256376052088297
113,sunny,summer,day,manhattan,2.236537706506221
113,sunny,summer,night,manhattan,2.7859215426022197
113,sunny,winter,day,manhattan,2.0927397702245853
113,sunny,winter,night,manhattan,2.6528077815118096
114,rainy,fall,day,manhattan,2.3070894325245637
114,rainy,fall,night,manhattan,2.8973404542996213
114,rainy,spring,day,manhattan,2.2657611367127495
114,rainy,spring,night,manhattan,2.803424560694809
114,rainy,summer,day,manhattan,2.412537331121119
114,rainy,summer,night,manhattan,3.0600716948666475
114,rainy,winter,day,manhattan,2.2105500526870387
114,rainy,winter,night,manhattan,2.8237706298416976
114,sunny,fall,day,manhattan,2.3755866018743492
114,sunny,fall,night,manhattan,2.8941953683061103
114,sunny,spring,day,manhattan,2.4108679804891993
114,sunny,spring,night,manhattan,2.889200914873847
114,sunny,summer,day,manhattan,2.3967612419700215
114,sunny,summer,night,manhattan,2.925151630262741
