PULocationID,weather,season,time,pickup_area,duration
69,sunny,summer,day,not manhattan,1100.5140845070423
69,sunny,summer,night,not manhattan,954.0285714285715
69,sunny,winter,day,not manhattan,1037.5257731958764
69,sunny,winter,night,not manhattan,736.8235294117648
70,rainy,fall,day,not manhattan,1984.9635555555556
70,rainy,fall,night,not manhattan,1239.5385174418604
70,rainy,spring,day,not manhattan,1873.1997492687003
70,rainy,spring,night,not manhattan,1272.0850776502364
70,rainy,summer,day,not manhattan,1857.8771969869892
70,rainy,summer,night,not manhattan,1220.629579375848
70,rainy,winter,day,not manhattan,1788.76652892562
70,rainy,winter,night,not manhattan,1254.1683794466403
70,sunny,fall,day,not manhattan,2051.5807287513953
70,sunny,fall,night,not manhattan,1243.864883285057
70,sunny,spring,day,not manhattan,1958.4619925633458
70,sunny,spring,night,not manhattan,1210.8500222518915
70,sunny,summer,day,not manhattan,1851.8841124843275
70,sunny,summer,night,not manhattan,1292.088503649635
70,sunny,winter,day,not manhattan,1785.154085603113
70,sunny,winter,night,not manhattan,1161.9094594594594
71,rainy,fall,day,not manhattan,986.5
71,rainy,spring,day,not manhattan,244.00000000000003
71,rainy,spring,night,not manhattan,1217.3333333333333
71,rainy,summer,day,not manhattan,2241.285714285714
71,rainy,summer,night,not manhattan,3623.0
71,rainy,winter,day,not manhattan,794.0
71,rainy,winter,night,not manhattan,1491.3333333333333
71,sunny,fall,day,not manhattan,1750.3181818181818
71,sunny,fall,night,not manhattan,1009.6923076923077
71,sunny,spring,day,not manhattan,892.1
71,sunny,spring,night,not manhattan,924.6
71,sunny,summer,day,not manhattan,1205.142857142857
71,sunny,summer,night,not manhattan,1168.5
71,sunny,winter,day,not manhattan,931.9090909090909
71,sunny,winter,night,not manhattan,942.875
72,rainy,fall,day,not manhattan,982.0
72,rainy,fall,night,not manhattan,481.5
72,rainy,spring,day,not manhattan,551.6666666666666
72,rainy,summer,day,not manhattan,926.8
72,rainy,summer,night,not manhattan,1497.0
72,rainy,winter,day,not manhattan,1836.8
72,rainy,winter,night,not manhattan,312.0
72,sunny,fall,day,not manhattan,1302.375
72,sunny,fall,night,not manhattan,990.7272727272727
72,sunny,spring,day,not manhattan,1577.75
72,sunny,spring,night,not manhattan,1373.0
72,sunny,summer,day,not manhattan,1422.2380952380952
72,sunny,summer,night,not manhattan,952.2
72,sunny,winter,day,not manhattan,940.7142857142857
72,sunny,winter,night,not manhattan,1518.0
73,rainy,fall,day,not manhattan,1102.0
73,rainy,fall,night,not manhattan,1263.0
73,rainy,spring,day,not manhattan,951.0
73,rainy,spring,night,not manhattan,639.0
73,rainy,summer,day,not manhattan,945.0
73,rainy,winter,day,not manhattan,503.00000000000006
73,sunny,fall,day,not manhattan,1370.142857142857
73,sunny,fall,night,not manhattan,941.6666666666666
73,sunny,spring,day,not manhattan,2084.3333333333335
73,sunny,spring,night,not manhattan,641.5
73,sunny,summer,day,not manhattan,1363.6666666666667
73,sunny,summer,night,not manhattan,1205.0
73,sunny,winter,day,not manhattan,1111.2857142857142
73,sunny,winter,night,not manhattan,1291.0
74,rainy,fall,day,manhattan,824.946274384394
74,rainy,fall,night,manhattan,562.7912844036697
74,rainy,spring,day,manhattan,808.1501290171241
74,rainy,spring,night,manhattan,604.8888888888889
74,rainy,summer,day,manhattan,810.2131265777136
74,rainy,summer,night,manhattan,651.6582278481013
74,rainy,winter,day,manhattan,746.0646365986786
74,rainy,winter,night,manhattan,603.3605442176871
74,sunny,fall,day,manhattan,826.4252970586325
74,sunny,fall,night,manhattan,626.1731098186794
74,sunny,spring,day,manhattan,801.6512931034483
74,sunny,spring,night,manhattan,600.5142683667274
74,sunny,summer,day,manhattan,778.4020308838551
74,sunny,summer,night,manhattan,626.5570866141733
74,sunny,winter,day,manhattan,739.6241971424827
74,sunny,winter,night,manhattan,567.0364623739333
75,rainy,fall,day,manhattan,839.8273297699279
75,rainy,fall,night,manhattan,621.9173228346457
75,rainy,spring,day,manhattan,785.1384112149533
75,rainy,spring,night,manhattan,625.2067924528302
75,rainy,summer,day,manhattan,803.7551654287644
75,rainy,summer,night,manhattan,601.3757225433526
75,rainy,winter,day,manhattan,753.8359736298337
75,rainy,winter,night,manhattan,574.5397316821466
75,sunny,fall,day,manhattan,830.7836565618528
75,sunny,fall,night,manhattan,614.1897128765193
75,sunny,spring,day,manhattan,811.913686552406
75,sunny,spring,night,manhattan,608.3657070547296
75,sunny,summer,day,manhattan,783.5048632006158
75,sunny,summer,night,manhattan,625.929366940211
75,sunny,winter,day,manhattan,751.1275416732635
75,sunny,winter,night,manhattan,567.7220560747663
76,rainy,fall,day,not manhattan,1450.375
76,rainy,fall,night,not manhattan,1347.7777777777778
76,rainy,spring,day,not manhattan,1495.0869565217392
76,rainy,spring,night,not manhattan,846.0
76,rainy,summer,day,not manhattan,1159.0
76,rainy,summer,night,not manhattan,729.5
76,rainy,winter,day,not manhattan,1374.1304347826087
76,rainy,winter,night,not manhattan,739.4285714285714
76,sunny,fall,day,not manhattan,1455.3333333333333
76,sunny,fall,night,not manhattan,1011.1578947368421
76,sunny,spring,day,not manhattan,1716.5977011494253
76,sunny,spring,night,not manhattan,957.55
76,sunny,summer,day,not manhattan,1537.7083333333333
76,sunny,summer,night,not manhattan,1255.6410256410256
76,sunny,winter,day,not manhattan,1225.099290780142
76,sunny,winter,night,not manhattan,1405.96875
77,rainy,fall,night,not manhattan,1523.0
77,rainy,spring,night,not manhattan,964.0
77,rainy,summer,day,not manhattan,1570.0
77,sunny,fall,day,not manhattan,1403.7142857142858
77,sunny,fall,night,not manhattan,719.4
77,sunny,spring,day,not manhattan,1502.5384615384614
77,sunny,spring,night,not manhattan,1048.857142857143
77,sunny,summer,day,not manhattan,1048.857142857143
77,sunny,summer,night,not manhattan,1600.2857142857142
77,sunny,winter,day,not manhattan,857.9090909090909
77,sunny,winter,night,not manhattan,809.0
78,rainy,fall,day,not manhattan,2109.0
78,rainy,fall,night,not manhattan,611.0
78,rainy,spring,day,not manhattan,1758.5555555555557
78,rainy,spring,night,not manhattan,1130.0
78,rainy,summer,day,not manhattan,2028.5
78,rainy,winter,day,not manhattan,1471.6666666666667
78,rainy,winter,night,not manhattan,412.0
78,sunny,fall,day,not manhattan,1314.2222222222222
78,sunny,fall,night,not manhattan,950.5
78,sunny,spring,day,not manhattan,1880.2666666666667
78,sunny,spring,night,not manhattan,1024.3333333333333
78,sunny,summer,day,not manhattan,1191.75
78,sunny,summer,night,not manhattan,876.5454545454545
78,sunny,winter,day,not manhattan,1439.3
78,sunny,winter,night,not manhattan,811.5384615384615
79,rainy,fall,day,manhattan,864.264005119622
79,rainy,fall,night,manhattan,775.9670391061453
79,rainy,spring,day,manhattan,814.8551864697679
79,rainy,spring,night,manhattan,766.3050569516465
79,rainy,summer,day,manhattan,844.9816358508305
79,rainy,summer,night,manhattan,727.7675054704595
79,rainy,winter,day,manhattan,811.0314609837873
79,rainy,winter,night,manhattan,730.3332804945708
79,sunny,fall,day,manhattan,889.443080675459
79,sunny,fall,night,manhattan,796.3072674770809
79,sunny,spring,day,manhattan,844.8888515930712
79,sunny,spring,night,manhattan,742.7216390077336
79,sunny,summer,day,manhattan,818.921852235258
79,sunny,summer,night,manhattan,753.0390890613452
79,sunny,winter,day,manhattan,803.2397646069777
79,sunny,winter,night,manhattan,716.3032464893665
80,rainy,fall,day,not manhattan,1397.125
80,rainy,fall,night,not manhattan,973.5539568345324
80,rainy,spring,day,not manhattan,1359.6964285714287
80,rainy,spring,night,not manhattan,947.8719512195122
80,rainy,summer,day,not manhattan,1406.4
80,rainy,summer,night,not manhattan,1135.5555555555557
80,rainy,winter,day,not manhattan,1466.5581395348838
80,rainy,winter,night,not manhattan,1000.0909090909091
80,sunny,fall,day,not manhattan,1504.5865724381626
80,sunny,fall,night,not manhattan,1020.8493333333333
80,sunny,spring,day,not manhattan,1456.8287671232877
80,sunny,spring,night,not manhattan,1007.9847645429363
80,sunny,summer,day,not manhattan,1302.7380952380952
80,sunny,summer,night,not manhattan,1088.3794594594594
80,sunny,winter,day,not manhattan,1349.0497237569061
80,sunny,winter,night,not manhattan,947.2302483069977
81,rainy,fall,day,not manhattan,438.0
81,rainy,spring,day,not manhattan,521.6666666666666
81,rainy,spring,night,not manhattan,284.0
81,rainy,winter,night,not manhattan,1337.0
81,sunny,fall,day,not manhattan,663.5714285714286
81,sunny,spring,day,not manhattan,1131.0
81,sunny,spring,night,not manhattan,130.0
81,sunny,summer,day,not manhattan,1779.7
81,sunny,summer,night,not manhattan,1369.0
81,sunny,winter,day,not manhattan,1441.4
81,sunny,winter,night,not manhattan,962.0
82,rainy,fall,day,not manhattan,1295.509090909091
82,rainy,fall,night,not manhattan,934.1372549019608
82,rainy,spring,day,not manhattan,1191.1467889908256
82,rainy,spring,night,not manhattan,784.0540540540541
82,rainy,summer,day,not manhattan,1335.8765432098764
82,rainy,summer,night,not manhattan,836.3571428571429
82,rainy,winter,day,not manhattan,1111.7272727272727
82,rainy,winter,night,not manhattan,998.7567567567568
82,sunny,fall,day,not manhattan,1430.0693641618498
82,sunny,fall,night,not manhattan,886.311004784689
82,sunny,spring,day,not manhattan,1216.4058956916099
82,sunny,spring,night,not manhattan,883.5814977973569
82,sunny,summer,day,not manhattan,1314.218220338983
82,sunny,summer,night,not manhattan,898.328125
82,sunny,winter,day,not manhattan,1273.3865979381444
82,sunny,winter,night,not manhattan,859.6782178217821
83,rainy,fall,day,not manhattan,864.448275862069
83,rainy,fall,night,not manhattan,1278.875
83,rainy,spring,day,not manhattan,906.4054054054054
83,rainy,spring,night,not manhattan,1407.3333333333333
83,rainy,summer,day,not manhattan,1160.2820512820513
83,rainy,summer,night,not manhattan,732.6
83,rainy,winter,day,not manhattan,1156.425
83,rainy,winter,night,not manhattan,931.0
83,sunny,fall,day,not manhattan,1273.6420454545455
83,sunny,fall,night,not manhattan,879.8142857142857
83,sunny,spring,day,not manhattan,1096.8686868686868
83,sunny,spring,night,not manhattan,758.9142857142857
83,sunny,summer,day,not manhattan,1081.6310160427809
83,sunny,summer,night,not manhattan,853.1585365853658
83,sunny,winter,day,not manhattan,972.8623188405797
83,sunny,winter,night,not manhattan,702.765625
84,sunny,summer,day,not manhattan,4013.000000000001
84,sunny,winter,day,not manhattan,2692.0
85,rainy,fall,day,not manhattan,710.0
85,rainy,fall,night,not manhattan,1131.0
85,rainy,spring,day,not manhattan,1801.0
85,rainy,spring,night,not manhattan,1230.0
85,rainy,summer,day,not manhattan,1727.2857142857142
85,rainy,summer,night,not manhattan,2004.0
85,rainy,winter,day,not manhattan,2121.0
85,rainy,winter,night,not manhattan,1537.0
85,sunny,fall,day,not manhattan,1765.4736842105262
85,sunny,fall,night,not manhattan,1529.3809523809523
85,sunny,spring,day,not manhattan,1618.4347826086957
85,sunny,spring,night,not manhattan,1112.047619047619
85,sunny,summer,day,not manhattan,1188.967741935484
85,sunny,summer,night,not manhattan,1295.6470588235295
85,sunny,winter,day,not manhattan,1192.0526315789473
85,sunny,winter,night,not manhattan,909.0
86,rainy,fall,day,not manhattan,2382.3333333333335
86,rainy,fall,night,not manhattan,218.0
86,rainy,spring,day,not manhattan,112.0
86,rainy,spring,night,not manhattan,245.00000000000003
86,rainy,summer,day,not manhattan,2363.6666666666665
86,rainy,winter,day,not manhattan,2285.0
86,sunny,fall,day,not manhattan,1741.3333333333333
86,sunny,fall,night,not manhattan,1714.2
86,sunny,spring,day,not manhattan,1551.5454545454545
86,sunny,spring,night,not manhattan,3084.6666666666665
86,sunny,summer,day,not manhattan,1727.35
86,sunny,summer,night,not manhattan,1587.125
86,sunny,winter,day,not manhattan,2169.3333333333335
87,rainy,fall,day,manhattan,1213.2890684555573
87,rainy,fall,night,manhattan,975.4664756446991
87,rainy,spring,day,manhattan,1084.8855549654807
87,rainy,spring,night,manhattan,941.0034046692607
87,rainy,summer,day,manhattan,1125.6942783945346
87,rainy,summer,night,manhattan,943.3028901734104
87,rainy,winter,day,manhattan,1160.4380761523046
87,rainy,winter,night,manhattan,946.9468253968254
87,sunny,fall,day,manhattan,1204.743711035765
87,sunny,fall,night,manhattan,997.9973194984868
87,sunny,spring,day,manhattan,1118.0884045236812
87,sunny,spring,night,manhattan,933.4729649435532
87,sunny,summer,day,manhattan,1092.1020176479694
87,sunny,summer,night,manhattan,976.4006603081438
87,sunny,winter,day,manhattan,1084.0734790409394
87,sunny,winter,night,manhattan,913.303150723815
88,rainy,fall,day,manhattan,1245.575816993464
88,rainy,fall,night,manhattan,1043.6701570680627
88,rainy,spring,day,manhattan,1152.5011789363375
88,rainy,spring,night,manhattan,1016.0626477541371
88,rainy,summer,day,manhattan,1194.6561252686522
88,rainy,summer,night,manhattan,1000.4347826086956
88,rainy,winter,day,manhattan,1215.6803143093466
88,rainy,winter,night,manhattan,991.4423480083857
88,sunny,fall,day,manhattan,1263.4102697095436
88,sunny,fall,night,manhattan,1018.5168918918919
88,sunny,spring,day,manhattan,1154.8040829080305
88,sunny,spring,night,manhattan,988.2714148219442
88,sunny,summer,day,manhattan,1148.6715350223546
88,sunny,summer,night,manhattan,1014.938611713666
88,sunny,winter,day,manhattan,1124.1424680983505
88,sunny,winter,night,manhattan,962.8759913482336
89,rainy,fall,day,not manhattan,1232.9655172413793
89,rainy,fall,night,not manhattan,1035.888888888889
89,rainy,spring,day,not manhattan,1021.0
89,rainy,spring,night,not manhattan,1084.1333333333334
89,rainy,summer,day,not manhattan,1263.2222222222222
89,rainy,summer,night,not manhattan,1020.0
89,rainy,winter,day,not manhattan,1469.2916666666667
89,rainy,winter,night,not manhattan,797.0
89,sunny,fall,day,not manhattan,1473.5436893203882
89,sunny,fall,night,not manhattan,1300.4285714285713
89,sunny,spring,day,not manhattan,1225.5567010309278
89,sunny,spring,night,not manhattan,1074.611111111111
89,sunny,summer,day,not manhattan,1435.9411764705883
89,sunny,summer,night,not manhattan,878.425925925926
89,sunny,winter,day,not manhattan,1197.2022471910113
89,sunny,winter,night,not manhattan,979.8285714285714
90,rainy,fall,day,manhattan,888.3348706530959
90,rainy,fall,night,manhattan,777.06745502998
90,rainy,spring,day,manhattan,797.6165132336018
90,rainy,spring,night,manhattan,761.0431260424112
90,rainy,summer,day,manhattan,819.4558841575654
90,rainy,summer,night,manhattan,742.3962264150944
90,rainy,winter,day,manhattan,776.7092550551713
90,rainy,winter,night,manhattan,726.1811449159327
90,sunny,fall,day,manhattan,899.4536533643801
90,sunny,fall,night,manhattan,814.0686990246963
90,sunny,spring,day,manhattan,815.2840437712333
90,sunny,spring,night,manhattan,744.6278442063214
90,sunny,summer,day,manhattan,804.5293367346939
90,sunny,summer,night,manhattan,772.4966642934367
90,sunny,winter,day,manhattan,771.604692997839
90,sunny,winter,night,manhattan,725.919572641539
91,rainy,fall,day,not manhattan,1093.1666666666667
91,rainy,fall,night,not manhattan,2337.5000000000005
91,rainy,spring,day,not manhattan,1730.0
91,rainy,spring,night,not manhattan,1051.0
91,rainy,summer,day,not manhattan,1645.5
91,rainy,summer,night,not manhattan,1061.6666666666667
91,rainy,winter,day,not manhattan,1383.0
91,rainy,winter,night,not manhattan,562.5
91,sunny,fall,day,not manhattan,1467.4285714285713
91,sunny,fall,night,not manhattan,1033.8
91,sunny,spring,day,not manhattan,1791.4583333333333
91,sunny,spring,night,not manhattan,1001.2
91,sunny,summer,day,not manhattan,1455.6538461538462
91,sunny,summer,night,not manhattan,1418.6875
91,sunny,winter,day,not manhattan,1443.95
91,sunny,winter,night,not manhattan,784.6
92,rainy,fall,day,not manhattan,1217.3333333333333
92,rainy,fall,night,not manhattan,663.4
92,rainy,spring,day,not manhattan,1427.3181818181818
92,rainy,spring,night,not manhattan,491.0
92,rainy,summer,day,not manhattan,1244.111111111111
92,rainy,summer,night,not manhattan,976.5
92,rainy,winter,day,not manhattan,1137.8461538461538
92,rainy,winter,night,not manhattan,1151.6666666666667
92,sunny,fall,day,not manhattan,1337.1829268292684
92,sunny,fall,night,not manhattan,1030.2857142857142
92,sunny,spring,day,not manhattan,1284.9818181818182
92,sunny,spring,night,not manhattan,683.1052631578947
92,sunny,summer,day,not manhattan,1280.1444444444444
92,sunny,summer,night,not manhattan,1079.3333333333333
92,sunny,winter,day,not manhattan,1487.8823529411766
92,sunny,winter,night,not manhattan,910.5625
93,rainy,fall,day,not manhattan,1916.4525862068965
93,rainy,fall,night,not manhattan,1221.9638554216867
93,rainy,spring,day,not manhattan,1746.608695652174
93,rainy,spring,night,not manhattan,1079.9333333333334
93,rainy,summer,day,not manhattan,1838.62
93,rainy,summer,night,not manhattan,1307.16
93,rainy,winter,day,not manhattan,1596.1824817518248
93,rainy,winter,night,not manhattan,1219.9756097560976
93,sunny,fall,day,not manhattan,1848.1978653530377
93,sunny,fall,night,not manhattan,1299.043701799486
93,sunny,spring,day,not manhattan,1787.6541244573082
93,sunny,spring,night,not manhattan,1192.5367231638418
93,sunny,summer,day,not manhattan,1736.2052194543298
93,sunny,summer,night,not manhattan,1300.9368421052632
93,sunny,winter,day,not manhattan,1603.502013422819
93,sunny,winter,night,not manhattan,1185.6260869565217
94,rainy,fall,day,not manhattan,878.6666666666666
94,rainy,fall,night,not manhattan,801.5
94,rainy,spring,day,not manhattan,1689.857142857143
94,rainy,spring,night,not manhattan,986.0
94,rainy,summer,day,not manhattan,1096.8333333333333
94,rainy,winter,day,not manhattan,1238.75
94,rainy,winter,night,not manhattan,120.0
94,sunny,fall,day,not manhattan,1003.75
94,sunny,fall,night,not manhattan,782.9
94,sunny,spring,day,not manhattan,1055.6666666666667
94,sunny,spring,night,not manhattan,482.4
94,sunny,summer,day,not manhattan,1344.76
94,sunny,summer,night,not manhattan,1277.1
94,sunny,winter,day,not manhattan,917.0
94,sunny,winter,night,not manhattan,687.25
95,rainy,fall,day,not manhattan,1239.84
95,rainy,fall,night,not manhattan,809.1176470588235
95,rainy,spring,day,not manhattan,1196.0625
95,rainy,spring,night,not manhattan,599.7777777777778
95,rainy,summer,day,not manhattan,1357.7857142857142
95,rainy,summer,night,not manhattan,1166.6666666666667
95,rainy,winter,day,not manhattan,1165.1066666666666
95,rainy,winter,night,not manhattan,474.4117647058824
95,sunny,fall,day,not manhattan,1166.326860841424
95,sunny,fall,night,not manhattan,1045.3521126760563
95,sunny,spring,day,not manhattan,1181.527868852459
95,sunny,spring,night,not manhattan,818.5970149253732
95,sunny,summer,day,not manhattan,1166.0487804878048
95,sunny,summer,night,not manhattan,1093.0
95,sunny,winter,day,not manhattan,1032.124183006536
95,sunny,winter,night,not manhattan,725.1014492753624
96,rainy,fall,day,not manhattan,1716.0
96,rainy,fall,night,not manhattan,1911.0
96,rainy,spring,day,not manhattan,3228.0
96,rainy,spring,night,not manhattan,2186.5
96,rainy,summer,day,not manhattan,310.0
96,rainy,summer,night,not manhattan,151.0
96,rainy,winter,day,not manhattan,963.25
96,rainy,winter,night,not manhattan,349.0
96,sunny,fall,day,not manhattan,1110.4166666666667
96,sunny,fall,night,not manhattan,810.0
96,sunny,spring,day,not manhattan,1315.8
96,sunny,spring,night,not manhattan,625.0
96,sunny,summer,day,not manhattan,1677.0666666666666
96,sunny,summer,night,not manhattan,864.0
96,sunny,winter,day,not manhattan,1329.0
96,sunny,winter,night,not manhattan,550.0
97,rainy,fall,day,not manhattan,1014.8127208480565
97,rainy,fall,night,not manhattan,909.0883977900553
97,rainy,spring,day,not manhattan,1014.1266149870801
97,rainy,spring,night,not manhattan,1032.164383561644
97,rainy,summer,day,not manhattan,1081.6164383561643
97,rainy,summer,night,not manhattan,927.7538461538461
97,rainy,winter,day,not manhattan,961.7126436781609
97,rainy,winter,night,not manhattan,922.7575757575758
97,sunny,fall,day,not manhattan,1142.7826398852224
97,sunny,fall,night,not manhattan,1024.4866828087168
97,sunny,spring,day,not manhattan,1112.7336532693462
97,sunny,spring,night,not manhattan,1042.4070921985815
97,sunny,summer,day,not manhattan,1031.9237905897946
97,sunny,summer,night,not manhattan,982.6928327645052
97,sunny,winter,day,not manhattan,1009.1188747731397
97,sunny,winter,night,not manhattan,993.9806629834254
98,rainy,fall,day,not manhattan,1364.0
98,rainy,spring,day,not manhattan,1333.5
98,rainy,summer,day,not manhattan,549.0
98,rainy,winter,day,not manhattan,1904.5
98,rainy,winter,night,not manhattan,580.0
98,sunny,fall,day,not manhattan,2066.25
98,sunny,fall,night,not manhattan,2655.6666666666665
98,sunny,spring,day,not manhattan,1506.111111111111
98,sunny,spring,night,not manhattan,1036.1666666666667
98,sunny,summer,day,not manhattan,926.8666666666667
98,sunny,summer,night,not manhattan,1193.0
98,sunny,winter,day,not manhattan,1361.2142857142858
98,sunny,winter,night,not manhattan,1120.6666666666667
99,rainy,winter,night,not manhattan,2669.0
99,sunny,summer,day,not manhattan,1032.5
100,rainy,fall,day,manhattan,984.5779513976967
100,rainy,fall,night,manhattan,777.0424689580709
100,rainy,spring,day,manhattan,862.6833908578163
100,rainy,spring,night,manhattan,757.9287675658213
100,rainy,summer,day,manhattan,897.3615168700235
100,rainy,summer,night,manhattan,736.3680412371134
100,rainy,winter,day,manhattan,895.7753035335112
100,rainy,winter,night,manhattan,756.4365580943121
100,sunny,fall,day,manhattan,994.4277174141041
100,sunny,fall,night,manhattan,825.877280556825
100,sunny,spring,day,manhattan,869.8807998906756
100,sunny,spring,night,manhattan,748.1648813419213
100,sunny,summer,day,manhattan,865.3355717505088
100,sunny,summer,night,manhattan,777.5169402616638
100,sunny,winter,day,manhattan,868.8735937216476
100,sunny,winter,night,manhattan,755.9352938787116
101,rainy,fall,day,not manhattan,1412.25
101,rainy,spring,day,not manhattan,411.0
101,rainy,summer,day,not manhattan,2351.6666666666665
101,rainy,winter,day,not manhattan,2491.0
101,rainy,winter,night,not manhattan,67.0
101,sunny,fall,day,not manhattan,1528.157894736842
101,sunny,fall,night,not manhattan,992.0
101,sunny,spring,day,not manhattan,1206.8181818181818
101,sunny,summer,day,not manhattan,1911.375
101,sunny,summer,night,not manhattan,1039.0
101,sunny,winter,day,not manhattan,3264.4285714285716
102,rainy,fall,day,not manhattan,1313.5
102,rainy,fall,night,not manhattan,1107.0
102,rainy,spring,day,not manhattan,943.25
102,rainy,spring,night,not manhattan,263.0
102,rainy,summer,day,not manhattan,852.6666666666666
102,rainy,summer,night,not manhattan,445.0
102,rainy,winter,day,not manhattan,1879.2
102,rainy,winter,night,not manhattan,374.0
102,sunny,fall,day,not manhattan,1353.952380952381
102,sunny,fall,night,not manhattan,916.4
102,sunny,spring,day,not manhattan,1194.7058823529412
102,sunny,spring,night,not manhattan,821.6666666666666
102,sunny,summer,day,not manhattan,1448.7272727272727
102,sunny,summer,night,not manhattan,1085.75
102,sunny,winter,day,not manhattan,1555.2222222222222
102,sunny,winter,night,not manhattan,768.1111111111111
105,rainy,fall,day,manhattan,3304.0
105,rainy,winter,day,manhattan,1024.0
105,sunny,fall,day,manhattan,1860.0
105,sunny,fall,night,manhattan,218.0
105,sunny,spring,day,manhattan,1582.75
105,sunny,summer,day,manhattan,713.0
105,sunny,summer,night,manhattan,1236.0
105,sunny,winter,day,manhattan,1658.0
106,rainy,fall,day,not manhattan,1497.04
106,rainy,fall,night,not manhattan,954.0909090909091
106,rainy,spring,day,not manhattan,1053.1379310344828
106,rainy,spring,night,not manhattan,847.4736842105264
106,rainy,summer,day,not manhattan,938.3809523809524
106,rainy,summer,night,not manhattan,621.125
106,rainy,winter,day,not manhattan,781.4166666666666
106,rainy,winter,night,not manhattan,573.25
106,sunny,fall,day,not manhattan,1361.8117647058823
106,sunny,fall,night,not manhattan,924.4545454545455
106,sunny,spring,day,not manhattan,1193.6846846846847
106,sunny,spring,night,not manhattan,938.2948717948718
106,sunny,summer,day,not manhattan,1311.2330097087379
106,sunny,summer,night,not manhattan,926.5729166666666
106,sunny,winter,day,not manhattan,1023.8026315789474
106,sunny,winter,night,not manhattan,875.5081967213115
107,rainy,fall,day,manhattan,858.0768532869618
107,rainy,fall,night,manhattan,715.9129151291513
107,rainy,spring,day,manhattan,778.6496822816611
107,rainy,spring,night,manhattan,696.7568499364907
107,rainy,summer,day,manhattan,802.1816960770692
107,rainy,summer,night,manhattan,661.8002840909091
107,rainy,winter,day,manhattan,799.6314163583462
107,rainy,winter,night,manhattan,678.6830388200918
107,sunny,fall,day,manhattan,858.4367144522231
107,sunny,fall,night,manhattan,729.8305681045856
107,sunny,spring,day,manhattan,813.6090781708928
107,sunny,spring,night,manhattan,681.1235509817838
107,sunny,summer,day,manhattan,779.1272635342555
107,sunny,summer,night,manhattan,690.5296445725264
107,sunny,winter,day,manhattan,774.579535890345
107,sunny,winter,night,manhattan,668.027582427619
108,rainy,fall,day,not manhattan,2936.0
108,rainy,summer,day,not manhattan,2174.0
108,rainy,winter,day,not manhattan,546.0
108,sunny,fall,day,not manhattan,2019.7368421052631
108,sunny,fall,night,not manhattan,1049.75
108,sunny,spring,day,not manhattan,1355.5
108,sunny,spring,night,not manhattan,496.5
108,sunny,summer,day,not manhattan,2418.4
108,sunny,summer,night,not manhattan,1291.7142857142858
108,sunny,winter,day,not manhattan,1136.3333333333333
108,sunny,winter,night,not manhattan,1020.0
109,rainy,winter,day,not manhattan,754.0
109,sunny,fall,night,not manhattan,2569.0
109,sunny,summer,day,not manhattan,664.0
109,sunny,winter,day,not manhattan,3231.0
111,rainy,spring,day,not manhattan,864.0
111,rainy,winter,day,not manhattan,1485.3333333333333
111,sunny,fall,day,not manhattan,2092.6666666666665
111,sunny,spring,day,not manhattan,685.6666666666666
111,sunny,spring,night,not manhattan,769.0
111,sunny,summer,day,not manhattan,595.0
111,sunny,summer,night,not manhattan,1147.3333333333333
111,sunny,winter,day,not manhattan,1738.6666666666667
112,rainy,fall,day,not manhattan,1241.6268656716418
112,rainy,fall,night,not manhattan,1034.0096153846155
112,rainy,spring,day,not manhattan,1255.9545454545455
112,rainy,spring,night,not manhattan,946.5409836065573
112,rainy,summer,day,not manhattan,1221.0983606557377
112,rainy,summer,night,not manhattan,1042.4655172413793
112,rainy,winter,day,not manhattan,1056.4927536231885
112,rainy,winter,night,not manhattan,982.7540983606557
112,sunny,fall,day,not manhattan,1291.3982558139535
112,sunny,fall,night,not manhattan,999.6026785714286
112,sunny,spring,day,not manhattan,1224.7728459530026
112,sunny,spring,night,not manhattan,961.7756874095513
112,sunny,summer,day,not manhattan,1165.076923076923
112,sunny,summer,night,not manhattan,1008.3466476462197
112,sunny,winter,day,not manhattan,1187.9873949579833
112,sunny,winter,night,not manhattan,924.3268765133172
113,rainy,fall,day,manhattan,907.4558484770924
113,rainy,fall,night,manhattan,829.1617582417582
113,rainy,spring,day,manhattan,822.5609717370594
113,rainy,spring,night,manhattan,797.0932924753149
113,rainy,summer,day,manhattan,851.6484003801077
113,rainy,summer,night,manhattan,751.5915343915344
113,rainy,winter,day,manhattan,813.7153680360525
113,rainy,winter,night,manhattan,760.6312981624185
113,sunny,fall,day,manhattan,926.8140569733389
113,sunny,fall,night,manhattan,845.5255641134806
113,sunny,spring,day,manhattan,855.9472003182254
113,sunny,spring,night,manhattan,782.4052723519136
113,sunny,summer,day,manhattan,835.557872730981
113,sunny,summer,night,manhattan,797.4418021605279
113,sunny,winter,day,manhattan,804.9536942219479
113,sunny,winter,night,manhattan,753.2864107540114
114,rainy,fall,day,manhattan,914.8626428714658
114,rainy,fall,night,manhattan,818.671714440238
114,rainy,spring,day,manhattan,832.3601382488479
114,rainy,spring,night,manhattan,796.0258533629569
114,rainy,summer,day,manhattan,880.8250770324721
114,rainy,summer,night,manhattan,774.36248924577
114,rainy,winter,day,manhattan,835.904847207587
114,rainy,winter,night,manhattan,764.5919501515662
114,sunny,fall,day,manhattan,951.0334953141271
114,sunny,fall,night,manhattan,830.2031939578688
114,sunny,spring,day,manhattan,868.7036573817649
