DOLocationID,weather,season,time,pickup_area,trip_distance,fare_amount,tip_amount,total_amount,duration,number_of_trips
77,sunny,fall,day,not manhattan,3190.36,10070.5,720.32,11553.77,9608.2,337
77,sunny,fall,night,manhattan,758.08,2417.0,176.18,2892.73,2444.2166666666667,58
77,sunny,fall,night,not manhattan,1878.94,5576.0,400.33,6492.98,4197.6,207
77,sunny,spring,day,manhattan,836.0600000000001,3009.5,177.89000000000001,3577.84,3692.9666666666667,62
77,sunny,spring,day,not manhattan,3700.07,11694.0,703.09,13270.289999999999,11332.233333333334,395
77,sunny,spring,night,manhattan,824.84,2628.0,218.78,3192.58,2664.3166666666666,67
77,sunny,spring,night,not manhattan,1938.85,5809.5,410.49,6747.39,4425.366666666667,211
77,sunny,summer,day,manhattan,951.12,3319.5,281.6,4065.2999999999997,3939.05,73
77,sunny,summer,day,not manhattan,4276.63,13348.0,717.23,15066.029999999999,12470.783333333333,450
77,sunny,summer,night,manhattan,913.65,2864.5,283.53,3574.09,2839.8166666666666,70
77,sunny,summer,night,not manhattan,2499.39,7481.5,574.33,8711.68,5935.416666666667,266
77,sunny,winter,day,manhattan,822.88,3007.8,181.22,3627.3199999999997,3153.9,64
77,sunny,winter,day,not manhattan,2856.94,9351.2,704.37,10832.02,8034.683333333333,310
77,sunny,winter,night,manhattan,609.92,2040.8,113.84,2396.29,2004.9666666666667,49
77,sunny,winter,night,not manhattan,1493.28,4726.1,316.82,5473.7699999999995,3318.983333333333,164
78,rainy,fall,day,manhattan,357.11,1240.0,80.72,1443.52,1337.2833333333333,39
78,rainy,fall,day,not manhattan,616.93,1849.0,74.0,2262.2999999999997,1655.1,43
78,rainy,fall,night,manhattan,203.12,619.0,60.38,741.5799999999999,552.3666666666667,19
78,rainy,fall,night,not manhattan,348.4,985.0,47.36,1250.36,676.8166666666667,26
78,rainy,spring,day,manhattan,433.07,1509.0,133.69,1756.59,1842.6000000000001,48
78,rainy,spring,day,not manhattan,621.59,1832.5,114.24,2280.79,1596.3,43
78,rainy,spring,night,manhattan,403.07,1227.5,94.52,1476.87,1084.3666666666666,41
78,rainy,spring,night,not manhattan,265.58,757.0,64.97,969.12,486.5333333333333,17
78,rainy,summer,day,manhattan,425.62,1462.0,86.95,1695.95,1755.3500000000001,43
78,rainy,summer,day,not manhattan,589.0,1795.0,73.13,2210.73,1711.6333333333334,44
78,rainy,summer,night,manhattan,185.96,551.5,39.8,655.9,470.05,17
78,rainy,summer,night,not manhattan,164.86,471.0,13.4,591.15,312.31666666666666,13
78,rainy,winter,day,manhattan,424.32,1556.1,114.75999999999999,1814.4099999999999,1841.55,44
78,rainy,winter,day,not manhattan,625.51,1942.0,69.66,2391.11,1597.5666666666666,46
78,rainy,winter,night,manhattan,253.46,837.9,67.31,1006.31,703.1833333333333,28
78,rainy,winter,night,not manhattan,219.4,612.1,59.12,811.07,422.26666666666665,18
78,sunny,fall,day,manhattan,1434.94,4893.5,351.18,5797.13,5574.75,144
78,sunny,fall,day,not manhattan,2515.28,7831.0,377.49,9644.64,7518.833333333334,184
78,sunny,fall,night,manhattan,1581.55,4928.5,507.55,5995.55,4265.066666666667,154
78,sunny,fall,night,not manhattan,1367.69,3984.5,214.01999999999998,4955.97,2567.483333333333,98
78,sunny,spring,day,manhattan,2278.11,7829.5,508.81,9041.609999999999,8902.116666666667,244
78,sunny,spring,day,not manhattan,3075.7,9277.0,451.54,11604.64,8725.300000000001,231
78,sunny,spring,night,manhattan,1671.65,5149.5,354.39,6066.49,4460.65,172
78,sunny,spring,night,not manhattan,1230.0,3471.0,220.93,4403.43,2293.7833333333333,90
78,sunny,summer,day,manhattan,1989.16,6741.0,301.24,7722.34,7544.183333333333,207
78,sunny,summer,day,not manhattan,3480.05,10661.0,582.95,13210.1,9990.7,249
78,sunny,summer,night,manhattan,1598.0,4963.0,384.54,5896.19,4503.5,159
78,sunny,summer,night,not manhattan,1579.32,4473.5,331.16,5694.86,3123.6666666666665,113
78,sunny,winter,day,manhattan,1996.28,7133.9,490.23,8289.08,7626.766666666666,221
78,sunny,winter,day,not manhattan,2707.08,8322.9,444.28,10338.18,6431.333333333333,199
78,sunny,winter,night,manhattan,1385.31,4519.7,357.12,5432.67,3506.5166666666664,142
78,sunny,winter,night,not manhattan,1165.47,3557.9,290.0,4554.07,2296.116666666667,82
79,rainy,fall,day,manhattan,41965.4,214605.94,44427.31,330829.0,274915.23333333334,19611
79,rainy,fall,day,not manhattan,24401.66,75127.0,14706.76,105892.27,76284.81666666667,2028
79,rainy,fall,night,manhattan,17734.5,85354.96,19253.45,139007.57,98394.16666666667,9041
79,rainy,fall,night,not manhattan,10674.57,31573.78,5928.26,43189.479999999996,21931.116666666665,875
79,rainy,spring,day,manhattan,56610.87,281554.35,58407.26,434635.06,352034.7,26049
79,rainy,spring,day,not manhattan,22136.29,68684.5,13654.72,97164.33,70395.88333333333,1964
79,rainy,spring,night,manhattan,24258.35,116785.86,26857.67,192061.88,134963.38333333333,12747
79,rainy,spring,night,not manhattan,9369.78,27857.0,5425.94,38463.52,20509.666666666668,833
79,rainy,summer,day,manhattan,37208.72,180191.83,36855.16,279081.62,221831.8,16645
79,rainy,summer,day,not manhattan,18122.51,55470.8,11080.69,79237.22,56225.48333333334,1519
79,rainy,summer,night,manhattan,7069.83,32538.5,7215.8,53347.5,35243.433333333334,3575
79,rainy,summer,night,not manhattan,4257.28,12582.0,2534.0,17441.5,8635.633333333333,357
79,rainy,winter,day,manhattan,42493.11,221202.9,46462.76,345685.11,266800.06666666665,20650
79,rainy,winter,day,not manhattan,18676.08,59082.89,11647.93,83284.95,53562.26666666667,1578
79,rainy,winter,night,manhattan,14205.81,70827.34,16159.92,117067.41,76469.4,7630
79,rainy,winter,night,not manhattan,6117.7,18733.2,3713.47,25975.42,12859.233333333334,524
79,sunny,fall,day,manhattan,207844.87,1053575.31,215045.59,1616197.25,1349864.5333333334,94077
79,sunny,fall,day,not manhattan,109241.28,339341.85,67636.47,482310.76,352424.85000000003,9365
79,sunny,fall,night,manhattan,107583.01,524299.51,116485.24,847874.7000000001,614892.0833333334,54496
79,sunny,fall,night,not manhattan,40447.16,122914.13,23711.67,170098.69,91380.1,3819
79,sunny,spring,day,manhattan,235093.3,1156737.77,236659.21,1784732.73,1436020.6333333333,105542
79,sunny,spring,day,not manhattan,109717.89,339531.04,67845.66,483788.74,345821.5,9521
79,sunny,spring,night,manhattan,105568.41,500344.94,112074.68,815942.5700000001,562930.9,53569
79,sunny,spring,night,not manhattan,43813.16,131102.0,25921.76,182091.88,94616.3,3921
79,sunny,summer,day,manhattan,227630.85,1092717.8,223895.75,1692429.09,1331732.6333333333,101288
79,sunny,summer,day,not manhattan,108898.05,333665.24,65516.3,473395.68,331425.5,9314
79,sunny,summer,night,manhattan,118442.59,558776.82,123391.75,905910.13,633703.55,58884
79,sunny,summer,night,not manhattan,47115.22,142177.79,27848.38,197056.63,108062.48333333334,4249
79,sunny,winter,day,manhattan,192683.59,986469.84,204063.61,1535491.5,1170670.1833333333,90267
79,sunny,winter,day,not manhattan,85103.68,276557.0,54136.04,391754.45,243151.3,7367
79,sunny,winter,night,manhattan,90832.57,457784.67,104350.14,757059.97,498933.7166666667,49847
79,sunny,winter,night,not manhattan,33901.08,107146.7,20715.88,147421.13,69250.43333333333,2994
80,rainy,fall,day,manhattan,2514.79,9923.39,1850.67,13957.21,12249.733333333334,445
80,rainy,fall,day,not manhattan,6425.53,19502.5,3319.35,24084.9,18435.466666666667,559
80,rainy,fall,night,manhattan,3373.38,12527.13,2506.22,18081.9,13801.183333333332,645
80,rainy,fall,night,not manhattan,3697.66,10778.0,1916.4,13481.8,7473.783333333334,325
80,rainy,spring,day,manhattan,3769.51,14621.5,2742.97,20583.52,17491.983333333334,655
80,rainy,spring,day,not manhattan,5652.68,17180.5,2892.3,21247.45,15880.283333333333,517
80,rainy,spring,night,manhattan,4701.71,17604.5,3212.21,24881.76,19412.1,893
80,rainy,spring,night,not manhattan,3465.34,10212.5,1814.27,12855.619999999999,7280.183333333333,347
80,rainy,summer,day,manhattan,2393.83,9389.5,1624.21,13132.59,11402.916666666666,416
80,rainy,summer,day,not manhattan,5000.69,15287.5,2595.89,18896.489999999998,14503.716666666667,447
80,rainy,summer,night,manhattan,1386.65,5028.5,1014.74,7271.49,5257.216666666666,272
80,rainy,summer,night,not manhattan,1871.86,5400.0,932.54,6733.94,3873.5666666666666,166
80,rainy,winter,day,manhattan,2563.29,10380.2,2029.25,14679.4,12118.383333333333,449
80,rainy,winter,day,not manhattan,5071.69,16017.8,2714.84,19874.84,13552.4,450
80,rainy,winter,night,manhattan,2270.77,8574.3,1662.93,12354.93,8950.85,440
80,rainy,winter,night,not manhattan,2432.16,7423.7,1336.16,9380.71,4889.016666666666,230
80,sunny,fall,day,manhattan,12939.89,51662.38,9213.4,72441.87,63808.26666666667,2279
80,sunny,fall,day,not manhattan,28898.26,89214.2,14823.98,110100.63,84838.76666666666,2624
80,sunny,fall,night,manhattan,20685.58,77367.05,15172.85,110883.74,84993.78333333334,3923
80,sunny,fall,night,not manhattan,14938.7,44444.82,7886.35,55875.47,31251.333333333332,1462
80,sunny,spring,day,manhattan,15777.34,62862.0,11974.86,89121.98,76096.56666666667,2815
80,sunny,spring,day,not manhattan,28663.25,87669.55,14537.47,108033.12,82285.76666666666,2602
80,sunny,spring,night,manhattan,20796.2,76875.03,15028.22,110617.54,82149.21666666666,3981
80,sunny,spring,night,not manhattan,14841.02,44171.0,7482.49,55239.54,30843.866666666665,1483
80,sunny,summer,day,manhattan,14220.55,54636.0,9751.87,76671.77,64790.46666666667,2452
80,sunny,summer,day,not manhattan,30646.38,93570.7,15229.77,114906.31999999999,87483.9,2727
80,sunny,summer,night,manhattan,22334.54,82827.0,15637.65,118332.37,90415.75,4158
80,sunny,summer,night,not manhattan,17172.62,50702.53,8487.710000000001,63061.74,37363.433333333334,1661
80,sunny,winter,day,manhattan,12223.43,50612.1,9150.85,70766.09,58809.85,2220
80,sunny,winter,day,not manhattan,25208.36,81644.0,13463.5,101870.83,65523.88333333333,2280
80,sunny,winter,night,manhattan,15677.9,59797.7,11229.7,85028.35,61305.15,3051
80,sunny,winter,night,not manhattan,12247.15,38181.2,6662.72,48318.72,23382.75,1161
81,rainy,fall,day,manhattan,140.02,420.5,22.11,481.85999999999996,391.93333333333334,9
81,rainy,fall,day,not manhattan,788.08,2131.0,108.75,2625.59,1603.9166666666667,44
81,rainy,fall,night,manhattan,235.46,677.5,7.970000000000001,748.02,471.83333333333337,15
81,rainy,fall,night,not manhattan,317.55,866.0,62.65,1108.64,528.3333333333334,20
81,rainy,spring,day,manhattan,124.77,368.0,19.56,408.96,308.31666666666666,8
81,rainy,spring,day,not manhattan,852.57,2340.5,173.1,2924.35,1989.2666666666667,48
81,rainy,spring,night,manhattan,145.97,424.0,17.22,484.32,332.0833333333333,12
81,rainy,spring,night,not manhattan,280.21,758.5,37.519999999999996,924.72,477.68333333333334,15
81,rainy,summer,day,manhattan,78.31,255.5,9.15,279.45,278.3666666666667,6
81,rainy,summer,day,not manhattan,726.45,2049.5,93.94,2494.44,1754.4833333333333,40
81,rainy,summer,night,manhattan,39.019999999999996,112.0,3.0,121.39999999999999,75.91666666666667,3
81,rainy,summer,night,not manhattan,141.97,417.5,9.52,502.17,229.01666666666668,10
81,rainy,winter,day,manhattan,92.91,280.0,24.810000000000002,326.61,263.3833333333333,6
81,rainy,winter,day,not manhattan,521.54,1622.1,65.17,1966.27,1151.0333333333333,32
81,rainy,winter,night,manhattan,32.61,113.8,0.0,122.6,78.35,2
81,rainy,winter,night,not manhattan,209.15,594.9,53.59,745.79,373.25,12
81,sunny,fall,day,manhattan,793.89,2468.5,126.07,2785.77,2379.1,52
81,sunny,fall,day,not manhattan,3373.83,9718.5,685.62,12173.17,7614.166666666667,208
81,sunny,fall,night,manhattan,601.54,1691.5,33.87,1871.4199999999998,1206.35,40
81,sunny,fall,night,not manhattan,1462.11,4036.0,354.88,5137.92,2321.2,85
81,sunny,spring,day,manhattan,965.58,2908.0,129.82,3310.02,2703.85,64
81,sunny,spring,day,not manhattan,3993.07,11285.5,664.6,13904.85,8989.616666666667,231
81,sunny,spring,night,manhattan,457.85,1314.5,108.69,1522.84,933.85,32
81,sunny,spring,night,not manhattan,1492.04,4115.0,319.01,5199.06,2487.9333333333334,89
81,sunny,summer,day,manhattan,840.27,2600.5,123.42999999999999,2914.7799999999997,2564.9666666666667,56
81,sunny,summer,day,not manhattan,4197.31,11947.5,674.95,14699.51,9574.566666666668,242
81,sunny,summer,night,manhattan,793.01,2241.99,92.37,2518.56,1646.8666666666666,52
81,sunny,summer,night,not manhattan,1845.23,5176.0,224.97,6296.72,3202.1833333333334,108
81,sunny,winter,day,manhattan,835.99,2643.6,130.13,3006.2799999999997,2154.7833333333333,54
81,sunny,winter,day,not manhattan,2904.17,8739.7,455.18,10780.55,6100.65,175
81,sunny,winter,night,manhattan,663.21,1981.3,85.31,2238.46,1319.6166666666668,45
81,sunny,winter,night,not manhattan,1575.97,4533.5,319.22,5690.57,2521.35,91
82,rainy,fall,day,manhattan,1613.03,5965.73,551.87,7713.45,7240.0,209
82,rainy,fall,day,not manhattan,2917.78,9507.0,465.17,10801.07,9562.566666666668,372
82,rainy,fall,night,manhattan,1809.67,6302.14,553.13,8004.47,6913.816666666667,247
82,rainy,fall,night,not manhattan,1499.99,4571.5,379.76,5394.46,3618.0333333333333,177
82,rainy,spring,day,manhattan,1657.98,6090.41,553.29,7996.85,7121.5,221
82,rainy,spring,day,not manhattan,2320.24,7719.03,634.91,8984.64,7983.483333333334,304
82,rainy,spring,night,manhattan,2568.84,8789.59,678.04,11260.48,9510.05,355
82,rainy,spring,night,not manhattan,1265.81,4032.0,367.65,4844.599999999999,3562.4333333333334,182
82,rainy,summer,day,manhattan,1116.44,4143.28,298.0,5369.43,5013.3,149
82,rainy,summer,day,not manhattan,2282.05,7630.5,458.93,8720.43,7923.033333333334,288
82,rainy,summer,night,manhattan,954.94,3179.5,280.05,4068.9,3242.05,128
82,rainy,summer,night,not manhattan,800.76,2434.0,213.01,2890.81,2028.25,101
82,rainy,winter,day,manhattan,1437.35,5535.61,528.42,7242.18,6308.016666666666,196
82,rainy,winter,day,not manhattan,2362.95,8272.66,601.46,9627.92,7927.716666666667,319
82,rainy,winter,night,manhattan,1536.9,5562.86,379.1,6971.91,5778.916666666667,213
82,rainy,winter,night,not manhattan,835.12,2809.9,277.63,3391.33,2190.233333333333,109
82,sunny,fall,day,manhattan,6521.18,24131.56,2489.89,31891.34,28709.0,858
82,sunny,fall,day,not manhattan,13783.37,44801.0,2984.64,51461.39,43416.13333333333,1692
82,sunny,fall,night,manhattan,8624.95,29649.37,2668.5,38174.62,31510.216666666667,1166
82,sunny,fall,night,not manhattan,6300.05,19965.32,1429.72,23363.73,15952.3,840
82,sunny,spring,day,manhattan,7215.75,26568.75,2589.66,35054.46,31176.633333333335,974
82,sunny,spring,day,not manhattan,11974.64,40021.0,3070.37,46479.97,40588.73333333333,1594
82,sunny,spring,night,manhattan,10835.32,37155.75,2954.3,47352.28,39115.816666666666,1526
82,sunny,spring,night,not manhattan,5380.91,17150.0,1155.84,20119.54,14070.833333333334,761
82,sunny,summer,day,manhattan,6776.04,24913.37,2209.04,32384.32,28685.05,913
82,sunny,summer,day,not manhattan,13774.43,45231.67,3132.96,52294.34,45836.916666666664,1776
82,sunny,summer,night,manhattan,10576.01,36280.17,2909.8,46433.0,38196.46666666667,1466
82,sunny,summer,night,not manhattan,6790.39,21560.0,1583.18,25328.53,18270.1,919
82,sunny,winter,day,manhattan,6616.1,25407.1,2444.72,33151.89,27945.416666666668,891
82,sunny,winter,day,not manhattan,10262.95,35373.54,2670.81,41691.299999999996,32878.183333333334,1385
82,sunny,winter,night,manhattan,8863.54,31740.7,2756.37,40577.93,31280.55,1219
82,sunny,winter,night,not manhattan,4651.14,15737.2,1210.85,18828.85,12029.433333333332,667
83,rainy,fall,day,manhattan,408.49,1653.5,157.88,2149.38,1984.0166666666667,62
83,rainy,fall,day,not manhattan,1015.18,3315.5,293.58,3927.88,3339.2,145
83,rainy,fall,night,manhattan,571.83,2007.5,223.04,2656.89,2163.4,87
83,rainy,fall,night,not manhattan,441.96,1384.0,126.00999999999999,1669.61,1136.35,61
83,rainy,spring,day,manhattan,609.84,2280.5,275.0,3037.1,2600.7166666666667,91
83,rainy,spring,day,not manhattan,840.36,2898.0,173.0,3336.2999999999997,2714.9166666666665,130
83,rainy,spring,night,manhattan,928.43,3237.5,354.25,4260.65,3356.9833333333336,143
83,rainy,spring,night,not manhattan,476.43,1576.0,121.0,1859.8,1167.4,70
83,rainy,summer,day,manhattan,406.39,1477.31,102.87,1944.23,1732.2833333333333,58
83,rainy,summer,day,not manhattan,677.64,2378.5,201.35,2808.45,2411.9,111
83,rainy,summer,night,manhattan,406.11,1363.5,79.07,1732.12,1435.3666666666666,59
83,rainy,summer,night,not manhattan,225.48,719.0,80.3,887.45,566.7333333333333,38
83,rainy,winter,day,manhattan,576.31,2248.8,232.5,2951.3,2476.7833333333333,87
83,rainy,winter,day,not manhattan,945.94,3255.3,258.52,3859.0699999999997,2816.616666666667,139
83,rainy,winter,night,manhattan,518.39,1912.7,188.63,2473.98,1866.1666666666667,77
83,rainy,winter,night,not manhattan,344.41,1134.6,84.63,1343.93,811.0833333333334,47
83,sunny,fall,day,manhattan,2537.84,9628.55,1052.03,12779.58,11707.4,383
83,sunny,fall,day,not manhattan,4381.66,14673.47,1311.14,17371.21,14102.65,654
83,sunny,fall,night,manhattan,3762.74,12886.11,1339.66,16853.63,12938.65,566
83,sunny,fall,night,not manhattan,1945.52,6107.0,575.26,7289.21,4868.983333333334,267
83,sunny,spring,day,manhattan,2850.92,10815.5,1324.52,14544.74,12923.283333333333,418
83,sunny,spring,day,not manhattan,5110.36,16829.0,1768.28,20329.63,16190.35,795
83,sunny,spring,night,manhattan,4122.59,14045.5,1303.54,18268.84,14393.116666666667,627
83,sunny,spring,night,not manhattan,1921.3,6101.2,723.93,7524.88,4817.666666666667,297
83,sunny,summer,day,manhattan,3182.73,11785.76,1176.67,15499.28,13796.133333333333,472
83,sunny,summer,day,not manhattan,4761.67,15832.5,1468.69,18797.54,14587.05,711
83,sunny,summer,night,manhattan,5025.75,17242.0,1562.39,22498.14,17901.283333333333,766
83,sunny,summer,night,not manhattan,2731.95,8793.5,736.13,10431.78,7192.466666666666,390
83,sunny,winter,day,manhattan,2251.75,8662.51,814.04,11329.0,9747.55,337
83,sunny,winter,day,not manhattan,3738.77,13065.2,1140.06,15627.21,10978.2,559
83,sunny,winter,night,manhattan,3084.32,11187.23,1031.17,14592.0,10560.016666666666,469
83,sunny,winter,night,not manhattan,1497.42,5107.4,427.01,6153.71,3669.0666666666666,232
84,rainy,fall,day,not manhattan,103.09,276.0,49.82,352.12,222.33333333333331,3
84,rainy,fall,night,manhattan,29.2,79.0,0.0,95.9,50.8,1
84,rainy,spring,day,not manhattan,136.9,372.0,0.0,426.5,302.75,4
84,rainy,spring,night,not manhattan,67.6,179.0,10.0,218.5,107.19999999999999,2
84,rainy,summer,day,manhattan,27.42,80.0,19.48,116.88,82.7,1
84,rainy,summer,day,not manhattan,137.89,393.0,86.45,535.9,354.0833333333333,4
84,rainy,summer,night,manhattan,23.5,63.0,0.0,86.45,54.93333333333333,1
84,rainy,winter,day,manhattan,88.4,253.5,41.2,355.8,217.78333333333336,3
84,rainy,winter,day,not manhattan,66.25,215.5,6.0,238.2,149.10000000000002,2
84,rainy,winter,night,manhattan,74.94,275.5,25.0,361.6,164.8,3
84,rainy,winter,night,not manhattan,67.18,209.2,20.27,248.87,97.5,2
84,sunny,fall,day,manhattan,474.13,1426.0,338.63,2114.58,1140.7,17
84,sunny,fall,day,not manhattan,807.02,2080.0,140.53,2469.33,1411.5500000000002,23
84,sunny,fall,night,manhattan,324.59,866.0,212.13,1342.73,525.7333333333333,11
84,sunny,fall,night,not manhattan,241.17000000000002,639.5,80.5,795.55,362.01666666666665,7
84,sunny,spring,day,manhattan,272.53,768.5,65.66,1012.5600000000001,588.35,10
84,sunny,spring,day,not manhattan,401.74,1094.5,59.22,1292.27,783.1166666666667,12
84,sunny,spring,night,manhattan,278.25,752.0,135.34,1089.44,477.5,10
84,sunny,spring,night,not manhattan,252.67,673.5,51.13,808.3299999999999,359.45,7
84,sunny,summer,day,manhattan,368.66,1065.0,139.29,1521.89,679.35,13
84,sunny,summer,day,not manhattan,1259.51,3520.0,305.97,4209.5199999999995,2695.4833333333336,38
84,sunny,summer,night,manhattan,312.11,853.0,68.41,1117.46,571.6666666666667,12
84,sunny,summer,night,not manhattan,416.89,1142.0,71.2,1353.7,674.3666666666667,13
84,sunny,winter,day,manhattan,303.24,993.2,210.89,1415.99,728.6666666666667,11
84,sunny,winter,day,not manhattan,385.2,1081.5,117.72999999999999,1317.78,672.9333333333334,13
84,sunny,winter,night,manhattan,243.49,730.5,72.16,964.01,484.65,9
84,sunny,winter,night,not manhattan,304.62,1015.1,116.48,1250.88,455.18333333333334,9
85,rainy,fall,day,manhattan,520.26,1910.5,317.92,2544.82,2410.05,49
85,rainy,fall,day,not manhattan,1405.45,4393.5,498.7,5146.55,4375.133333333333,103
85,rainy,fall,night,manhattan,621.72,2056.5,216.95,2571.2999999999997,2246.1,65
85,rainy,fall,night,not manhattan,628.12,1859.04,231.69,2199.58,1441.4166666666667,47
85,rainy,spring,day,manhattan,403.14,1456.5,168.28,1883.3799999999999,1783.6,39
85,rainy,spring,day,not manhattan,1294.48,4130.5,364.81,4721.86,4339.3,101
85,rainy,spring,night,manhattan,449.66,1520.0,238.25,1981.9,1678.0,48
85,rainy,spring,night,not manhattan,664.22,1984.0,198.87,2311.97,1594.5333333333333,57
85,rainy,summer,day,manhattan,417.81,1414.0,193.81,1853.51,1705.0333333333333,38
85,rainy,summer,day,not manhattan,1390.14,4522.5,473.27,5234.2699999999995,4657.133333333333,105
85,rainy,summer,night,manhattan,150.95,498.5,71.45,647.65,520.9833333333333,17
85,rainy,summer,night,not manhattan,418.78,1245.0,134.52,1456.87,1029.75,32
85,rainy,winter,day,manhattan,377.24,1447.3,129.26,1812.71,1756.3666666666668,34
85,rainy,winter,day,not manhattan,1220.34,4047.6,461.16,4752.51,3833.75,89
85,rainy,winter,night,manhattan,310.49,1066.6,97.33,1306.03,1105.1,33
85,rainy,winter,night,not manhattan,544.16,1711.1,173.88,1989.78,1363.4666666666667,44
85,sunny,fall,day,manhattan,1967.48,7153.0,989.67,9361.869999999999,8866.933333333334,197
85,sunny,fall,day,not manhattan,6789.24,21927.5,2279.38,25405.829999999998,23458.783333333333,519
85,sunny,fall,night,manhattan,2554.8,8675.5,1205.32,11168.72,9340.233333333334,277
85,sunny,fall,night,not manhattan,3427.35,10334.19,1273.35,12244.74,8280.733333333334,266
85,sunny,spring,day,manhattan,1858.42,6818.0,791.06,8782.86,8401.35,179
85,sunny,spring,day,not manhattan,5960.31,19044.0,1839.81,21894.309999999998,19987.933333333334,447
85,sunny,spring,night,manhattan,2018.3700000000001,6672.0,950.35,8591.949999999999,7055.016666666666,213
85,sunny,spring,night,not manhattan,3548.0,10512.0,1060.21,12238.96,8455.416666666666,273
85,sunny,summer,day,manhattan,2219.37,7791.0,954.16,10023.96,9251.033333333333,212
85,sunny,summer,day,not manhattan,7611.06,24283.5,2321.96,27901.76,24915.0,578
85,sunny,summer,night,manhattan,3182.45,10612.76,1353.23,13513.96,11405.833333333334,335
85,sunny,summer,night,not manhattan,4727.97,14202.0,1493.77,16583.92,11958.75,369
85,sunny,winter,day,manhattan,1437.06,5470.4,695.4300000000001,7018.25,6315.2,138
85,sunny,winter,day,not manhattan,5740.71,19367.9,1888.38,22436.05,18196.45,425
85,sunny,winter,night,manhattan,1933.27,6880.3,929.22,8744.67,6501.35,203
85,sunny,winter,night,not manhattan,3262.29,10238.8,1115.34,12025.19,7543.266666666666,251
86,rainy,fall,day,manhattan,120.38,328.0,0.0,372.7,395.8666666666667,5
86,rainy,fall,day,not manhattan,1411.17,4519.5,304.13,5147.82,4018.516666666667,144
86,rainy,fall,night,manhattan,66.12,189.5,45.46,246.36,218.63333333333333,3
86,rainy,fall,night,not manhattan,805.38,2511.0,226.93,2949.48,1840.5333333333333,86
86,rainy,spring,day,not manhattan,1563.91,4981.5,463.76,5784.51,4380.266666666666,150
86,rainy,spring,night,manhattan,128.7,316.5,10.0,371.7,240.18333333333334,5
86,rainy,spring,night,not manhattan,1027.84,3214.0,327.55,3825.75,2567.016666666667,110
86,rainy,summer,day,manhattan,184.74,539.5,81.22,681.87,602.0333333333333,8
86,rainy,summer,day,not manhattan,1479.23,4769.5,384.08,5494.03,4390.766666666666,149
86,rainy,summer,night,manhattan,21.6,68.5,5.0,83.85,45.516666666666666,1
86,rainy,summer,night,not manhattan,487.02,1503.0,230.48,1861.48,1082.4666666666667,50
86,rainy,winter,day,manhattan,151.82,449.5,34.709999999999994,524.61,414.0,6
86,rainy,winter,day,not manhattan,1168.59,3882.0,371.02,4540.67,3237.116666666667,126
86,rainy,winter,night,manhattan,66.92,224.3,7.0,263.54999999999995,138.0,3
86,rainy,winter,night,not manhattan,654.24,2115.5,218.22,2534.47,1527.7833333333333,73
86,sunny,fall,day,manhattan,547.74,1717.5,148.36,2090.06,1820.6166666666668,27
86,sunny,fall,day,not manhattan,5988.2,19575.0,1672.46,22779.01,17512.583333333332,639
86,sunny,fall,night,manhattan,358.94,1031.0,116.36,1287.31,793.5,18
86,sunny,fall,night,not manhattan,3530.29,11104.0,1049.61,13115.66,8344.0,381
86,sunny,spring,day,manhattan,939.33,2807.0,310.46999999999997,3455.5699999999997,2773.666666666667,38
86,sunny,spring,day,not manhattan,6695.41,21445.5,1822.91,24779.91,19100.966666666667,672
86,sunny,spring,night,manhattan,194.75,572.5,32.25,688.8499999999999,472.45,9
86,sunny,spring,night,not manhattan,4427.02,13616.0,1492.63,16283.029999999999,10370.883333333333,462
86,sunny,summer,day,manhattan,773.99,2231.0,310.65,2854.15,2215.55,32
86,sunny,summer,day,not manhattan,7322.97,23745.5,2053.41,27543.21,21594.733333333334,753
86,sunny,summer,night,manhattan,525.6,1345.0,170.53,1660.33,1018.3166666666667,21
86,sunny,summer,night,not manhattan,5614.27,17343.0,1868.46,20718.56,13255.95,599
86,sunny,winter,day,manhattan,715.68,2284.9,159.54,2707.39,2093.383333333333,30
86,sunny,winter,day,not manhattan,6426.3,21340.5,1811.92,24839.37,17258.86666666667,673
86,sunny,winter,night,manhattan,326.02,1043.6,81.63,1215.53,668.2,13
86,sunny,winter,night,not manhattan,3323.87,10925.6,1004.18,12946.03,7591.733333333334,373
87,rainy,fall,day,manhattan,24459.47,99272.86,18554.44,139743.25,115964.43333333333,6069
87,rainy,fall,day,not manhattan,24659.34,67622.7,12762.13,93401.56999999999,72385.03333333334,1541
87,rainy,fall,night,manhattan,10724.1,41757.77,8176.43,61568.450000000004,44605.48333333333,3057
87,rainy,fall,night,not manhattan,9454.49,25171.93,4583.84,33404.69,18603.383333333335,584
87,rainy,spring,day,manhattan,27562.52,110177.86,20876.63,156157.29,125849.58333333333,6963
87,rainy,spring,day,not manhattan,20148.45,54825.6,10308.44,76082.01,56976.683333333334,1285
87,rainy,spring,night,manhattan,13071.52,50557.2,10476.44,75763.39,53953.13333333333,3878
87,rainy,spring,night,not manhattan,7263.0,19471.5,3402.09,25742.45,14772.633333333333,466
87,rainy,summer,day,manhattan,21811.89,87711.0,16004.71,123867.76,99680.91666666667,5501
87,rainy,summer,day,not manhattan,15499.44,42650.5,7641.43,58819.979999999996,44536.65,1001
