DOLocationID,weather,season,time,pickup_area,trip_distance,fare_amount,tip_amount,total_amount,duration,number_of_trips
101,sunny,winter,night,manhattan,325.53,951.2,130.95,1229.35,590.6,18
101,sunny,winter,night,not manhattan,1512.98,4570.0,512.2,5439.849999999999,2519.483333333333,127
102,rainy,fall,day,manhattan,389.46999999999997,1343.0,224.73,1871.3799999999999,1494.55,38
102,rainy,fall,day,not manhattan,957.35,3023.5,272.32,3529.5699999999997,3045.9666666666667,105
102,rainy,fall,night,manhattan,254.96,858.0,172.66,1232.81,931.1666666666666,31
102,rainy,fall,night,not manhattan,589.88,1742.5,192.07999999999998,2086.73,1381.45,63
102,rainy,spring,day,manhattan,325.71999999999997,1176.5,202.93,1616.23,1449.4,36
102,rainy,spring,day,not manhattan,822.25,2654.0,280.75,3134.65,2646.0,93
102,rainy,spring,night,manhattan,395.01,1314.0,217.9,1791.85,1401.5666666666666,46
102,rainy,spring,night,not manhattan,650.6899999999999,1946.0,189.22,2303.72,1646.3,70
102,rainy,summer,day,manhattan,274.26,1022.5,148.2,1392.55,1231.1666666666667,30
102,rainy,summer,day,not manhattan,966.26,3043.0,285.33,3575.48,3091.3,108
102,rainy,summer,night,manhattan,136.74,454.0,96.24,643.79,476.4166666666667,16
102,rainy,summer,night,not manhattan,341.4,998.5,88.11,1174.6599999999999,790.2333333333333,36
102,rainy,winter,day,manhattan,256.85,1001.4,87.99,1255.69,1148.3333333333333,27
102,rainy,winter,day,not manhattan,949.41,3115.6,287.81,3661.61,2846.7,105
102,rainy,winter,night,manhattan,333.29,1133.9,156.48,1518.18,1184.4333333333334,38
102,rainy,winter,night,not manhattan,299.55,987.0,116.78,1212.08,783.5333333333333,36
102,sunny,fall,day,manhattan,1640.31,5808.85,1038.14,8033.08,6807.716666666667,167
102,sunny,fall,day,not manhattan,5290.63,16871.5,1697.33,19905.23,16733.416666666668,582
102,sunny,fall,night,manhattan,1958.71,6494.5,1120.87,8935.07,6623.283333333334,220
102,sunny,fall,night,not manhattan,2540.62,7657.5,805.12,9185.47,6274.916666666667,279
102,sunny,spring,day,manhattan,1489.61,5400.0,681.8,7169.099999999999,6289.416666666667,151
102,sunny,spring,day,not manhattan,4827.21,15324.79,1595.28,18102.92,14929.1,530
102,sunny,spring,night,manhattan,2198.99,7209.5,1115.05,9701.85,7439.533333333334,250
102,sunny,spring,night,not manhattan,2637.19,7979.0,920.18,9622.83,6271.733333333334,285
102,sunny,summer,day,manhattan,1480.36,5016.0,744.7,6708.05,5728.933333333333,148
102,sunny,summer,day,not manhattan,5380.52,16909.5,1513.74,19799.29,16644.35,584
102,sunny,summer,night,manhattan,2268.65,7486.5,1123.01,10078.61,7763.883333333333,254
102,sunny,summer,night,not manhattan,3458.56,10551.49,1242.5,12741.84,8728.716666666667,386
102,sunny,winter,day,manhattan,1456.64,5308.4,750.95,7078.9,5864.116666666667,151
102,sunny,winter,day,not manhattan,4420.69,14704.35,1587.93,17581.329999999998,12953.85,483
102,sunny,winter,night,manhattan,1914.35,6517.1,950.54,8770.09,6292.933333333333,219
102,sunny,winter,night,not manhattan,2317.08,7410.6,775.08,8935.88,5408.083333333333,259
105,rainy,fall,day,not manhattan,1.54,6.5,2.0,12.8,5.5,1
105,rainy,spring,day,manhattan,0.53,4.5,0.0,9.75,3.2333333333333334,1
105,rainy,summer,day,manhattan,2.79,12.5,0.0,15.8,118.35,1
105,rainy,summer,day,not manhattan,4.84,15.5,0.0,18.8,11.55,1
105,rainy,summer,night,manhattan,2.74,10.5,0.0,14.3,12.2,1
105,sunny,fall,day,manhattan,9.11,34.0,6.06,46.66,34.66666666666667,2
105,sunny,spring,day,manhattan,22.9,64.5,14.870000000000001,89.27,56.1,3
105,sunny,spring,day,not manhattan,3.36,12.5,3.95,19.75,12.366666666666667,1
105,sunny,spring,night,manhattan,4.89,17.5,3.0,24.3,16.133333333333333,1
105,sunny,winter,day,manhattan,3.53,15.0,7.08,28.68,13.533333333333335,2
105,sunny,winter,day,not manhattan,21.88,66.0,0.0,68.05,72.1,1
106,rainy,fall,day,manhattan,1274.43,4606.0,960.39,6703.44,5549.383333333333,178
106,rainy,fall,day,not manhattan,3105.87,9638.5,1497.57,11637.619999999999,9744.616666666667,227
106,rainy,fall,night,manhattan,810.31,2851.0,545.69,3979.71,3048.75,118
106,rainy,fall,night,not manhattan,1327.31,3710.5,598.11,4492.1,2486.6833333333334,74
106,rainy,spring,day,manhattan,1451.82,5263.5,1075.78,7432.43,6226.916666666667,203
106,rainy,spring,day,not manhattan,2585.7,8133.5,1374.8,9924.8,8444.483333333334,191
106,rainy,spring,night,manhattan,1104.16,3893.0,832.25,5533.3,4219.55,173
106,rainy,spring,night,not manhattan,1435.44,4138.0,646.82,5022.12,2895.3,99
106,rainy,summer,day,manhattan,1036.33,3725.5,729.12,5399.0199999999995,4364.016666666666,148
106,rainy,summer,day,not manhattan,1962.05,6271.0,988.87,7634.42,6786.683333333333,163
106,rainy,summer,night,manhattan,340.33,1186.0,256.32,1689.32,1212.2333333333333,52
106,rainy,summer,night,not manhattan,616.37,1728.0,256.07,2072.17,1183.0333333333333,37
106,rainy,winter,day,manhattan,1207.0,4390.9,914.57,6331.0199999999995,5008.566666666667,160
106,rainy,winter,day,not manhattan,2142.09,6960.2,1079.41,8398.71,6240.283333333334,152
106,rainy,winter,night,manhattan,732.33,2658.9,528.33,3752.98,2661.35,104
106,rainy,winter,night,not manhattan,1144.49,3366.2,574.53,4114.98,2268.95,67
106,sunny,fall,day,manhattan,6461.54,23625.5,4632.38,33541.95,28507.033333333333,876
106,sunny,fall,day,not manhattan,15459.43,48637.0,7521.42,58676.77,49957.816666666666,1063
106,sunny,fall,night,manhattan,5959.88,21168.5,4475.87,29985.57,23390.866666666665,897
106,sunny,fall,night,not manhattan,6635.27,18986.0,3115.92,23168.12,13426.55,429
106,sunny,spring,day,manhattan,6368.29,23320.0,4730.67,33208.28,28001.11666666667,890
106,sunny,spring,day,not manhattan,12406.82,38530.5,6169.48,46684.33,39263.48333333334,910
106,sunny,spring,night,manhattan,5391.53,18684.0,3944.11,26552.11,19863.25,798
106,sunny,spring,night,not manhattan,5098.45,14548.0,2624.01,17942.56,10076.666666666666,342
106,sunny,summer,day,manhattan,6910.29,24663.5,4811.66,35097.96,29072.533333333333,957
106,sunny,summer,day,not manhattan,12781.61,39352.5,6460.0,47868.4,39053.183333333334,930
106,sunny,summer,night,manhattan,5649.07,20028.0,4163.1,28398.57,21875.583333333332,864
106,sunny,summer,night,not manhattan,6714.95,19253.0,3071.19,23380.59,14276.333333333334,438
106,sunny,winter,day,manhattan,5270.49,19693.7,3897.38,27692.63,21976.6,714
106,sunny,winter,day,not manhattan,9435.24,31036.9,5008.49,37918.44,27902.033333333333,674
106,sunny,winter,night,manhattan,4027.07,14779.1,3166.64,20969.04,15182.016666666666,623
106,sunny,winter,night,not manhattan,3839.86,11713.3,2031.75,14460.0,7476.516666666666,257
107,rainy,fall,day,manhattan,37195.53,206106.07,43916.1,326088.87,261866.06666666668,21074
107,rainy,fall,day,not manhattan,19718.12,63552.7,13064.34,93694.25,62680.083333333336,1932
107,rainy,fall,night,manhattan,11036.64,54162.32,12736.56,91291.12,60081.183333333334,6419
107,rainy,fall,night,not manhattan,8146.36,24414.62,4891.21,35653.659999999996,15971.983333333334,695
107,rainy,spring,day,manhattan,44577.55,237176.43,50955.52,378378.96,289652.15,25136
107,rainy,spring,day,not manhattan,19376.52,61783.37,12756.05,91438.56999999999,60312.46666666667,1952
107,rainy,spring,night,manhattan,15105.45,73882.13,17719.55,126024.03,80344.25,9059
107,rainy,spring,night,not manhattan,7970.91,24417.86,5165.57,35941.79,16467.066666666666,749
107,rainy,summer,day,manhattan,31542.92,164413.87,34704.23,262884.05,199261.81666666668,17402
107,rainy,summer,day,not manhattan,16911.38,53854.1,10966.46,79783.48,51511.46666666667,1651
107,rainy,summer,night,manhattan,4691.79,22299.5,5362.64,38131.54,23097.433333333334,2760
107,rainy,summer,night,not manhattan,3311.68,10196.0,1935.6799999999998,14756.69,6695.85,308
107,rainy,winter,day,manhattan,38151.83,210910.68,45838.58,338539.02,251246.75,22043
107,rainy,winter,day,not manhattan,16668.12,54469.8,11272.33,80418.45,48587.166666666664,1620
107,rainy,winter,night,manhattan,9518.61,48208.79,11748.16,82369.3,50319.6,5690
107,rainy,winter,night,not manhattan,5091.0,16153.2,3233.99,23501.32,10602.7,472
107,sunny,fall,day,manhattan,180546.52,979907.62,207370.68,1547787.35,1232778.4166666667,99537
107,sunny,fall,day,not manhattan,90624.03,293475.35,60785.35,434934.66,293019.01666666666,9142
107,sunny,fall,night,manhattan,68475.84,338630.23,80316.34,567970.16,379522.81666666665,39210
107,sunny,fall,night,not manhattan,32669.82,101084.72,21283.95,149449.52,70064.2,3287
107,sunny,spring,day,manhattan,204512.67,1075764.05,229347.47,1714284.76,1307042.3833333333,112492
107,sunny,spring,day,not manhattan,97383.82,312475.93,64404.32,463358.42,305740.2,9848
107,sunny,spring,night,manhattan,66563.51,319949.59,76118.32,542682.01,340195.3333333333,38603
107,sunny,spring,night,not manhattan,35701.02,108954.73,22420.04,159723.11,72925.03333333334,3348
107,sunny,summer,day,manhattan,191889.92,992982.5,210181.88,1588311.06,1187374.3,106046
107,sunny,summer,day,not manhattan,92744.39,294345.32,60241.86,435500.17,277734.6666666667,9233
107,sunny,summer,night,manhattan,73840.07,355561.96,82933.61,599921.75,381912.95,42480
107,sunny,summer,night,not manhattan,35408.89,108402.7,21955.05,158264.63,76577.95,3297
107,sunny,winter,day,manhattan,172716.49,944207.0,202639.62,1514205.74,1101497.2166666668,97583
107,sunny,winter,day,not manhattan,71654.6,240777.18,48334.71,355409.3,206610.93333333335,7411
107,sunny,winter,night,manhattan,59691.03,302239.74,73177.03,516164.38,313572.55,35923
107,sunny,winter,night,not manhattan,24643.67,79988.09,16129.53,117003.05,49038.46666666667,2434
108,rainy,fall,day,manhattan,252.08,770.0,44.34,925.29,723.2166666666667,15
108,rainy,fall,day,not manhattan,708.12,2016.0,168.78,2294.23,1514.2,43
108,rainy,fall,night,manhattan,181.75,520.0,20.009999999999998,584.56,412.4166666666667,10
108,rainy,fall,night,not manhattan,366.96999999999997,989.0,85.61,1129.46,533.7833333333333,22
108,rainy,spring,day,manhattan,361.24,1102.5,111.87,1386.62,1024.3833333333334,23
108,rainy,spring,day,not manhattan,655.23,1848.5,203.49,2146.04,1554.5666666666666,40
108,rainy,spring,night,manhattan,163.21,468.5,53.47,592.72,369.1166666666667,10
108,rainy,spring,night,not manhattan,306.51,822.5,121.15,988.3,433.6,18
108,rainy,summer,day,manhattan,111.84,340.0,33.82,436.87,327.5,7
108,rainy,summer,day,not manhattan,532.04,1484.0,115.69,1676.29,1208.7166666666667,32
108,rainy,summer,night,manhattan,30.82,85.5,18.71,118.36,56.766666666666666,2
108,rainy,summer,night,not manhattan,113.83,310.0,34.88,361.53,161.41666666666666,8
108,rainy,winter,day,manhattan,253.53,725.5,23.71,853.36,694.3166666666667,16
108,rainy,winter,day,not manhattan,628.3,1763.4,101.87,1960.87,1148.6666666666667,37
108,rainy,winter,night,manhattan,173.67,544.0,36.15,630.9,438.81666666666666,11
108,rainy,winter,night,not manhattan,182.43,534.2,17.57,584.72,280.1,11
108,sunny,fall,day,manhattan,1263.3899999999999,3724.0,310.96,4624.91,3435.5666666666666,75
108,sunny,fall,day,not manhattan,3918.35,10727.0,995.07,12286.72,8069.333333333333,234
108,sunny,fall,night,manhattan,781.7,2309.5,306.41,2898.81,1955.9666666666667,47
108,sunny,fall,night,not manhattan,1543.06,4282.7,301.67,4830.2699999999995,2360.4,97
108,sunny,spring,day,manhattan,1155.87,3468.0,254.12,4216.47,3203.4666666666667,70
108,sunny,spring,day,not manhattan,3623.55,10159.5,766.15,11450.199999999999,7928.483333333334,215
108,sunny,spring,night,manhattan,610.15,1785.0,174.1,2185.4,1449.8833333333334,39
108,sunny,spring,night,not manhattan,1355.3,3657.0,318.22,4182.17,2116.516666666667,83
108,sunny,summer,day,manhattan,1205.93,3682.5,312.26,4581.61,3488.9166666666665,73
108,sunny,summer,day,not manhattan,3684.62,10221.5,961.03,11697.48,7759.833333333333,217
108,sunny,summer,night,manhattan,839.84,2420.5,284.58,3038.38,1969.45,51
108,sunny,summer,night,not manhattan,1531.0,4183.5,412.28000000000003,4837.08,2392.133333333333,95
108,sunny,winter,day,manhattan,837.49,2732.8,152.02,3269.07,2439.883333333333,53
108,sunny,winter,day,not manhattan,3338.38,9598.6,827.8100000000001,10954.46,6653.083333333333,192
108,sunny,winter,night,manhattan,597.88,1910.0,168.08,2279.23,1324.9666666666667,36
108,sunny,winter,night,not manhattan,1242.11,3596.0,309.57,4116.12,1787.3333333333333,78
109,rainy,fall,day,manhattan,66.78,204.5,10.0,265.7,218.0,3
109,rainy,fall,day,not manhattan,215.66000000000003,591.5,93.87,754.12,443.45,7
109,rainy,fall,night,manhattan,40.62,116.0,29.55,166.25,102.68333333333334,2
109,rainy,fall,night,not manhattan,29.1,79.0,0.0,88.1,50.483333333333334,1
109,rainy,spring,day,manhattan,126.74000000000001,366.5,42.83,523.33,326.5166666666667,6
109,rainy,spring,day,not manhattan,160.01,402.0,44.44,500.34000000000003,321.6,6
109,rainy,spring,night,manhattan,62.45,178.0,44.03,266.18,148.0,3
109,rainy,spring,night,not manhattan,29.06,76.5,17.12,102.72,47.9,1
109,rainy,summer,day,manhattan,117.4,347.0,20.0,456.2,324.48333333333335,5
109,rainy,summer,day,not manhattan,126.39,351.5,21.0,408.7,284.0166666666667,5
109,rainy,summer,night,manhattan,22.47,62.0,15.78,94.68,44.03333333333333,1
109,rainy,summer,night,not manhattan,60.239999999999995,157.0,20.96,196.16,102.63333333333333,2
109,rainy,winter,day,manhattan,149.63,437.0,45.11,604.96,397.40000000000003,7
109,rainy,winter,day,not manhattan,120.78,458.2,28.51,531.01,311.1,5
109,rainy,winter,night,manhattan,85.34,272.0,24.48,357.03,218.66666666666666,4
109,sunny,fall,day,manhattan,354.24,1058.5,140.05,1469.65,872.8666666666667,15
109,sunny,fall,day,not manhattan,615.98,1760.5,210.47,2221.62,1336.4666666666667,21
109,sunny,fall,night,manhattan,122.86,355.0,37.85,477.35,319.81666666666666,5
109,sunny,fall,night,not manhattan,196.29,524.5,66.61,657.86,332.0,7
109,sunny,spring,day,manhattan,669.54,2018.0,203.15,2710.2,1932.5833333333335,31
109,sunny,spring,day,not manhattan,793.94,2173.0,195.21,2643.31,1922.1666666666667,26
109,sunny,spring,night,manhattan,343.43,978.5,209.51,1419.56,771.6666666666667,16
109,sunny,spring,night,not manhattan,240.61,660.5,40.65,808.0,450.40000000000003,9
109,sunny,summer,day,manhattan,356.11,980.0,148.86,1401.81,897.9166666666667,15
109,sunny,summer,day,not manhattan,1412.53,3792.0,427.03999999999996,4782.59,3004.2833333333333,48
109,sunny,summer,night,manhattan,424.98,1263.5,189.5,1736.55,1044.3333333333335,18
109,sunny,summer,night,not manhattan,371.44,1025.5,113.9,1324.75,722.0333333333333,14
109,sunny,winter,day,manhattan,217.58,701.0,103.93,955.77,609.5333333333333,9
109,sunny,winter,day,not manhattan,461.82,1351.6,155.73,1706.08,1052.8,18
109,sunny,winter,night,manhattan,355.14,1022.0,191.27,1425.92,812.3333333333334,15
109,sunny,winter,night,not manhattan,177.97,495.5,79.66,636.36,343.90000000000003,7
110,sunny,fall,day,not manhattan,28.62,79.0,0.0,94.15,67.51666666666668,1
110,sunny,summer,day,not manhattan,46.42,87.0,0.0,95.6,92.8,1
110,sunny,summer,night,not manhattan,27.66,75.0,0.0,84.1,51.45,1
111,rainy,fall,day,manhattan,31.759999999999998,98.0,20.09,148.64,95.98333333333333,3
111,rainy,fall,day,not manhattan,15.979999999999999,54.5,12.11,70.46000000000001,71.6,2
111,rainy,fall,night,manhattan,32.78,103.5,22.880000000000003,152.18,95.16666666666666,4
111,rainy,spring,day,manhattan,22.03,85.5,3.0,119.05000000000001,102.28333333333333,3
111,rainy,spring,day,not manhattan,33.07,106.0,24.77,135.87,124.98333333333332,2
111,rainy,spring,night,manhattan,23.200000000000003,71.0,15.950000000000001,104.9,58.516666666666666,3
111,rainy,spring,night,not manhattan,30.53,101.0,12.76,117.11,53.53333333333333,2
111,rainy,summer,day,manhattan,55.849999999999994,191.5,51.06,294.36,204.66666666666666,7
111,rainy,summer,day,not manhattan,55.42,158.0,33.21,199.36,130.61666666666667,3
111,rainy,summer,night,manhattan,9.3,29.5,9.95,49.8,30.783333333333335,1
111,rainy,winter,day,manhattan,27.619999999999997,91.0,20.15,122.05,94.9,3
111,rainy,winter,day,not manhattan,16.54,49.0,0.0,51.05,49.55,1
111,rainy,winter,night,manhattan,20.18,60.0,20.18,100.88,46.25,2
111,rainy,winter,night,not manhattan,25.24,92.6,0.0,96.35,37.46666666666667,1
111,sunny,fall,day,manhattan,259.2,818.0,156.32,1233.23,826.8666666666667,30
111,sunny,fall,day,not manhattan,355.83,1059.0,186.67,1296.82,977.0333333333333,22
111,sunny,fall,night,manhattan,225.27,708.5,142.17000000000002,1012.22,660.1666666666666,27
111,sunny,fall,night,not manhattan,163.19,469.0,71.87,562.6700000000001,342.6166666666667,11
111,sunny,spring,day,manhattan,294.25,979.0,192.03,1402.28,1068.4333333333334,33
111,sunny,spring,day,not manhattan,333.19,1007.0,164.72,1213.22,969.35,20
111,sunny,spring,night,manhattan,252.43,812.5,188.6,1183.35,776.8166666666667,29
111,sunny,spring,night,not manhattan,146.55,405.5,81.77,514.27,259.7833333333333,9
111,sunny,summer,day,manhattan,271.92,908.5,156.24,1304.74,967.2333333333333,30
111,sunny,summer,day,not manhattan,500.77,1413.0,206.61,1681.21,1221.6833333333334,26
111,sunny,summer,night,manhattan,164.98,565.0,95.03,768.28,508.81666666666666,20
111,sunny,summer,night,not manhattan,214.25,582.0,107.2,717.3,366.08333333333337,12
111,sunny,winter,day,manhattan,123.0,408.3,28.1,527.85,395.45,13
111,sunny,winter,day,not manhattan,84.73,261.1,55.85,336.8,240.68333333333334,7
111,sunny,winter,night,manhattan,123.5,419.8,52.230000000000004,548.33,386.5,16
111,sunny,winter,night,not manhattan,93.38,284.1,62.43,366.78,162.21666666666667,7
112,rainy,fall,day,manhattan,5395.71,21958.0,4566.57,33650.79,27483.9,1117
112,rainy,fall,day,not manhattan,9464.36,28820.88,4959.89,35777.07,27146.8,872
112,rainy,fall,night,manhattan,4672.75,17357.5,3764.21,26444.61,19320.416666666668,942
112,rainy,fall,night,not manhattan,5786.22,16753.5,2906.59,21003.45,11840.966666666667,548
112,rainy,spring,day,manhattan,6792.07,26905.5,5587.78,40579.2,32907.8,1373
112,rainy,spring,day,not manhattan,9390.93,28530.29,5227.51,35857.09,25899.5,925
112,rainy,spring,night,manhattan,6088.8,22389.0,4913.07,33976.38,24658.683333333334,1239
112,rainy,spring,night,not manhattan,4950.23,14560.2,2782.75,18488.2,10276.166666666666,496
112,rainy,summer,day,manhattan,4637.41,18382.58,3873.3,28048.09,22485.466666666667,952
112,rainy,summer,day,not manhattan,7525.49,22601.5,3894.47,28082.67,21329.1,693
112,rainy,summer,night,manhattan,2008.31,7297.0,1604.79,11088.54,7655.133333333333,412
112,rainy,summer,night,not manhattan,2377.56,6836.5,1187.26,8540.46,4760.366666666667,213
112,rainy,winter,day,manhattan,4990.73,20496.0,4286.36,30871.54,24130.683333333334,1019
112,rainy,winter,day,not manhattan,8582.84,26648.3,4878.42,33527.07,22608.8,780
112,rainy,winter,night,manhattan,3483.64,13283.3,3021.33,20467.4,14128.85,721
112,rainy,winter,night,not manhattan,3452.68,10583.4,1944.26,13409.06,7051.133333333333,330
112,sunny,fall,day,manhattan,26238.95,107376.27,22651.95,163148.44,134730.88333333333,5429
112,sunny,fall,day,not manhattan,44571.63,134967.19,23568.88,168069.57,125185.55,4059
112,sunny,fall,night,manhattan,27150.45,101878.24,22138.17,154303.79,114074.58333333333,5543
112,sunny,fall,night,not manhattan,21675.2,63678.0,11520.710000000001,80433.20999999999,45947.8,2131
112,sunny,spring,day,manhattan,30681.56,122789.7,25070.829999999998,184925.51,150131.25,6279
112,sunny,spring,day,not manhattan,43478.33,131880.0,23710.27,165075.72,122474.11666666667,4109
112,sunny,spring,night,manhattan,27489.91,101353.7,22226.84,152974.3,109450.71666666666,5575
112,sunny,spring,night,not manhattan,22241.53,65150.06,12071.84,82490.55,45645.61666666667,2239
112,sunny,summer,day,manhattan,28872.82,114443.23,23210.47,172713.25,138798.81666666668,5932
112,sunny,summer,day,not manhattan,44231.72,133215.99,22790.31,165313.75,121830.73333333334,4013
112,sunny,summer,night,manhattan,27257.92,101416.5,21894.62,152843.02,111895.63333333333,5562
112,sunny,summer,night,not manhattan,23572.61,69369.0,12201.23,86902.93,52038.95,2292
112,sunny,winter,day,manhattan,23298.13,96419.3,19659.93,144896.27,112917.66666666667,4826
112,sunny,winter,day,not manhattan,34549.5,110948.5,19780.61,140398.74,88800.5,3245
112,sunny,winter,night,manhattan,21151.6,80928.55,17292.45,121644.03,83578.8,4313
112,sunny,winter,night,not manhattan,19197.35,59804.9,10707.57,75789.19,37707.566666666666,1830
113,rainy,fall,day,manhattan,27198.77,149105.74,31843.29,232668.24,194797.58333333334,14312
113,rainy,fall,day,not manhattan,14282.35,45345.0,9485.47,65904.52,49643.683333333334,1359
113,rainy,fall,night,manhattan,5918.14,28519.0,6556.8,47025.450000000004,32520.633333333335,3139
113,rainy,fall,night,not manhattan,5212.99,15270.0,3251.5299999999997,21856.43,11391.033333333333,418
113,rainy,spring,day,manhattan,32187.26,170360.8,36023.62,266177.73,217447.08333333334,16646
113,rainy,spring,day,not manhattan,14474.12,45876.61,9509.15,66769.84,49397.55,1464
113,rainy,spring,night,manhattan,7533.18,36108.99,8456.23,60133.67,40526.25,4100
113,rainy,spring,night,not manhattan,5169.96,15291.0,3246.12,21854.57,11897.266666666666,446
113,rainy,summer,day,manhattan,23440.26,121212.5,25414.79,190590.44,151892.78333333333,12026
113,rainy,summer,day,not manhattan,11340.27,35931.5,7359.79,52476.14,38027.28333333333,1125
113,rainy,summer,night,manhattan,2334.73,10937.2,2597.3,18262.05,11710.133333333333,1246
113,rainy,summer,night,not manhattan,2089.03,6133.0,1376.55,8896.8,4640.133333333333,176
113,rainy,winter,day,manhattan,25451.29,138196.7,30198.48,218958.03,168707.0,13640
113,rainy,winter,day,not manhattan,11244.41,36194.1,7753.29,52857.5,36150.63333333333,1057
113,rainy,winter,night,manhattan,4677.08,23361.2,5606.68,39021.68,25511.566666666666,2554
113,rainy,winter,night,not manhattan,3305.56,10110.2,2217.09,14477.42,7425.033333333334,268
113,sunny,fall,day,manhattan,135943.87,735706.42,155976.14,1145895.31,958490.35,70091
113,sunny,fall,day,not manhattan,66054.88,213810.19,44436.9,311614.1,237152.25,6561
113,sunny,fall,night,manhattan,35667.11,173380.87,40112.24,283965.42,201699.31666666668,18537
113,sunny,fall,night,not manhattan,20498.98,61709.2,12698.05,88488.17,48515.13333333333,1896
113,sunny,spring,day,manhattan,153716.92,804269.71,170409.76,1256574.99,1023798.35,77451
113,sunny,spring,day,not manhattan,69240.46,222416.5,46508.84,325477.42,242178.15,7150
113,sunny,spring,night,manhattan,33577.44,158697.47,37315.64,262923.01,176726.73333333334,17614
113,sunny,spring,night,not manhattan,22786.94,67758.64,13927.65,96718.87,50864.5,1997
113,sunny,summer,day,manhattan,134554.68,693000.74,145016.08,1088302.67,866389.75,68710
113,sunny,summer,day,not manhattan,64717.13,204741.6,41754.05,297574.12,216587.4,6359
113,sunny,summer,night,manhattan,34379.85,164571.4,37978.1,271905.05,185167.73333333334,18243
113,sunny,summer,night,not manhattan,22679.42,67237.5,13654.67,95861.94,52712.416666666664,1885
113,sunny,winter,day,manhattan,119424.86,644028.35,138309.93,1017417.08,776033.5166666667,62473
113,sunny,winter,day,not manhattan,50849.76,169747.8,34929.69,247189.63999999998,162995.35,5163
113,sunny,winter,night,manhattan,28032.67,140672.18,33351.11,234884.49,151322.35,15498
113,sunny,winter,night,not manhattan,17480.48,54559.3,11208.9,77645.92,37728.583333333336,1522
114,rainy,fall,day,manhattan,21681.25,112754.28,23317.68,173061.71,146813.61666666667,10199
114,rainy,fall,day,not manhattan,7915.44,25586.5,5002.76,36000.88,28240.966666666667,806
114,rainy,fall,night,manhattan,5687.0,27579.0,5991.95,44703.1,32423.2,2923
114,rainy,fall,night,not manhattan,2981.15,8855.5,1640.03,11979.869999999999,6896.716666666666,263
114,rainy,spring,day,manhattan,29384.98,150639.28,31594.91,232087.74,193056.95,13832
114,rainy,spring,day,not manhattan,7252.16,23828.0,4724.58,33606.44,27501.383333333335,790
114,rainy,spring,night,manhattan,7400.6,36884.5,8355.45,60660.9,43006.75,4059
114,rainy,spring,night,not manhattan,2882.61,8678.0,1673.08,11865.88,6967.183333333333,272
114,rainy,summer,day,manhattan,19848.78,98192.5,20147.93,151434.93,123707.01666666666,8972
114,rainy,summer,day,not manhattan,7100.33,22640.0,4163.89,31633.54,25177.716666666667,717
114,rainy,summer,night,manhattan,2215.59,10402.0,2436.27,17192.420000000002,11723.166666666666,1145
114,rainy,summer,night,not manhattan,1206.69,3513.0,613.12,4740.0199999999995,2674.4,102
114,rainy,winter,day,manhattan,20372.63,107606.91,22983.65,167629.16,131697.81666666668,9861
114,rainy,winter,day,not manhattan,5986.05,19597.7,3527.38,27046.78,19923.850000000002,598
114,rainy,winter,night,manhattan,4465.67,23298.1,5350.34,38498.49,25521.683333333334,2479
114,rainy,winter,night,not manhattan,1931.71,5951.4,1210.3700000000001,8099.5199999999995,4252.466666666666,166
114,sunny,fall,day,manhattan,117704.09,612080.85,124996.72,935124.79,801092.7,54179
114,sunny,fall,day,not manhattan,37681.35,123578.73,24634.09,174536.63999999998,142211.98333333334,3958
114,sunny,fall,night,manhattan,34010.49,172303.52,37841.27,279422.95,206536.68333333335,18220
114,sunny,fall,night,not manhattan,13270.35,40562.7,7731.86,55484.409999999996,33086.78333333333,1275
114,sunny,spring,day,manhattan,128470.8,648744.99,133152.51,995544.2000000001,829083.9666666667,58239
114,sunny,spring,day,not manhattan,38904.15,125364.7,24054.71,176033.58,141857.66666666666,4077
114,sunny,spring,night,manhattan,33647.69,165282.95,36580.24,269593.94,190877.93333333335,17817
114,sunny,spring,night,not manhattan,13652.21,41081.5,8050.24,56551.0,33186.6,1319
114,sunny,summer,day,manhattan,120683.24,596671.7,120757.78,918106.58,748365.3166666667,54618
114,sunny,summer,day,not manhattan,38862.82,124350.39,23553.89,174522.02,137008.93333333335,4052
114,sunny,summer,night,manhattan,36718.1,181015.37,39564.25,294996.17,210167.91666666666,19567
114,sunny,summer,night,not manhattan,14533.74,43984.0,8240.58,60081.88,36894.7,1366
114,sunny,winter,day,manhattan,99958.48,522441.98,109365.82,810215.6900000001,629972.2833333333,47169
114,sunny,winter,day,not manhattan,29635.65,99521.4,19191.11,139453.36,98001.13333333333,3039
114,sunny,winter,night,manhattan,27692.13,145181.22,33116.3,240682.12,161390.5,15941
114,sunny,winter,night,not manhattan,9948.63,31469.7,5782.63,42555.43,22637.1,919
115,rainy,fall,day,manhattan,36.9,108.5,0.0,134.75,91.13333333333333,2
115,rainy,fall,day,not manhattan,271.95,754.5,88.23,946.78,658.1,11
115,rainy,fall,night,manhattan,38.5,105.5,16.73,149.48,79.01666666666667,2
115,rainy,fall,night,not manhattan,48.67,128.5,0.0,146.7,69.55,2
115,rainy,spring,day,manhattan,70.22,198.5,35.46,313.66,156.85,4
115,rainy,spring,day,not manhattan,158.95999999999998,420.0,39.07,516.47,367.2833333333333,6
115,rainy,spring,night,manhattan,63.28,179.5,29.669999999999998,270.22,136.03333333333333,4
