PULocationID,weather,season,time,pickup_area,trip_distance,fare_amount,tip_amount,total_amount,duration,duration_per_distance,tip_percentage,number_of_trips
65,sunny,fall,day,not manhattan,23306.03,90084.99,14559.08,117113.37,96467.09999999999,23815.338923473482,51426.15134718054,4583
65,sunny,fall,night,not manhattan,4143.47,15565.86,2440.76,20445.31,14494.216666666667,4157.25656937284,10836.239027170494,938
65,sunny,spring,day,not manhattan,25090.65,94937.13,15324.4,124111.93000000001,99894.95,25169.381414534237,56609.00442663838,5074
65,sunny,spring,night,not manhattan,4918.26,18797.8,2877.36,24514.36,17168.116666666665,4819.649994529828,12185.55693290828,1098
65,sunny,summer,day,not manhattan,22223.26,83479.75,12207.05,107907.2,87731.3,22210.02965139707,46288.381724560844,4511
65,sunny,summer,night,not manhattan,5826.41,21944.21,3406.66,28765.85,20329.666666666668,5632.582228016491,14293.787643291198,1281
65,sunny,winter,day,not manhattan,13868.75,55442.0,8141.67,71896.87,54957.71666666667,14378.21308403882,30551.9700258501,2922
65,sunny,winter,night,not manhattan,2722.47,10610.8,1621.3,13851.1,9437.4,2608.234349145429,7007.9301886725025,616
66,rainy,fall,day,not manhattan,1107.15,4391.0,666.62,5719.77,5065.116666666667,1288.3823427936998,2870.660236902952,247
66,rainy,fall,night,not manhattan,376.67,1420.0,213.81,1801.41,1294.3166666666666,247.3735652034025,733.4819147007543,62
66,rainy,spring,day,not manhattan,1813.78,7004.0,1118.83,9079.63,7747.883333333333,1904.2826526496347,4004.8641087753613,354
66,rainy,spring,night,not manhattan,361.63,1299.5,209.48,1692.03,1235.9666666666667,308.38571580396416,898.9756201965733,70
66,rainy,summer,day,not manhattan,1410.02,5272.17,782.66,6732.13,5922.25,1330.818294549183,2590.0299387618697,255
66,rainy,summer,night,not manhattan,166.04,665.5,114.17999999999999,854.08,522.1833333333333,113.33044531762276,419.7361390762525,29
66,rainy,winter,day,not manhattan,847.05,3640.6,637.05,4804.6,3890.7166666666667,1052.962471815488,2309.103421234767,190
66,rainy,winter,night,not manhattan,157.12,600.7,112.94,798.19,531.6333333333333,108.68174527532196,425.0833383373463,30
66,sunny,fall,day,not manhattan,8339.35,33195.75,5050.74,42786.81,37592.73333333333,9213.128697378874,19186.46862959596,1717
66,sunny,fall,night,not manhattan,2161.08,8383.88,1332.93,10981.460000000001,8077.416666666667,2037.6738413126254,5541.755254289405,460
66,sunny,spring,day,not manhattan,9147.67,36090.54,5587.23,46911.12,40094.71666666667,10159.865434335914,21643.13132657301,1945
66,sunny,spring,night,not manhattan,1995.31,7612.0,1254.72,9958.47,7299.3,1837.2782221209334,5163.31926873666,419
66,sunny,summer,day,not manhattan,8667.08,34232.7,5011.63,44243.33,37249.21666666667,9494.376332627833,19478.718813397416,1812
66,sunny,summer,night,not manhattan,3359.58,12680.5,2029.62,16645.97,12934.916666666666,3075.9072450990075,8141.994898345381,686
66,sunny,winter,day,not manhattan,4656.81,19353.9,3011.66,25281.16,19742.966666666667,4989.145986380023,10867.656676800549,984
66,sunny,winter,night,not manhattan,990.67,3765.6,728.07,5012.22,3346.2833333333333,784.6558753879857,2453.0134162806935,193
67,rainy,fall,day,not manhattan,6.489999999999999,28.0,2.15,33.55,27.51666666666667,12.471424544138188,16.602316602316602,3
67,rainy,fall,night,not manhattan,7.89,31.0,7.0,41.900000000000006,31.683333333333334,13.605510431597388,30.04291845493562,3
67,rainy,spring,day,not manhattan,3.3,16.5,0.0,18.1,19.48333333333333,11.806371828778529,0.0,2
67,rainy,spring,night,not manhattan,1.62,7.5,0.0,8.8,6.883333333333334,4.248971193415638,0.0,1
67,rainy,summer,day,not manhattan,19.43,63.5,15.0,81.1,74.61666666666667,11.332238828502415,19.53125,2
67,rainy,winter,day,not manhattan,147.56,541.2,29.17,650.87,508.09999999999997,67.09262918227243,66.58900239153901,13
67,rainy,winter,night,not manhattan,1.24,9.3,0.0,11.8,7.75,6.25,0.0,1
67,sunny,fall,day,not manhattan,100.38,357.0,11.82,406.92,400.18333333333334,75.26156750240216,58.29340826087521,15
67,sunny,fall,night,not manhattan,26.02,84.5,16.47,114.02000000000001,66.0,19.407427848760058,36.66293253671894,5
67,sunny,spring,day,not manhattan,41.5,270.5,13.0,313.40000000000003,179.81666666666666,73.79307386258006,28.093489537797982,12
67,sunny,spring,night,not manhattan,21.12,74.0,12.600000000000001,93.1,64.63333333333333,19.589308437889066,56.37764062421597,5
67,sunny,summer,day,not manhattan,34.24,142.5,18.22,185.42000000000002,177.95,49.149067063926,33.30090791180285,7
67,sunny,summer,night,not manhattan,68.07000000000001,219.5,25.72,270.62,283.46666666666664,27.938839771730056,36.66407967921356,6
67,sunny,winter,day,not manhattan,501.67,2284.5,248.54,2879.59,1783.8,221.0802372438219,400.5614454064379,49
67,sunny,winter,night,not manhattan,28.1,187.0,33.8,235.45,69.35,9.090439026073518,43.45646103071846,3
68,rainy,fall,day,manhattan,75269.5,392255.65,76385.75,585602.99,515270.7,256032.17297894612,376299.3168484929,30009
68,rainy,fall,night,manhattan,25827.05,108247.1,21456.53,164641.61000000002,119179.63333333333,47887.642878915314,109098.5825003552,8724
68,rainy,spring,day,manhattan,85965.41,427102.6,84033.34,646469.75,536635.8333333334,267353.17364590004,440870.6560782776,35439
68,rainy,spring,night,manhattan,33259.24,139972.14,27599.89,213365.52,154194.58333333334,63105.17712753465,142381.89697558086,11488
68,rainy,summer,day,manhattan,66928.31,324790.84,61560.3,489067.36,405362.0333333333,191285.021049782,311171.5586920061,25878
68,rainy,summer,night,manhattan,12677.36,51537.55,9556.9,77619.1,54019.433333333334,21283.267628751255,49540.30705919539,4149
68,rainy,winter,day,manhattan,68403.21,356393.39,69912.03,539142.2,432540.56666666665,222121.75773565713,359280.20036256535,28799
68,rainy,winter,night,manhattan,19878.56,86658.19,16976.19,131531.19,90666.66666666667,37704.67101849414,85001.42523898056,6785
68,sunny,fall,day,manhattan,375270.68,1947401.16,376350.15,2897947.17,2539030.25,1241985.6876648415,1821957.6067641561,146536
68,sunny,fall,night,manhattan,144098.05,619380.75,122386.07,935557.47,698499.6666666666,283011.53189843794,610530.7799965183,48367
68,sunny,spring,day,manhattan,396142.98,1944179.08,379921.08,2936477.89,2426380.0,1163965.2586294967,1950755.6206794216,157528
68,sunny,spring,night,manhattan,146440.74,604700.16,117899.0,920593.0,650139.6166666667,258901.03507160777,610885.9665248614,49601
68,sunny,summer,day,manhattan,398202.43,1939532.18,369856.43,2917902.0100000002,2409608.0,1157698.6203890194,1877180.4604707884,154846
68,sunny,summer,night,manhattan,162775.86,683640.77,130913.64,1032999.25,748440.0666666667,300758.2954788599,666594.0639014114,54597
68,sunny,winter,day,manhattan,313477.76,1640525.03,316665.05,2472352.7600000002,1944904.0666666667,988599.4114309766,1604607.7079154325,129937
68,sunny,winter,night,manhattan,123350.59,540327.33,104530.76,819761.39,555810.9166666666,230379.55501912264,525106.8099995716,42454
69,rainy,fall,day,not manhattan,51.18,222.0,17.86,268.41,265.75,99.7699447478668,72.41681309792764,15
69,rainy,fall,night,not manhattan,28.52,111.0,0.0,127.2,115.83333333333333,50.83345668366422,0.0,9
69,rainy,spring,day,not manhattan,58.96,292.5,25.98,335.78000000000003,302.06666666666666,106.54782020541245,80.2535055523199,16
69,rainy,spring,night,not manhattan,28.0,117.5,0.22,138.57,106.41666666666666,88.5325077708496,2.091254752851712,11
69,rainy,summer,day,not manhattan,57.13,248.5,7.51,279.91,299.76666666666665,111.84961615014167,42.9029304029304,18
69,rainy,summer,night,not manhattan,31.81,116.5,5.0,138.35000000000002,123.28333333333333,27.530726832942403,9.551098376313275,6
69,rainy,winter,day,not manhattan,49.43,239.0,9.91,282.46000000000004,359.81666666666666,211.59829596464377,43.51903936877948,22
69,rainy,winter,night,not manhattan,42.269999999999996,238.5,20.0,276.7,168.1,56.27680694628245,37.87878787878788,11
69,sunny,fall,day,not manhattan,406.06,1799.0,69.98,2051.33,2154.2999999999997,700.6702350599019,260.2788077896251,104
69,sunny,fall,night,not manhattan,139.66,590.0,71.11,742.21,558.25,213.67358252030132,272.57107533975545,39
69,sunny,spring,day,not manhattan,351.87,1670.4,73.74,1919.14,2002.4666666666667,826.2636066069016,366.54614149561075,113
69,sunny,spring,night,not manhattan,131.63,493.0,40.980000000000004,594.58,476.3666666666667,158.94744775639938,170.0318850242467,35
69,sunny,summer,day,not manhattan,562.54,2191.5,119.55,2535.1,2603.1833333333334,884.717963461141,589.3712347112721,141
69,sunny,summer,night,not manhattan,281.01,1159.27,84.77,1382.99,1103.8666666666666,380.9389637655814,221.01748121135702,71
69,sunny,winter,day,not manhattan,296.27,1444.0,83.37,1668.07,1640.3333333333333,657.2651553747522,375.46822550614286,94
69,sunny,winter,night,not manhattan,107.25,443.7,35.44,539.24,417.5333333333333,243.89573239978927,106.95285496337664,34
70,rainy,fall,day,not manhattan,43001.44,142980.75,27386.35,203112.41,143814.13333333333,15117.13857830389,56035.67226326063,4369
70,rainy,fall,night,not manhattan,12870.94,39448.05,7496.35,56093.95,28540.433333333334,3352.1084717398508,17398.413296277176,1382
70,rainy,spring,day,not manhattan,45883.29,149727.7,28331.1,212715.33,146442.69999999998,15569.378618851102,58919.41566155001,4690
70,rainy,spring,night,not manhattan,14481.65,44191.25,8461.69,63061.39,32444.05,3702.938363777999,19319.03437003677,1536
70,rainy,summer,day,not manhattan,43467.95,142430.2,26025.62,201243.22,137745.41666666666,14660.848407880432,54760.79133675877,4455
70,rainy,summer,night,not manhattan,6306.38,19260.5,3615.66,27312.95,13814.449999999999,1588.526742350523,8353.227778374981,677
70,rainy,winter,day,not manhattan,42971.91,144023.2,26629.98,203523.99,130961.58333333333,13889.225404673149,54919.00941667872,4407
70,rainy,winter,night,not manhattan,12058.63,38321.35,7095.7,54341.84,26803.066666666666,3024.0599490363725,16120.97436766757,1287
70,sunny,fall,day,not manhattan,249104.89,833383.2,159173.5,1187745.33,861910.0833333334,89802.58670965009,320157.197743257,25186
70,sunny,fall,night,not manhattan,55029.52,167194.0,32334.71,240092.21,121445.58333333333,13767.708207981113,75216.07591204527,5856
70,sunny,spring,day,not manhattan,257907.19,852598.34,160572.35,1210462.9,853304.6166666667,89620.10559507627,327284.7303160632,26155
70,sunny,spring,night,not manhattan,62629.75,189844.25,35530.62,268812.65,134859.15,15327.435235852508,82938.77910827784,6678
70,sunny,summer,day,not manhattan,273465.04,890427.73,162681.37,1255678.58,858578.0666666667,90820.81918682807,339171.42037215055,27806
70,sunny,summer,night,not manhattan,61736.63,191436.99,34724.94,268834.18,142651.4,16480.397217434518,80907.19111077361,6629
70,sunny,winter,day,not manhattan,198590.09,680775.95,128376.69,969252.88,610061.25,65127.6514830967,256459.3629138864,20485
70,sunny,winter,night,not manhattan,54148.54,174750.6,32210.09,247068.81,114499.53333333333,13466.474077978137,73127.72011522671,5905
71,rainy,fall,day,not manhattan,13.12,53.5,24.31,82.21000000000001,61.96666666666666,20.33741329775085,68.80506541497539,3
71,rainy,spring,day,not manhattan,0.72,5.0,0.0,5.8,4.066666666666666,5.648148148148148,0.0,1
71,rainy,spring,night,not manhattan,5.21,27.5,4.26,34.36,36.41666666666667,14.084026045996122,16.666666666666664,2
71,rainy,summer,day,not manhattan,26.36,157.5,6.58,176.23,128.75,53.774217522062926,32.36805037699893,8
71,rainy,summer,night,not manhattan,24.36,73.5,19.32,96.62,60.38333333333333,2.4787903667214013,19.995860070378804,1
71,rainy,winter,day,not manhattan,6.720000000000001,32.5,2.06,36.96,39.7,17.985837089583487,16.666666666666668,3
