PULocationID,weather,season,time,pickup_area,trip_distance,fare_amount,tip_amount,total_amount,duration,duration_per_distance,tip_percentage,number_of_trips
3,rainy,fall,night,not manhattan,4.08,16.0,3.0,20.3,19.933333333333334,4.88562091503268,14.778325123152708,1
3,rainy,spring,day,not manhattan,31.87,95.5,24.2,133.85,98.26666666666667,6.170369611824217,34.87614840250044,2
3,rainy,spring,night,not manhattan,23.65,66.5,0.0,75.65,48.55,4.40010840108401,0.0,2
3,rainy,summer,day,not manhattan,11.41,41.0,2.0,44.6,43.08333333333333,8.369313539528425,13.986013986013983,2
3,rainy,winter,day,not manhattan,34.5,110.66,27.29,156.65,76.48333333333333,11.083880891046686,40.60146268822625,3
3,sunny,fall,day,not manhattan,102.51,369.0,16.75,416.2,422.76666666666665,80.69218548548973,77.26920965468085,18
3,sunny,spring,day,not manhattan,76.54,294.5,11.46,328.91,270.28333333333336,52.92565078191722,16.666666666666664,13
3,sunny,spring,night,not manhattan,2.3600000000000003,15.5,1.59,20.99,12.5,16.2754329004329,23.07692307692308,3
3,sunny,summer,day,not manhattan,127.78,430.5,55.41,523.01,478.2166666666667,68.25866516493915,89.79112578109196,15
3,sunny,summer,night,not manhattan,9.73,40.0,3.0,46.900000000000006,48.95,14.814038851034367,14.084507042253522,3
3,sunny,winter,day,not manhattan,60.06,205.5,26.509999999999998,261.61,200.53333333333333,44.15486245326354,78.14391407351596,11
4,rainy,fall,day,manhattan,1693.15,7826.0,1491.19,11614.54,9304.05,4140.177437000666,7138.530860472496,610
4,rainy,fall,night,manhattan,1971.27,8161.07,1640.3,12281.07,8760.3,3556.9685154962904,8227.171749600642,649
4,rainy,spring,day,manhattan,2628.72,12079.54,2077.54,17670.48,14284.216666666667,6380.707222348697,10693.968528808891,965
4,rainy,spring,night,manhattan,2733.55,11352.7,2220.02,17108.27,12474.966666666667,5126.104271136902,11550.287302078379,916
4,rainy,summer,day,manhattan,1454.56,6582.0,1131.35,9578.45,7655.8,3131.779870705591,5540.3723441702805,500
4,rainy,summer,night,manhattan,705.44,2818.0,555.66,4215.11,2863.5499999999997,1092.4698772038257,2748.8618672031525,219
4,rainy,winter,day,manhattan,1861.25,8956.8,1542.63,13151.630000000001,10319.85,4655.663157364018,7619.544709334386,703
4,rainy,winter,night,manhattan,1157.31,5183.0,1072.53,7955.28,5412.9,2465.9557318857765,5494.321872967934,429
4,sunny,fall,day,manhattan,8303.8,39247.01,7344.34,57883.6,47961.183333333334,20844.904965919846,35324.43378566294,3041
4,sunny,fall,night,manhattan,14400.41,59977.99,11869.54,89974.61,66489.53333333333,26403.711982347995,59949.65078419667,4718
4,sunny,spring,day,manhattan,10791.35,48445.88,8437.0,70778.98,56935.46666666667,23846.373579377985,40499.45115556543,3736
4,sunny,spring,night,manhattan,12480.51,51756.45,10466.82,78392.98,55735.7,22933.759762765687,54375.93432341689,4215
4,sunny,summer,day,manhattan,9161.69,40882.12,7075.94,60002.26,47320.48333333333,20168.882934858597,34904.592103817704,3221
4,sunny,summer,night,manhattan,13349.64,54737.08,10780.43,82143.06,58644.799999999996,23236.967162336317,55050.55849143655,4327
4,sunny,winter,day,manhattan,7607.44,36408.64,5972.73,53310.37,41476.45,19001.207173354313,29987.435245985198,2891
4,sunny,winter,night,manhattan,10782.63,45967.05,9284.33,69881.98,48207.13333333333,20243.222541931187,47894.783600466144,3739
5,rainy,winter,day,not manhattan,6.31,18.0,0.0,18.8,7.816666666666666,1.2387744321183307,0.0,1
5,sunny,fall,night,not manhattan,15.88,42.5,0.0,50.35,21.366666666666667,1.345507976490344,0.0,1
5,sunny,summer,day,not manhattan,21.630000000000003,59.5,0.0,77.7,30.383333333333333,13.835200746965452,0.0,2
5,sunny,summer,night,not manhattan,4.25,15.0,2.0,18.3,15.5,3.647058823529412,10.92896174863388,1
6,rainy,fall,day,not manhattan,30.85,89.0,0.0,118.4,51.5,6.912892045201217,0.0,4
6,rainy,summer,day,not manhattan,15.42,59.5,19.01,95.06,24.7,1.6018158236057067,19.997896065642752,1
6,rainy,winter,day,not manhattan,36.230000000000004,100.5,15.65,141.7,61.08333333333333,5.309258599970831,20.866666666666667,3
6,rainy,winter,night,not manhattan,15.48,59.0,18.51,92.56,25.316666666666663,1.6354435831180016,19.997839239412272,1
6,sunny,fall,day,not manhattan,47.08,253.0,0.0,370.34999999999997,101.98333333333333,20.902190248177984,0.0,11
6,sunny,fall,night,not manhattan,57.61,179.5,18.89,270.39,78.35000000000001,10.10658481804413,20.00211774671749,8
6,sunny,spring,day,not manhattan,4.18,17.5,0.0,21.6,19.333333333333336,9.250474964760679,0.0,2
6,sunny,summer,day,not manhattan,25.3,173.0,32.06,222.06,63.85,5.669522667023515,16.666666666666664,3
6,sunny,summer,night,not manhattan,16.27,63.5,22.36,110.25999999999999,22.816666666666666,2.4905695900937372,23.07295428748323,2
6,sunny,winter,day,not manhattan,28.39,112.0,23.89,159.79,88.61666666666666,6.57298754026321,27.653227157582066,2
7,rainy,fall,day,not manhattan,1433.59,6381.5,706.55,8051.7,7443.099999999999,2509.532793119697,2911.6328765150556,423
7,rainy,fall,night,not manhattan,680.97,2602.5,321.91,3320.81,2599.4,948.4847123848524,1498.3190720785735,197
7,rainy,spring,day,not manhattan,2090.06,9021.0,1075.19,11469.44,10765.3,3816.9255960510027,5095.762432145437,650
7,rainy,spring,night,not manhattan,967.52,3531.0,319.09,4358.24,3364.833333333333,1134.185615499037,1657.5591628937223,249
7,rainy,summer,day,not manhattan,1193.51,5178.5,506.47,6397.92,5987.933333333333,2195.5532634528054,2425.1864447831117,374
7,rainy,summer,night,not manhattan,350.43,1276.0,114.82000000000001,1600.47,1182.05,420.89614103992636,638.0702302555492,100
7,rainy,winter,day,not manhattan,1529.29,6688.2,655.35,8331.75,7748.983333333334,3013.599529924035,3443.046272628853,507
7,rainy,winter,night,not manhattan,511.13,2147.94,221.45,2728.2400000000002,1921.05,798.7386065739244,1110.5587656505354,165
7,sunny,fall,day,not manhattan,7715.47,34802.58,3687.46,43169.14,40531.03333333333,14045.11950893385,15335.3357533718,2302
7,sunny,fall,night,not manhattan,3545.15,13437.66,1459.26,16987.32,12377.266666666666,4489.436447862894,7081.990405085733,967
7,sunny,spring,day,not manhattan,9407.01,40423.8,4008.32,50247.48,47482.25,17134.397670818817,19519.311898888292,2841
7,sunny,spring,night,not manhattan,3893.09,14907.42,1413.4,18711.920000000002,14136.75,5306.159923493593,7563.841198159992,1149
7,sunny,summer,day,not manhattan,9105.47,38592.56,3714.19,47797.75,44692.51666666666,14843.010395293928,16666.834482689133,2571
7,sunny,summer,night,not manhattan,4525.0,16957.99,1805.09,21584.58,15788.933333333332,5551.860017414688,8768.763627901199,1223
7,sunny,winter,day,not manhattan,7200.76,32987.1,3099.14,40930.74,35676.183333333334,14046.216543868715,15217.584185030442,2406
7,sunny,winter,night,not manhattan,2963.42,11801.0,1255.09,14908.19,10499.566666666666,4043.114155245677,6114.284905692491,873
8,rainy,fall,day,not manhattan,79.46000000000001,390.5,63.33,521.01,251.83333333333334,25.9006098460789,80.76686663977435,7
8,rainy,fall,night,not manhattan,19.990000000000002,126.0,16.369999999999997,171.17,53.31666666666666,8.113786415954788,28.06267806267806,3
8,rainy,spring,day,not manhattan,37.31,301.5,39.82,417.07,114.81666666666666,32.16840775046551,76.2306738520503,8
8,rainy,spring,night,not manhattan,7.64,54.0,4.0,66.65,24.81666666666667,6.525832255460459,8.928571428571429,2
8,rainy,summer,day,not manhattan,35.22,265.5,59.07,381.71999999999997,137.25,28.709665646969782,116.32790690898928,7
8,rainy,summer,night,not manhattan,12.89,99.99,20.0,120.29,16.75,1.2994569433669512,16.62648599218555,1
8,rainy,winter,day,not manhattan,72.77,356.5,61.870000000000005,503.62,237.41666666666666,41.851874376582124,82.05623772527588,9
8,rainy,winter,night,not manhattan,3.4,13.5,0.0,22.650000000000002,4.45,2.602777777777778,0.0,2
8,sunny,fall,day,not manhattan,263.33,1738.6,434.68,2532.37,969.7166666666667,153.60976445013299,630.8392328104921,38
8,sunny,fall,night,not manhattan,77.96000000000001,449.5,83.53999999999999,623.1899999999999,151.48333333333335,30.075449965715663,137.28209254157866,13
8,sunny,spring,day,not manhattan,231.48,1487.5,224.14,2029.04,817.2833333333333,161.74621371790556,441.83001996653445,39
8,sunny,spring,night,not manhattan,102.08,655.5,143.4,919.65,272.3333333333333,58.88591517124721,260.80136281611607,18
8,sunny,summer,day,not manhattan,277.43,1830.75,278.71,2403.71,757.7166666666667,122.12108084595809,381.2105822025685,35
8,sunny,summer,night,not manhattan,72.18,607.0,86.34,800.24,183.41666666666666,36.92809448125988,121.29639934413292,13
8,sunny,winter,day,not manhattan,223.25,1481.8,170.29,1902.16,624.6666666666666,98.14784012892557,270.862850383968,27
8,sunny,winter,night,not manhattan,22.77,196.5,39.849999999999994,265.5,50.916666666666664,14.899163730618085,49.99999999999999,6
9,rainy,spring,day,not manhattan,12.899999999999999,45.0,10.14,57.239999999999995,46.233333333333334,6.222431077694235,23.07692307692308,2
9,rainy,spring,night,not manhattan,5.7,18.5,3.95,23.75,14.05,2.4649122807017543,16.63157894736842,1
9,rainy,summer,day,not manhattan,16.77,64.5,5.34,72.24000000000001,80.53333333333333,16.021676269340794,23.07692307692308,3
9,rainy,winter,day,not manhattan,8.84,32.8,0.0,35.1,26.266666666666666,31.013683634373287,0.0,2
9,sunny,fall,day,not manhattan,57.69,201.5,17.0,231.0,199.81666666666666,45.63985997530986,25.835866261398177,10
9,sunny,fall,night,not manhattan,28.95,95.5,0.0,98.1,59.95,4.883402943516309,0.0,2
