pickup_at,weather,season,time,pickup_area,trip_distance,fare_amount,tip_amount,total_amount,duration,duration_per_distance,tip_percentage,number_of_trips
Sunday,rainy,summer,day,not manhattan,248518.16,767331.97,126821.97,1032434.79,680981.9833333333,78728.22219809024,253302.65391098268,22237
Sunday,rainy,summer,night,manhattan,68282.99,276055.39,53423.55,420916.51,281700.68333333335,116079.52075065004,286949.7466744559,23436
Sunday,rainy,summer,night,not manhattan,54767.89,163574.14,28418.38,219888.71,120554.58333333333,13258.850716296061,55852.44728071177,4659
Sunday,rainy,winter,day,manhattan,332445.48,1487170.85,295838.36,2256753.12,1633163.8666666667,815965.4680636589,1704800.064489939,134791
Sunday,rainy,winter,day,not manhattan,238868.78,730970.88,126095.12,991496.7,604003.45,79486.1009641768,267781.8286952742,22286
Sunday,rainy,winter,night,manhattan,56740.85,229165.36,44410.56,354691.69,227272.75,100639.50190376242,255756.07634288876,21004
Sunday,rainy,winter,night,not manhattan,81200.24,237102.54,41315.32,318459.7,158275.88333333333,16779.024934323414,82120.71706191337,6812
Sunday,sunny,fall,day,manhattan,1373886.06,5992017.51,1141256.18,8906636.290000001,6513202.316666666,2961355.7396243894,5920075.135440423,483108
Sunday,sunny,fall,day,not manhattan,973189.41,3012092.02,513432.05,4077497.34,2565336.533333333,316671.6173561084,1044833.1411976418,88857
Sunday,sunny,fall,night,manhattan,661448.36,2658254.08,521899.15,4038491.93,2733418.4,1090672.9762445628,2734691.7324703443,218577
Sunday,sunny,fall,night,not manhattan,349056.39,1056410.84,179207.19,1424050.7,733093.6833333333,100937.01439589732,397356.02397013875,33888
Sunday,sunny,spring,day,manhattan,1728230.36,7376931.11,1395674.32,10992508.370000001,7834101.316666666,3506925.015570716,7423682.123334725,612313
Sunday,sunny,spring,day,not manhattan,1141478.09,3528660.53,605502.02,4780882.69,3079350.4,376860.16404696484,1245498.9199244757,105163
Sunday,sunny,spring,night,manhattan,667112.92,2659299.38,515820.69,4054406.54,2672393.2333333334,1078803.6627160502,2769866.1955136084,225490
Sunday,sunny,spring,night,not manhattan,442827.0,1317739.74,228259.08,1776850.8699999999,905920.1666666666,112511.43759553586,477282.3178599975,40110
Sunday,sunny,summer,day,manhattan,1548584.28,6568957.31,1207260.12,9739461.53,6949690.383333333,3083985.05365473,6345551.879548007,538408
Sunday,sunny,summer,day,not manhattan,1124748.9,3460430.64,571613.82,4653517.61,3018922.7666666666,356436.61530546425,1164333.0519934883,102158
Sunday,sunny,summer,night,manhattan,727885.07,2911354.36,552100.7,4408011.22,2973427.45,1181547.9684616083,2934432.5879987194,242133
Sunday,sunny,summer,night,not manhattan,431290.53,1302229.49,213351.1,1736586.09,969887.3166666667,119717.13697744255,454560.87106629915,40016
Sunday,sunny,winter,day,manhattan,1299112.23,5814444.24,1120973.48,8741357.57,6088631.316666666,2975059.997957997,6250785.579296208,506192
Sunday,sunny,winter,day,not manhattan,858995.21,2712196.38,453362.72,3666959.4899999998,2130245.2333333334,288238.72983105073,953687.6236119906,82130
Sunday,sunny,winter,night,manhattan,601759.26,2461525.08,489064.78,3778954.7,2447072.9,1030065.0095294324,2657471.155299539,211161
Sunday,sunny,winter,night,not manhattan,315493.46,974451.13,162612.7,1307460.6,637330.5333333333,89422.15914520728,356595.10240598366,30710
