PULocationID,weather,season,time,pickup_area,tip_amount
69,sunny,winter,day,not manhattan,0.9728865979381444
69,sunny,winter,night,not manhattan,1.0423529411764705
70,rainy,fall,day,not manhattan,6.356804444444444
70,rainy,fall,night,not manhattan,5.472507267441861
70,rainy,spring,day,not manhattan,5.992818637693272
70,rainy,spring,night,not manhattan,5.53056718433491
70,rainy,summer,day,not manhattan,5.845745263638438
70,rainy,summer,night,not manhattan,5.205481682496608
70,rainy,winter,day,not manhattan,6.088087695133149
70,rainy,winter,night,not manhattan,5.529407114624505
70,sunny,fall,day,not manhattan,6.324071519693829
70,sunny,fall,night,not manhattan,5.549427500425967
70,sunny,spring,day,not manhattan,6.168431019281634
70,sunny,spring,night,not manhattan,5.329148494288681
70,sunny,summer,day,not manhattan,5.868951818018987
70,sunny,summer,night,not manhattan,5.299496654501216
70,sunny,winter,day,not manhattan,6.271836575875486
70,sunny,winter,night,not manhattan,5.45418581081081
71,rainy,fall,day,not manhattan,6.0775
71,rainy,spring,day,not manhattan,0.0
71,rainy,spring,night,not manhattan,3.35
71,rainy,summer,day,not manhattan,0.5114285714285715
71,rainy,summer,night,not manhattan,19.32
71,rainy,winter,day,not manhattan,0.6866666666666666
71,rainy,winter,night,not manhattan,2.316666666666667
71,sunny,fall,day,not manhattan,3.901818181818182
71,sunny,fall,night,not manhattan,2.630769230769231
71,sunny,spring,day,not manhattan,0.6745
71,sunny,spring,night,not manhattan,3.0699999999999994
71,sunny,summer,day,not manhattan,5.1085714285714285
71,sunny,summer,night,not manhattan,1.542
71,sunny,winter,day,not manhattan,0.0
71,sunny,winter,night,not manhattan,1.6612500000000001
72,rainy,fall,day,not manhattan,0.7933333333333333
72,rainy,fall,night,not manhattan,4.225
72,rainy,spring,day,not manhattan,1.6666666666666667
72,rainy,summer,day,not manhattan,2.336
72,rainy,summer,night,not manhattan,3.3333333333333335
72,rainy,winter,day,not manhattan,15.15
72,rainy,winter,night,not manhattan,0.0
72,sunny,fall,day,not manhattan,3.92725
72,sunny,fall,night,not manhattan,0.9145454545454546
72,sunny,spring,day,not manhattan,2.6060714285714286
72,sunny,spring,night,not manhattan,0.9071428571428571
72,sunny,summer,day,not manhattan,0.9861904761904763
72,sunny,summer,night,not manhattan,0.712
72,sunny,winter,day,not manhattan,1.2176190476190476
72,sunny,winter,night,not manhattan,3.33
73,rainy,fall,day,not manhattan,3.16
73,rainy,fall,night,not manhattan,5.26
73,rainy,spring,day,not manhattan,2.03
73,rainy,spring,night,not manhattan,0.0
73,rainy,summer,day,not manhattan,0.0
73,rainy,winter,day,not manhattan,0.0
73,sunny,fall,day,not manhattan,1.3957142857142857
73,sunny,fall,night,not manhattan,4.09
73,sunny,spring,day,not manhattan,13.503333333333332
73,sunny,spring,night,not manhattan,5.77
73,sunny,summer,day,not manhattan,3.51
73,sunny,summer,night,not manhattan,8.7
73,sunny,winter,day,not manhattan,1.7328571428571427
73,sunny,winter,night,not manhattan,0.0
74,rainy,fall,day,manhattan,1.7147521586184842
74,rainy,fall,night,manhattan,1.332178899082569
74,rainy,spring,day,manhattan,1.497030260380014
74,rainy,spring,night,manhattan,0.9594753086419753
74,rainy,summer,day,manhattan,1.488373602596466
74,rainy,summer,night,manhattan,1.2979746835443038
74,rainy,winter,day,manhattan,1.3740132145935076
74,rainy,winter,night,manhattan,0.9870068027210884
74,sunny,fall,day,manhattan,1.6352886176222325
74,sunny,fall,night,manhattan,1.4079609989736572
74,sunny,spring,day,manhattan,1.4637311422413792
74,sunny,spring,night,manhattan,1.0988129933211899
74,sunny,summer,day,manhattan,1.5017136333593704
74,sunny,summer,night,manhattan,1.3126546681664792
74,sunny,winter,day,manhattan,1.3080174334775199
74,sunny,winter,night,manhattan,1.0120868890612877
75,rainy,fall,day,manhattan,1.9788937950267256
75,rainy,fall,night,manhattan,1.7133070866141733
75,rainy,spring,day,manhattan,1.872488785046729
75,rainy,spring,night,manhattan,1.609320754716981
75,rainy,summer,day,manhattan,1.8729399054692777
75,rainy,summer,night,manhattan,1.4526782273603085
75,rainy,winter,day,manhattan,1.774513431073502
75,rainy,winter,night,manhattan,1.6124561403508773
75,sunny,fall,day,manhattan,1.9760092261344377
75,sunny,fall,night,manhattan,1.6929293641007575
75,sunny,spring,day,manhattan,1.8888826631509559
75,sunny,spring,night,manhattan,1.6764995254666244
75,sunny,summer,day,manhattan,1.8501677046159588
75,sunny,summer,night,manhattan,1.602417936694021
75,sunny,winter,day,manhattan,1.7894051523307624
75,sunny,winter,night,manhattan,1.573256074766355
76,rainy,fall,day,not manhattan,3.7025
76,rainy,fall,night,not manhattan,1.8355555555555556
76,rainy,spring,day,not manhattan,2.281739130434783
76,rainy,spring,night,not manhattan,0.0
76,rainy,summer,day,not manhattan,2.9146666666666667
76,rainy,summer,night,not manhattan,2.595
76,rainy,winter,day,not manhattan,5.168695652173913
76,rainy,winter,night,not manhattan,0.33714285714285713
76,sunny,fall,day,not manhattan,3.8329457364341084
76,sunny,fall,night,not manhattan,2.379736842105263
76,sunny,spring,day,not manhattan,2.739425287356322
76,sunny,spring,night,not manhattan,1.75
76,sunny,summer,day,not manhattan,3.154375
76,sunny,summer,night,not manhattan,4.8476923076923075
76,sunny,winter,day,not manhattan,3.2982978723404255
76,sunny,winter,night,not manhattan,3.57875
77,rainy,fall,night,not manhattan,3.96
77,rainy,spring,night,not manhattan,0.0
77,rainy,summer,day,not manhattan,0.0
77,sunny,fall,day,not manhattan,2.6514285714285712
77,sunny,fall,night,not manhattan,0.386
77,sunny,spring,day,not manhattan,1.87
77,sunny,spring,night,not manhattan,1.3842857142857146
77,sunny,summer,day,not manhattan,1.3685714285714285
77,sunny,summer,night,not manhattan,2.3514285714285714
77,sunny,winter,day,not manhattan,1.3181818181818181
77,sunny,winter,night,not manhattan,2.008
78,rainy,fall,day,not manhattan,2.06
78,rainy,fall,night,not manhattan,0.0
78,rainy,spring,day,not manhattan,1.6666666666666667
78,rainy,spring,night,not manhattan,0.0
78,rainy,summer,day,not manhattan,0.0
78,rainy,winter,day,not manhattan,1.6383333333333334
78,rainy,winter,night,not manhattan,0.0
78,sunny,fall,day,not manhattan,0.9314814814814816
78,sunny,fall,night,not manhattan,0.0
78,sunny,spring,day,not manhattan,1.6711111111111112
78,sunny,spring,night,not manhattan,0.7344444444444445
78,sunny,summer,day,not manhattan,0.5359090909090909
78,sunny,summer,night,not manhattan,2.928181818181818
78,sunny,winter,day,not manhattan,1.1828
78,sunny,winter,night,not manhattan,3.4153846153846152
79,rainy,fall,day,manhattan,2.3215201338978044
79,rainy,fall,night,manhattan,2.45554748603352
79,rainy,spring,day,manhattan,2.318900847427325
79,rainy,spring,night,manhattan,2.4667171918627844
79,rainy,summer,day,manhattan,2.318438107176434
79,rainy,summer,night,manhattan,2.405760393873085
79,rainy,winter,day,manhattan,2.3299063059752907
79,rainy,winter,night,manhattan,2.4941856225727195
79,sunny,fall,day,manhattan,2.397403692011133
79,sunny,fall,night,manhattan,2.522573199789992
79,sunny,spring,day,manhattan,2.3593159554452385
79,sunny,spring,night,manhattan,2.463965508480605
79,sunny,summer,day,manhattan,2.2985274327122154
79,sunny,summer,night,manhattan,2.445259700665188
79,sunny,winter,day,manhattan,2.3429553383774695
79,sunny,winter,night,manhattan,2.4776893032916423
80,rainy,fall,day,not manhattan,5.375
80,rainy,fall,night,not manhattan,3.028057553956834
80,rainy,spring,day,not manhattan,3.861785714285714
80,rainy,spring,night,not manhattan,3.0372560975609755
80,rainy,summer,day,not manhattan,5.0812
80,rainy,summer,night,not manhattan,3.3519047619047617
80,rainy,winter,day,not manhattan,5.848372093023256
80,rainy,winter,night,not manhattan,2.766909090909091
80,sunny,fall,day,not manhattan,5.69077738515901
80,sunny,fall,night,not manhattan,3.548146666666667
80,sunny,spring,day,not manhattan,4.66708904109589
80,sunny,spring,night,not manhattan,3.2453739612188364
80,sunny,summer,day,not manhattan,4.997619047619048
80,sunny,summer,night,not manhattan,3.8211675675675676
80,sunny,winter,day,not manhattan,5.047845303867403
80,sunny,winter,night,not manhattan,3.2385553047404065
81,rainy,fall,day,not manhattan,0.0
81,rainy,spring,day,not manhattan,0.0
81,rainy,spring,night,not manhattan,0.0
81,rainy,winter,night,not manhattan,3.36
81,sunny,fall,day,not manhattan,0.0
81,sunny,spring,day,not manhattan,1.0371428571428571
81,sunny,spring,night,not manhattan,0.0
81,sunny,summer,day,not manhattan,4.936
81,sunny,summer,night,not manhattan,0.0
81,sunny,winter,day,not manhattan,0.548
81,sunny,winter,night,not manhattan,1.1833333333333333
82,rainy,fall,day,not manhattan,5.2971818181818175
82,rainy,fall,night,not manhattan,5.593529411764705
82,rainy,spring,day,not manhattan,4.181009174311927
82,rainy,spring,night,not manhattan,2.4205405405405407
82,rainy,summer,day,not manhattan,5.818765432098766
82,rainy,summer,night,not manhattan,2.4985714285714287
82,rainy,winter,day,not manhattan,3.1319318181818185
82,rainy,winter,night,not manhattan,3.1475675675675676
82,sunny,fall,day,not manhattan,6.034874759152216
82,sunny,fall,night,not manhattan,3.5885645933014354
82,sunny,spring,day,not manhattan,4.245487528344671
82,sunny,spring,night,not manhattan,2.7405286343612336
82,sunny,summer,day,not manhattan,5.121186440677966
82,sunny,summer,night,not manhattan,3.874453125
82,sunny,winter,day,not manhattan,4.109329896907217
82,sunny,winter,night,not manhattan,2.672128712871287
83,rainy,fall,day,not manhattan,5.692068965517241
83,rainy,fall,night,not manhattan,1.37
83,rainy,spring,day,not manhattan,3.645675675675676
83,rainy,spring,night,not manhattan,0.5593333333333333
83,rainy,summer,day,not manhattan,3.946923076923077
83,rainy,summer,night,not manhattan,3.192
83,rainy,winter,day,not manhattan,2.84025
83,rainy,winter,night,not manhattan,1.3645454545454545
83,sunny,fall,day,not manhattan,4.035625
83,sunny,fall,night,not manhattan,2.5834285714285716
83,sunny,spring,day,not manhattan,3.3795959595959593
83,sunny,spring,night,not manhattan,1.9527142857142856
83,sunny,summer,day,not manhattan,4.181443850267379
83,sunny,summer,night,not manhattan,2.613048780487805
83,sunny,winter,day,not manhattan,3.637391304347826
83,sunny,winter,night,not manhattan,1.09078125
84,sunny,summer,day,not manhattan,18.78
84,sunny,winter,day,not manhattan,0.0
85,rainy,fall,day,not manhattan,0.0
85,rainy,fall,night,not manhattan,5.05
85,rainy,spring,day,not manhattan,0.0
85,rainy,spring,night,not manhattan,0.8166666666666668
85,rainy,summer,day,not manhattan,4.622857142857143
85,rainy,summer,night,not manhattan,0.0
85,rainy,winter,day,not manhattan,6.337142857142857
85,rainy,winter,night,not manhattan,4.36
85,sunny,fall,day,not manhattan,2.1973684210526314
85,sunny,fall,night,not manhattan,3.9714285714285715
85,sunny,spring,day,not manhattan,1.2808695652173914
85,sunny,spring,night,not manhattan,2.1914285714285713
85,sunny,summer,day,not manhattan,1.0696774193548386
85,sunny,summer,night,not manhattan,2.448823529411765
85,sunny,winter,day,not manhattan,1.833684210526316
85,sunny,winter,night,not manhattan,3.1277777777777778
86,rainy,fall,day,not manhattan,0.06666666666666667
86,rainy,fall,night,not manhattan,0.0
86,rainy,spring,day,not manhattan,0.0
86,rainy,spring,night,not manhattan,1.11
86,rainy,summer,day,not manhattan,2.686666666666667
86,rainy,winter,day,not manhattan,0.0
86,sunny,fall,day,not manhattan,7.386666666666667
86,sunny,fall,night,not manhattan,1.704
86,sunny,spring,day,not manhattan,1.2063636363636363
86,sunny,spring,night,not manhattan,0.0
86,sunny,summer,day,not manhattan,1.3155
86,sunny,summer,night,not manhattan,1.8025
86,sunny,winter,day,not manhattan,1.6666666666666667
87,rainy,fall,day,manhattan,3.3745738679676784
87,rainy,fall,night,manhattan,3.0882005730659023
87,rainy,spring,day,manhattan,3.100714285714286
87,rainy,spring,night,manhattan,3.0761721789883265
87,rainy,summer,day,manhattan,3.1825311699402223
87,rainy,summer,night,manhattan,3.138693641618497
87,rainy,winter,day,manhattan,3.285276553106212
87,rainy,winter,night,manhattan,3.241357142857143
87,sunny,fall,day,manhattan,3.356915946625834
87,sunny,fall,night,manhattan,3.2285127539991354
87,sunny,spring,day,manhattan,3.282525438621354
87,sunny,spring,night,manhattan,3.160972469795999
87,sunny,summer,day,manhattan,3.1362299396253674
87,sunny,summer,night,manhattan,3.07741672780631
87,sunny,winter,day,manhattan,3.225773120208775
87,sunny,winter,night,manhattan,3.14065852966222
88,rainy,fall,day,manhattan,3.175424836601307
88,rainy,fall,night,manhattan,3.4005584642233857
88,rainy,spring,day,manhattan,3.053039035892062
88,rainy,spring,night,manhattan,3.350035460992908
88,rainy,summer,day,manhattan,2.937448572305803
88,rainy,summer,night,manhattan,3.111571906354515
88,rainy,winter,day,manhattan,3.0049545078577333
88,rainy,winter,night,manhattan,3.5540251572327044
88,sunny,fall,day,manhattan,3.1830434532042413
88,sunny,fall,night,manhattan,3.41759009009009
88,sunny,spring,day,manhattan,3.0392933027809605
88,sunny,spring,night,manhattan,3.28024302213667
88,sunny,summer,day,manhattan,2.906682563338301
88,sunny,summer,night,manhattan,3.2698676789587853
88,sunny,winter,day,manhattan,2.9433566760037344
88,sunny,winter,night,manhattan,3.450681326604182
89,rainy,fall,day,not manhattan,2.378965517241379
89,rainy,fall,night,not manhattan,4.518888888888889
89,rainy,spring,day,not manhattan,1.354375
89,rainy,spring,night,not manhattan,3.259333333333333
89,rainy,summer,day,not manhattan,1.0777777777777777
89,rainy,summer,night,not manhattan,1.25
89,rainy,winter,day,not manhattan,1.5366666666666668
89,rainy,winter,night,not manhattan,0.22285714285714286
89,sunny,fall,day,not manhattan,1.850873786407767
89,sunny,fall,night,not manhattan,4.628571428571429
89,sunny,spring,day,not manhattan,1.862680412371134
89,sunny,spring,night,not manhattan,2.896111111111111
89,sunny,summer,day,not manhattan,2.4884313725490195
89,sunny,summer,night,not manhattan,1.7161111111111111
89,sunny,winter,day,not manhattan,2.008426966292135
89,sunny,winter,night,not manhattan,1.936857142857143
90,rainy,fall,day,manhattan,2.3825911789652245
90,rainy,fall,night,manhattan,2.4307544970019985
90,rainy,spring,day,manhattan,2.25228546769686
90,rainy,spring,night,manhattan,2.3888658565642125
90,rainy,summer,day,manhattan,2.236787335869432
90,rainy,summer,night,manhattan,2.422360270558918
90,rainy,winter,day,manhattan,2.2225135948471566
90,rainy,winter,night,manhattan,2.3986589271417134
90,sunny,fall,day,manhattan,2.387206831671847
90,sunny,fall,night,manhattan,2.519015570638225
90,sunny,spring,day,manhattan,2.271006062653678
90,sunny,spring,night,manhattan,2.4147299522254313
90,sunny,summer,day,manhattan,2.230777762276786
90,sunny,summer,night,manhattan,2.413049336814071
90,sunny,winter,day,manhattan,2.2595417878194755
90,sunny,winter,night,manhattan,2.4513416047874172
91,rainy,fall,day,not manhattan,0.4266666666666667
91,rainy,fall,night,not manhattan,1.43
91,rainy,spring,day,not manhattan,0.77
91,rainy,spring,night,not manhattan,0.0
91,rainy,summer,day,not manhattan,2.0
91,rainy,summer,night,not manhattan,0.0
91,rainy,winter,day,not manhattan,0.0
91,rainy,winter,night,not manhattan,1.9
91,sunny,fall,day,not manhattan,1.1167857142857145
91,sunny,fall,night,not manhattan,5.837999999999999
91,sunny,spring,day,not manhattan,1.9054166666666668
91,sunny,spring,night,not manhattan,0.4
91,sunny,summer,day,not manhattan,0.9053846153846153
91,sunny,summer,night,not manhattan,2.1875
91,sunny,winter,day,not manhattan,2.4385
91,sunny,winter,night,not manhattan,0.558
92,rainy,fall,day,not manhattan,1.738888888888889
92,rainy,fall,night,not manhattan,1.2
92,rainy,spring,day,not manhattan,3.869545454545454
92,rainy,spring,night,not manhattan,0.0
92,rainy,summer,day,not manhattan,5.059444444444445
92,rainy,summer,night,not manhattan,1.395
92,rainy,winter,day,not manhattan,1.8438461538461537
92,rainy,winter,night,not manhattan,13.783333333333333
92,sunny,fall,day,not manhattan,3.5473170731707317
92,sunny,fall,night,not manhattan,2.1571428571428575
92,sunny,spring,day,not manhattan,4.602181818181818
92,sunny,spring,night,not manhattan,3.607894736842105
92,sunny,summer,day,not manhattan,4.155333333333333
92,sunny,summer,night,not manhattan,4.13
92,sunny,winter,day,not manhattan,2.1736764705882354
92,sunny,winter,night,not manhattan,1.25125
93,rainy,fall,day,not manhattan,9.100775862068966
93,rainy,fall,night,not manhattan,7.281927710843373
93,rainy,spring,day,not manhattan,8.497204968944098
93,rainy,spring,night,not manhattan,8.924
93,rainy,summer,day,not manhattan,8.212266666666666
93,rainy,summer,night,not manhattan,6.8886
93,rainy,winter,day,not manhattan,10.352043795620439
93,rainy,winter,night,not manhattan,8.251707317073171
93,sunny,fall,day,not manhattan,8.853784893267651
93,sunny,fall,night,not manhattan,7.921516709511567
93,sunny,spring,day,not manhattan,8.837988422575977
93,sunny,spring,night,not manhattan,8.972655367231638
93,sunny,summer,day,not manhattan,8.252918149466192
93,sunny,summer,night,not manhattan,8.99838596491228
93,sunny,winter,day,not manhattan,9.24338255033557
93,sunny,winter,night,not manhattan,9.873521739130434
94,rainy,fall,day,not manhattan,1.0
94,rainy,fall,night,not manhattan,0.0
94,rainy,spring,day,not manhattan,0.5114285714285715
94,rainy,spring,night,not manhattan,0.0
94,rainy,summer,day,not manhattan,2.36
94,rainy,winter,day,not manhattan,0.0
94,rainy,winter,night,not manhattan,0.0
94,sunny,fall,day,not manhattan,0.085
94,sunny,fall,night,not manhattan,1.9449999999999998
94,sunny,spring,day,not manhattan,1.7620833333333337
94,sunny,spring,night,not manhattan,0.002
94,sunny,summer,day,not manhattan,0.6464
94,sunny,summer,night,not manhattan,0.0
94,sunny,winter,day,not manhattan,0.3645833333333333
94,sunny,winter,night,not manhattan,0.0
95,rainy,fall,day,not manhattan,5.231599999999999
95,rainy,fall,night,not manhattan,4.5582352941176465
95,rainy,spring,day,not manhattan,3.9183333333333334
95,rainy,spring,night,not manhattan,1.9216666666666669
95,rainy,summer,day,not manhattan,3.4964285714285714
95,rainy,summer,night,not manhattan,3.863333333333333
95,rainy,winter,day,not manhattan,4.5258666666666665
95,rainy,winter,night,not manhattan,0.42705882352941177
95,sunny,fall,day,not manhattan,4.630355987055016
95,sunny,fall,night,not manhattan,2.8240845070422536
95,sunny,spring,day,not manhattan,4.423049180327869
95,sunny,spring,night,not manhattan,2.202686567164179
95,sunny,summer,day,not manhattan,4.50794425087108
95,sunny,summer,night,not manhattan,2.831875
95,sunny,winter,day,not manhattan,2.902091503267974
95,sunny,winter,night,not manhattan,1.439855072463768
96,rainy,fall,day,not manhattan,1.0
96,rainy,fall,night,not manhattan,1.43
96,rainy,spring,day,not manhattan,5.0
96,rainy,spring,night,not manhattan,20.685
96,rainy,summer,day,not manhattan,0.34
96,rainy,summer,night,not manhattan,0.0
96,rainy,winter,day,not manhattan,6.425
96,rainy,winter,night,not manhattan,0.0
96,sunny,fall,day,not manhattan,8.169166666666667
96,sunny,fall,night,not manhattan,1.59
96,sunny,spring,day,not manhattan,3.9170000000000003
96,sunny,spring,night,not manhattan,1.0
96,sunny,summer,day,not manhattan,5.843999999999999
96,sunny,summer,night,not manhattan,11.333333333333334
96,sunny,winter,day,not manhattan,4.192
96,sunny,winter,night,not manhattan,0.0
97,rainy,fall,day,not manhattan,2.3402826855123675
97,rainy,fall,night,not manhattan,2.3580662983425413
97,rainy,spring,day,not manhattan,2.065374677002584
97,rainy,spring,night,not manhattan,2.7993835616438356
97,rainy,summer,day,not manhattan,2.5621917808219177
97,rainy,summer,night,not manhattan,2.1867692307692304
97,rainy,winter,day,not manhattan,1.8402298850574712
97,rainy,winter,night,not manhattan,2.3070707070707073
97,sunny,fall,day,not manhattan,2.4739454806312766
97,sunny,fall,night,not manhattan,2.7138418079096045
97,sunny,spring,day,not manhattan,2.3289262147570486
97,sunny,spring,night,not manhattan,2.9787375886524825
97,sunny,summer,day,not manhattan,2.138489065606362
97,sunny,summer,night,not manhattan,2.570537542662116
97,sunny,winter,day,not manhattan,2.1784392014519054
97,sunny,winter,night,not manhattan,2.5404558011049723
98,rainy,fall,day,not manhattan,0.0
98,rainy,spring,day,not manhattan,0.0
98,rainy,summer,day,not manhattan,0.0
98,rainy,winter,day,not manhattan,2.5
98,rainy,winter,night,not manhattan,2.26
98,sunny,fall,day,not manhattan,3.39
98,sunny,fall,night,not manhattan,1.6666666666666667
98,sunny,spring,day,not manhattan,1.3255555555555556
98,sunny,spring,night,not manhattan,10.136666666666667
98,sunny,summer,day,not manhattan,2.826
98,sunny,summer,night,not manhattan,38.04666666666667
98,sunny,winter,day,not manhattan,1.4642857142857142
98,sunny,winter,night,not manhattan,4.263333333333333
99,rainy,winter,night,not manhattan,0.01
99,sunny,summer,day,not manhattan,1.5
100,rainy,fall,day,manhattan,2.346149865557303
100,rainy,fall,night,manhattan,2.2568760122368183
100,rainy,spring,day,manhattan,2.160899907399613
100,rainy,spring,night,manhattan,2.2049749636569214
100,rainy,summer,day,manhattan,2.179496477057914
100,rainy,summer,night,manhattan,2.164982817869416
100,rainy,winter,day,manhattan,2.2263744759623236
100,rainy,winter,night,manhattan,2.314326689353427
100,sunny,fall,day,manhattan,2.3762108277048286
100,sunny,fall,night,manhattan,2.377203571554118
100,sunny,spring,day,manhattan,2.213742905297681
100,sunny,spring,night,manhattan,2.2433596252540213
100,sunny,summer,day,manhattan,2.14697113986624
100,sunny,summer,night,manhattan,2.2261571216983462
100,sunny,winter,day,manhattan,2.239174378515696
100,sunny,winter,night,manhattan,2.296061984646005
101,rainy,fall,day,not manhattan,1.99
101,rainy,spring,day,not manhattan,1.56
101,rainy,summer,day,not manhattan,8.75
101,rainy,winter,day,not manhattan,1.5
101,rainy,winter,night,not manhattan,0.0
101,sunny,fall,day,not manhattan,3.5273684210526315
101,sunny,fall,night,not manhattan,0.0
101,sunny,spring,day,not manhattan,1.5981818181818181
101,sunny,summer,day,not manhattan,4.0125
101,sunny,summer,night,not manhattan,0.2222222222222222
101,sunny,winter,day,not manhattan,1.5085714285714287
102,rainy,fall,day,not manhattan,13.89
102,rainy,fall,night,not manhattan,5.06
102,rainy,spring,day,not manhattan,3.3175
102,rainy,spring,night,not manhattan,1.26
102,rainy,summer,day,not manhattan,0.7200000000000001
102,rainy,summer,night,not manhattan,1.76
102,rainy,winter,day,not manhattan,5.558
102,rainy,winter,night,not manhattan,1.86
102,sunny,fall,day,not manhattan,8.341904761904763
102,sunny,fall,night,not manhattan,1.4120000000000001
102,sunny,spring,day,not manhattan,8.798823529411765
102,sunny,spring,night,not manhattan,2.841666666666667
102,sunny,summer,day,not manhattan,4.068181818181818
102,sunny,summer,night,not manhattan,3.31
102,sunny,winter,day,not manhattan,8.45
102,sunny,winter,night,not manhattan,2.4144444444444444
105,rainy,fall,day,manhattan,10.47
105,rainy,winter,day,manhattan,0.0
105,sunny,fall,day,manhattan,5.46
105,sunny,fall,night,manhattan,1.66
105,sunny,spring,day,manhattan,1.69
105,sunny,summer,day,manhattan,2.95
105,sunny,summer,night,manhattan,5.76
105,sunny,winter,day,manhattan,0.0
106,rainy,fall,day,not manhattan,4.0451999999999995
106,rainy,fall,night,not manhattan,2.4881818181818183
106,rainy,spring,day,not manhattan,1.9041379310344828
106,rainy,spring,night,not manhattan,1.971578947368421
106,rainy,summer,day,not manhattan,1.6076190476190475
106,rainy,summer,night,not manhattan,2.18625
106,rainy,winter,day,not manhattan,2.7325
106,rainy,winter,night,not manhattan,2.2750000000000004
106,sunny,fall,day,not manhattan,4.1222352941176466
106,sunny,fall,night,not manhattan,2.625714285714286
106,sunny,spring,day,not manhattan,2.9245045045045046
106,sunny,spring,night,not manhattan,2.4264102564102563
106,sunny,summer,day,not manhattan,2.7281553398058254
106,sunny,summer,night,not manhattan,2.694479166666667
106,sunny,winter,day,not manhattan,2.4846052631578943
106,sunny,winter,night,not manhattan,2.6259016393442622
107,rainy,fall,day,manhattan,2.3603685782330928
107,rainy,fall,night,manhattan,2.3508327183271835
107,rainy,spring,day,manhattan,2.269276784394857
107,rainy,spring,night,manhattan,2.3339484667029575
107,rainy,summer,day,manhattan,2.275055810291325
107,rainy,summer,night,manhattan,2.3174488636363635
107,rainy,winter,day,manhattan,2.298569632529904
107,rainy,winter,night,manhattan,2.3800862668707388
107,sunny,fall,day,manhattan,2.381508029012836
107,sunny,fall,night,manhattan,2.4205369208011835
107,sunny,spring,day,manhattan,2.3116447953436987
107,sunny,spring,night,manhattan,2.3544750019714535
107,sunny,summer,day,manhattan,2.24559290693055
107,sunny,summer,night,manhattan,2.3249602305475503
107,sunny,winter,day,manhattan,2.2827334375375736
107,sunny,winter,night,manhattan,2.3838382500684996
108,rainy,fall,day,not manhattan,6.485
108,rainy,summer,day,not manhattan,0.0
108,rainy,winter,day,not manhattan,0.01
108,sunny,fall,day,not manhattan,4.532631578947369
108,sunny,fall,night,not manhattan,3.0725000000000002
108,sunny,spring,day,not manhattan,2.343
108,sunny,spring,night,not manhattan,2.5
108,sunny,summer,day,not manhattan,10.681000000000001
108,sunny,summer,night,not manhattan,16.01142857142857
108,sunny,winter,day,not manhattan,3.3333333333333335
108,sunny,winter,night,not manhattan,5.0
109,rainy,winter,day,not manhattan,0.0
109,sunny,fall,night,not manhattan,22.765
109,sunny,summer,day,not manhattan,0.0
109,sunny,winter,day,not manhattan,0.0
111,rainy,spring,day,not manhattan,0.0
111,rainy,winter,day,not manhattan,9.593333333333334
111,sunny,fall,day,not manhattan,6.286666666666666
111,sunny,spring,day,not manhattan,3.145
111,sunny,spring,night,not manhattan,2.55
111,sunny,summer,day,not manhattan,1.7633333333333334
111,sunny,summer,night,not manhattan,26.666666666666668
111,sunny,winter,day,not manhattan,16.666666666666668
112,rainy,fall,day,not manhattan,3.2023880597014927
112,rainy,fall,night,not manhattan,2.779326923076923
112,rainy,spring,day,not manhattan,2.7180909090909093
112,rainy,spring,night,not manhattan,2.757704918032787
112,rainy,summer,day,not manhattan,3.168360655737705
112,rainy,summer,night,not manhattan,3.318103448275862
112,rainy,winter,day,not manhattan,2.4256521739130434
112,rainy,winter,night,not manhattan,3.052295081967213
112,sunny,fall,day,not manhattan,3.127558139534884
112,sunny,fall,night,not manhattan,2.967053571428571
112,sunny,spring,day,not manhattan,2.704412532637076
112,sunny,spring,night,not manhattan,2.9088567293777134
112,sunny,summer,day,not manhattan,2.7592877492877492
112,sunny,summer,night,not manhattan,3.002310984308131
112,sunny,winter,day,not manhattan,3.5440336134453783
112,sunny,winter,night,not manhattan,2.882130750605327
113,rainy,fall,day,manhattan,2.4073310724340926
113,rainy,fall,night,manhattan,2.5098813186813187
113,rainy,spring,day,manhattan,2.2776997988779506
113,rainy,spring,night,manhattan,2.5091998638066055
113,rainy,summer,day,manhattan,2.2639214444092493
113,rainy,summer,night,manhattan,2.44221164021164
113,rainy,winter,day,manhattan,2.324826595258311
113,rainy,winter,night,manhattan,2.6109395376407822
113,sunny,fall,day,manhattan,2.4107901976444936
113,sunny,fall,night,manhattan,2.598240120757054
113,sunny,spring,day,manhattan,2.341140580761401
113,sunny,spring,night,manhattan,2.5513486580911544
113,sunny,summer,day,manhattan,2.270075336528656
113,sunny,summer,night,manhattan,2.4728462928142165
113,sunny,winter,day,manhattan,2.33330018095866
113,sunny,winter,night,manhattan,2.556763856676291
114,rainy,fall,day,manhattan,2.3760948466011627
114,rainy,fall,night,manhattan,2.480705786911844
114,rainy,spring,day,manhattan,2.2649708141321043
114,rainy,spring,night,manhattan,2.4917451019995958
114,rainy,summer,day,manhattan,2.2806956624792605
114,rainy,summer,night,manhattan,2.49478634929739
114,rainy,winter,day,manhattan,2.406240252897787
114,rainy,winter,night,manhattan,2.5448265409228696
114,sunny,fall,day,manhattan,2.4227341972308998
114,sunny,fall,night,manhattan,2.549471995996178
114,sunny,spring,day,manhattan,2.352738837570798
114,sunny,spring,night,manhattan,2.476182307673981
