FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,ktj_7_19,tung_pct,aadt_koretojer,hvdt_koretojer,cykler_7_19,ladcykler_pct,aadt_cykler,hvdt_cykler,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,taelle_dato,aar,link,tung_pct_real,ladcykler_pct_real,lastbiler_7_19,lastbiler_pct,elloebehjul_7_19,elloebehjul_pct,andre_busser_7_19,ogc_fid,wkb_geometry
trafiktaelling.fid--38345ac2_187744723e7_7ccc,84,Sølvgade,øst for Stokholmsgade,81 eller 50,3,Andre faste tællinger,13373,"7,5",15600,17500,11952,"4,7",12300,14600,,,,,,,,,,,20220929,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/WN7YvaoqaO.pdf,7.5,4.69999981,201,"1,5",,,59,70,POINT (12.575474654048154 55.688949027631516)
trafiktaelling.fid--38345ac2_187744723e7_7ccd,86,Torvegade,nord for Christmas Møllers Plads,75,3,Andre faste tællinger,17520,"5,5",20500,23000,23641,"2,6",24400,28800,,,,,,,,,,,20191001,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/vT4PvzToCZ.pdf,5.5,2.5999999,401,"2,3",,,114,71,POINT (12.59523196609638 55.67015766423213)
trafiktaelling.fid--38345ac2_187744723e7_7cce,87,Universitetsparken,vest for Nørre Allé,2,3,Andre faste tællinger,3971,"2,4",4600,5200,5187,"2,8",5300,6300,,,,,,,,,,,20181024,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ZPN0KH9v2n.pdf,2.4000001,2.79999995,90,,,,,72,POINT (12.560427598468346 55.70270671465653)
trafiktaelling.fid--38345ac2_187744723e7_7ccf,90,Øster Farimagsgade,nordøst for Gothersgade,2A eller 3,3,Andre faste tællinger,11400,"4,0",13300,14900,10844,"3,3",11200,13200,,,,,,,,,,,20180926,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/M7k0ymp8yL.pdf,4,3.29999995,173,,,,,73,POINT (12.569644529771258 55.68610702378906)
trafiktaelling.fid--38345ac2_187744723e7_7cd0,91,Øster Voldgade,Syd for Sølvgade,5,3,Andre faste tællinger,9718,"16,2",11400,12700,7291,"6,0",7500,8900,,,,,,,,,,,20220929,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/s0NC5iFKjz.pdf,16.20000076,6,543,"5,58",,,283,74,POINT (12.577468746205689 55.68702493169144)
trafiktaelling.fid--38345ac2_187744723e7_7cd1,92,Amager Boulevard,nordvest for Amagerbrogade,130 eller 133,3,Andre faste tællinger,8931,"5,3",10400,11700,6791,"2,8",7000,8300,,,,,,,,,,,20191001,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ZQQh8S9vTq.pdf,5.30000019,2.79999995,122,"1,4",58,"0,9",20,75,POINT (12.598300096744339 55.665713941728434)
trafiktaelling.fid--38345ac2_187744723e7_7cd2,94,Amagerbrogade,nord for Englandsvej,120,3,Andre faste tællinger,10159,"6,9",11900,13300,11100,"1,5",11400,13500,,,,,,,,,,,20140522,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/EOGxWktcH7.pdf,6.9000001,1.5,157,,,,,76,POINT (12.607513666470583 55.65841463655809)
trafiktaelling.fid--38345ac2_187744723e7_7cd3,98,Annebergvej,nord for bellahøjvej,4,3,Andre faste tællinger,3200,"12,1",3700,4200,2200,"1,9",2300,2700,,,,,,,,,,,20140917,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/zo11tM7XGb.pdf,12.10000038,1.89999998,,,,,,77,POINT (12.502642892345264 55.6963836643883)
trafiktaelling.fid--38345ac2_187744723e7_7cd4,99,Bellahøjvej,syd for Frederikssundsvej,4A,3,Andre faste tællinger,8263,"2,2",9700,10800,1548,"1,3",1600,1900,,,,,,,,,,,20150520,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/nZhyv1Dq6D.pdf,2.20000005,1.29999995,80,,,,,78,POINT (12.513850359733953 55.70553744521274)
trafiktaelling.fid--38345ac2_187744723e7_7cd5,103,Borgergade,nord for Gothersgade,2 eller 3,3,Andre faste tællinger,2996,"1,6",3500,3900,4391,"2,8",4500,5400,,,,,,,,,,,20141008,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kZkcN4VWcL.pdf,1.60000002,2.79999995,,,,,,79,POINT (12.583917949382638 55.682342911683)
trafiktaelling.fid--38345ac2_187744723e7_7cd6,109,Dybbølsbro,mellem Kalvebod brygge og Ingerslevsgade,,3,Andre faste tællinger,5676,"3,7",6600,7400,19969,"2,6",20600,24400,,,,,,,,,,,20180918,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/NohMKXT8VP.pdf,3.70000005,2.5999999,138,,,,,80,POINT (12.559472902659955 55.66466355558433)
trafiktaelling.fid--38345ac2_187744723e7_7cd7,113,Frederiksberggade,nordøst for Rådhuspladsen,27 eller 38,3,Andre faste tællinger,54,,100,100,701,,700,900,27904,32600,33800,,,,,,,32600,20180620,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/anxm1jbeV3.pdf,,,,,,,,81,POINT (12.569758490421108 55.676649880742794)
trafiktaelling.fid--38345ac2_187744723e7_7cd8,117,Frederikssundsvej,øst for Frederiksborgvej,27,3,Andre faste tællinger,7212,"12,3",8400,9400,15224,"4,7",15700,18600,,,,,,,,,,,20220601,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/jRAiDpMHxg.pdf,12.30000019,4.69999981,106,"1,47",,,15,82,POINT (12.53403496752496 55.70169207674742)
trafiktaelling.fid--38345ac2_187744723e7_7cd9,120,Frederikssundsvej,øst for Brønshøj Torv,173 eller 154A,3,Andre faste tællinger,11943,"5,0",14000,15600,5732,"4,2",5900,7000,,,,,,,,,,,20210603,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/yuPhIUtjmK.pdf,5,4.19999981,137,"1,14",,,25,83,POINT (12.500008583995399 55.70450968678201)
trafiktaelling.fid--38345ac2_187744723e7_7cda,121,Fælledvej,nordøst for Nørrebrogade,3 eller 4,3,Andre faste tællinger,3125,"10,0",3700,4100,7480,"5,2",7700,9100,,,,,,,,,,,20220915,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/tqDz47eMaF.pdf,10,5.19999981,74,"2,36",,,6,84,POINT (12.559763803403113 55.688560264986556)
trafiktaelling.fid--38345ac2_187744723e7_7cdb,122,Gammel Kongevej,vest for Stenogade,23,2,Søsnittet,7205,"4,5",8400,9400,15006,"3,8",15500,18300,,,,,,,,,,,20220906,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/oKVyRQoy81.pdf,4.5,3.79999995,163,"2,26",,,11,85,POINT (12.55600129928193 55.673820515913064)
trafiktaelling.fid--38345ac2_187744723e7_7cdc,123,Gl. Køge Landevej,syd for Toftegårds Plads,41,3,Andre faste tællinger,19606,"4,4",22900,25700,5904,"4,6",6100,7200,,,,,,,,,,,20210601,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/9t2VRXYSUG.pdf,4.4000001,4.5999999,356,"1,81",,,42,86,POINT (12.514686665905314 55.65901039277443)
trafiktaelling.fid--38345ac2_187744723e7_7cdd,127,Gothersgade,vest for kongens Nytorv,2 eller 5,3,Andre faste tællinger,5171,"5,3",6100,6800,11453,"3,6",11800,14000,,,,,,,,,,,20180927,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/O4ccm4T4VN.pdf,5.30000019,3.5999999,157,,,,,87,POINT (12.584855715162343 55.68156864607609)
trafiktaelling.fid--38345ac2_187744723e7_7cde,129,Bryggebroen,cykel- og gangbro,,2,Søsnittet,,,,,19120,"3,2",19700,23300,3995,4700,4800,,,,,,,4700,20220914,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/i5vKkGDcLo.pdf,,3.20000005,,,131,"0,6",,88,POINT (12.56689481300105 55.661462968085374)
trafiktaelling.fid--38345ac2_187744723e7_7cdf,132,Hillerødgade,vest for Nattergalevej,70,3,Andre faste tællinger,9864,"2,5",11500,12900,4645,"4,6",4800,5700,,,,,,,,,,,20220621,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/5AfnfYEDRv.pdf,2.5,4.5999999,214,"2,17",,,31,89,POINT (12.530645243896661 55.69678994927962)
trafiktaelling.fid--38345ac2_187744723e7_7ce0,136,Holmens kanal,syd for Vingårdsstræde,2 eller 5,3,Andre faste tællinger,22311,"2,6",26100,29200,8595,"3,4",8900,10500,,,,,,,,,,,20220927,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/jClEqICTEp.pdf,2.5999999,3.4000001,480,"2,15",,,61,90,POINT (12.585985653091367 55.678544017183974)
trafiktaelling.fid--38345ac2_187744723e7_7ce1,138,Hulgårdsvej,nord for Hillerødgade,12,3,Andre faste tællinger,20241,"2,3",23700,26500,3179,"4,4",3300,3900,,,,,,,,,,,20220623,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Y2E2EHfKrr.pdf,2.29999995,4.4000001,283,"1,39",,,39,91,POINT (12.513161221781816 55.6966291592122)
trafiktaelling.fid--38345ac2_187744723e7_7ce2,151,Lygten,syd for Drejervej,3A eller 2B,3,Andre faste tællinger,8101,"3,8",9500,10600,8587,"5,3",8800,10500,,,,,,,,,,,20220921,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/0yRuMCTZtl.pdf,3.79999995,5.30000019,88,"1,08",,,2,92,POINT (12.537411566532825 55.70197538762562)
trafiktaelling.fid--38345ac2_187744723e7_7ce3,157,Nyhavnsbroen,nord for Holbergsgade,,3,Andre faste tællinger,9029,"4,1",10600,11800,4429,"2,6",4600,5400,,,,,,,,,,,20161011,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/bN67iWzLLo.pdf,4.0999999,2.5999999,99,,,,,93,POINT (12.591300660819108 55.67965165246204)
trafiktaelling.fid--38345ac2_187744723e7_7ce4,161,Åbuen,Cykel- og gangbro over Ågade,,3,Andre faste tællinger,,,,,7988,"3,1",8200,9700,943,1100,1100,,,,,,,1100,20210901,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ybAuCqJW2S.pdf,,3.0999999,,,22,"0,2",,94,POINT (12.545133225426333 55.68656014647924)
trafiktaelling.fid--38345ac2_187744723e7_7ce5,166,Nørrebrogade,nordvest for Jagtvej,148 eller 157,3,Andre faste tællinger,6361,"10,7",7400,8300,23787,"3,0",24500,29000,,,,,,,,,,,20180913,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/neUJTCtHbO.pdf,10.69999981,3,119,,,,,95,POINT (12.548233818149365 55.69473241036397)
trafiktaelling.fid--38345ac2_187744723e7_7ce6,170,Nørre Søgade,sydvest for Vendersgade,7,3,Andre faste tællinger,24087,"1,4",28200,31600,10171,"4,1",10500,12400,,,,,,,,,,,20210928,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/UdaYkGduV8.pdf,1.39999998,4.0999999,315,"1,30",,,30,96,POINT (12.564253839393878 55.68512426608228)
trafiktaelling.fid--38345ac2_187744723e7_7ce7,171,Peter Bangs Vej,nord for Roskildevej,283,3,Andre faste tællinger,16195,"2,2",18900,21200,2094,"1,3",2200,2600,,,,,,,,,,,20181127,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/1ZRCoej08G.pdf,2.20000005,1.29999995,249,,,,,97,POINT (12.483655812929133 55.67348017896397)
trafiktaelling.fid--38345ac2_187744723e7_7ce8,176,Rebildvej,sydvest for Dybendalsvej,20A,3,Andre faste tællinger,17652,"2,9",20700,23100,1836,"1,0",1900,2200,,,,,,,,,,,20150505,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fXlHrhZCIL.pdf,2.9000001,1,243,,,,,98,POINT (12.504013044387477 55.69003800744337)
trafiktaelling.fid--38345ac2_187744723e7_7ce9,179,Røde Mellemvej,syd for Sundbyvestervej,93 eller 96,3,Andre faste tællinger,12083,"5,7",14100,15800,3611,"5,8",3700,4400,,,,,,,,,,,20190606,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/nPx7ui1Znp.pdf,5.69999981,5.80000019,608,"5,0",,,53,99,POINT (12.591770173676526 55.6455995304294)
trafiktaelling.fid--38345ac2_187744723e7_7cea,184,Slotsherrensvej,nord for Jyllingevej,1,3,Andre faste tællinger,8873,"1,6",10400,11600,2233,"2,4",2300,2700,,,,,,,,,,,20181113,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/P8J3DmlZtb.pdf,1.60000002,2.4000001,117,,,,,100,POINT (12.493649088480334 55.69417606285983)
trafiktaelling.fid--38345ac2_187744723e7_7ceb,191,Stormgade,nordøst for Vester Voldgade,14 E,3,Andre faste tællinger,10516,"6,6",12300,13800,7005,"4,5",7200,8500,,,,,,,,,,,20220928,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Iy410LVj1I.pdf,6.5999999,4.5,206,"1,95",,,51,101,POINT (12.573648694603639 55.67470711153997)
trafiktaelling.fid--38345ac2_187744723e7_7cec,194,Strandvejen,syd for Callisensvej,,3,Andre faste tællinger,13933,"5,1",16300,18300,5706,"4,0",5900,7000,,,,,,,,,,,20220518,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ggFDP2OAFP.pdf,5.0999999,4,189,"1,36",,,20,102,POINT (12.576238173524654 55.72883669346158)
trafiktaelling.fid--38345ac2_187744723e7_7ced,195,Strandvænget,ud for Roklubberne,42 eller 61,3,Andre faste tællinger,22894,"6,5",26800,30000,2869,"4,0",3000,3500,,,,,,,,,,,20210624,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Pl22SFXP6S.pdf,6.5,4,1374,"6,0",,,33,103,POINT (12.586158262593989 55.7134572591352)
trafiktaelling.fid--38345ac2_187744723e7_7cee,196,Svanemøllebroen,ved stationen,,3,Andre faste tællinger,16044,"3,0",18800,21000,8285,"1,9",8500,10100,,,,,,,,,,,20170906,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/GrTVyZ4BFi.pdf,3,1.89999998,127,,,,,104,POINT (12.577435677118281 55.71617707772138)
trafiktaelling.fid--38345ac2_187744723e7_7cef,202,Tietgensbro,Tietgensgade 39,39,3,Andre faste tællinger,8834,"5,0",10300,11600,7758,"4,9",8000,9500,,,,,,,,,,,20220928,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/zhuyPgZygV.pdf,5,4.9000001,187,"2,11",,,96,105,POINT (12.566819590887347 55.67121065622807)
trafiktaelling.fid--38345ac2_187744723e7_7cf0,203,Toftegårdsbroen,øst for Valby Station,,3,Andre faste tællinger,22396,"4,8",26200,29300,6301,"3,0",6500,7700,,,,,,,,,,,20180614,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/I4uBNg1VWl.pdf,4.80000019,3,429,,,,,106,POINT (12.516229377445391 55.66375539412429)
trafiktaelling.fid--38345ac2_187744723e7_7cf1,204,Tomsgårdsvej,nord for Frederikssundsvej,3 eller 4,3,Andre faste tællinger,27906,"2,5",32700,36600,3403,"1,3",3500,4200,,,,,,,,,,,20150507,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/cqGHoPvmk1.pdf,2.5,1.29999995,514,,,,,107,POINT (12.521782649305086 55.706433033894726)
trafiktaelling.fid--38345ac2_187744723e7_7cf2,210,Valby Langgade,øst for Nakskovvej,192,3,Andre faste tællinger,9212,"3,3",10800,12100,4390,"3,2",4500,5400,,,,,,,,,,,20180614,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/woTyPtQ370.pdf,3.29999995,3.20000005,129,,,,,108,POINT (12.49299949249948 55.669372008627406)
trafiktaelling.fid--38345ac2_187744723e7_7cf3,211,Valby Langgade,vest for Vestervang,241 eller 260,3,Andre faste tællinger,3400,"2,1",4000,4500,800,"1,5",800,1000,,,,,,,,,,,20130514,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Szu4S0lRnr.pdf,2.0999999,1.5,61,,,,,109,POINT (12.484198727622589 55.6717470318481)
trafiktaelling.fid--38345ac2_187744723e7_7cf4,212,Vejlands Allé,vest for Røde Mellemvej,140,3,Andre faste tællinger,19306,"4,6",22600,25300,2146,"7,4",2200,2600,,,,,,,,,,,20210526,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/1tMR0qJg6O.pdf,4.5999999,7.4000001,674,"3,49",,,44,110,POINT (12.590998208040155 55.64247929041652)
trafiktaelling.fid--38345ac2_187744723e7_7cf5,213,Vermlandsgade,øst for Herjedalsgade,31,3,Andre faste tællinger,15689,"8,0",18400,20600,5901,"2,8",6100,7200,,,,,,,,,,,20190522,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/NG40NQ1AiW.pdf,8,2.79999995,1140,"7,3",,,107,111,POINT (12.60350459683363 55.66850976413765)
trafiktaelling.fid--38345ac2_187744723e7_7cf6,217,Vestergade,sydvest for Larsbjørnsstræde,16,100,Øvrige tællinger,887,"3,8",1000,1200,6082,,6300,7400,,,,,,,,,,,20150924,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xa2KLjGSmY.pdf,3.79999995,,34,,,,,112,POINT (12.569843702519954 55.677511428801424)
trafiktaelling.fid--38345ac2_187744723e7_7cf7,218,Vester Voldgade,nordvest for Rådhuspladsen,14 eller 33,3,Andre faste tællinger,2277,36,2700,3000,5862,,6000,7200,,,,,,,,,,,20151001,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AlI81YYS6W.pdf,36,,403,,,,,113,POINT (12.56790105639275 55.67705949302894)
trafiktaelling.fid--38345ac2_187744723e7_7cf8,221,Vigerslev Allé,vest for Enghavevej,1A,3,Andre faste tællinger,13582,"7,2",15900,17800,8719,"4,0",9000,10600,,,,,,,,,,,20210929,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/BlN6LbMn8F.pdf,7.19999981,4,372,"2,73",,,29,114,POINT (12.539799661031395 55.662798150064916)
trafiktaelling.fid--38345ac2_187744723e7_7cf9,223,Vigerslev Allé,øst for Retortvej,141 eller 156,3,Andre faste tællinger,13600,"5,1",15900,17800,2800,"1,7",2900,3400,,,,,,,,,,,20110412,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Av5I9kWGU9.pdf,5.0999999,1.70000005,285,,,,,115,POINT (12.498195521008052 55.65984011004402)
trafiktaelling.fid--38345ac2_187744723e7_7cfa,226,Vigerslevvej,nordvest for Gammel Køge Landevej,350,3,Andre faste tællinger,3200,"4,5",3700,4200,500,,500,600,,,,,,,,,,,20110407,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/MXfeGRbFev.pdf,4.5,,59,,,,,116,POINT (12.500896609491464 55.64311133835356)
trafiktaelling.fid--38345ac2_187744723e7_7cfb,228,Øresundsvej,vest for Kastrupvej,49 eller 50,3,Andre faste tællinger,6215,"3,6",7300,8100,3060,"5,8",3200,3700,,,,,,,,,,,20190528,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/BVbZBpxAJ5.pdf,3.5999999,5.80000019,102,"2,6",,,10,117,POINT (12.612771649757862 55.66025793074074)
trafiktaelling.fid--38345ac2_187744723e7_7cfc,232,Østerbrogade,syd for Jagtvej,154,3,Andre faste tællinger,13511,"3,3",15800,17700,9667,"4,9",10000,11800,,,,,,,,,,,20220928,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/tEjvpCdJe8.pdf,3.29999995,4.9000001,191,"1,41",,,31,118,POINT (12.577422195632968 55.708661689376115)
trafiktaelling.fid--38345ac2_187744723e7_7cfd,234,Øster Farimagsgade,sydvest for Lille Triangel,91,3,Andre faste tællinger,6303,"7,2",7400,8300,7454,"2,5",7700,9100,,,,,,,,,,,20140902,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/BlqhWqPNzg.pdf,7.19999981,2.5,193,,,,,119,POINT (12.579452594425002 55.69514262265697)
trafiktaelling.fid--38345ac2_187744723e7_7cfe,237,Øster Søgade,sydvest for Lille Triangel,110,3,Andre faste tællinger,2600,"2,1",3000,3400,3800,,3900,4600,,,,,,,,,,,20090915,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/maSinIeZzv.pdf,2.0999999,,,,,,,120,POINT (12.578855552543384 55.69560114227423)
trafiktaelling.fid--38345ac2_187744723e7_7cff,240,Ålekistevej,nord for Peter Bangs Vej,20,3,Andre faste tællinger,11622,"2,5",13600,15200,1952,"2,5",2000,2400,,,,,,,,,,,20181218,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/cNkzwytSNs.pdf,2.5,2.5,117,,,,,121,POINT (12.486200462958804 55.67743527621773)
trafiktaelling.fid--38345ac2_187744723e7_7d00,241,Ålekistevej,syd for Slotsherrensvej,231,3,Andre faste tællinger,9703,"5,1",11400,12700,2975,"1,6",3100,3600,,,,,,,,,,,20180628,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/YMGA0JOGOJ.pdf,5.0999999,1.60000002,110,,,,,122,POINT (12.479075258756431 55.69726228711757)
trafiktaelling.fid--38345ac2_187744723e7_7d01,838,Nørrebros Runddel,Krydset mellem Nørrebrogade og Jagtvej,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20151103,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ivL8mySN6l.pdf,,,,,,,,340,POINT (12.548836758447385 55.69434471703359)
trafiktaelling.fid--38345ac2_187744723e7_7d02,242,Ålholmvej,nord for Roskildevej,29 eller 30,3,Andre faste tællinger,11431,"5,1",13400,15000,2475,"2,3",2500,3000,,,,,,,,,,,20181023,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/eLdfmvoEyt.pdf,5.0999999,2.29999995,173,,,,,123,POINT (12.488670643823333 55.67303495187131)
trafiktaelling.fid--38345ac2_187744723e7_7d03,245,Amager Fælledvej,syd for Sundholmsvej,52,3,Andre faste tællinger,13105,"6,5",15300,17200,6605,"4,5",6800,8100,,,,,,,,,,,20190606,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/weyEtaX8MG.pdf,6.5,4.5,674,"5,1",,,68,124,POINT (12.593784307072148 55.662248404395434)
trafiktaelling.fid--38345ac2_187744723e7_7d04,255,Blegdamsvej,sydvest for Trianglen,31,3,Andre faste tællinger,5058,"6,8",5900,6600,5527,"5,1",5700,6700,,,,,,,,,,,20220614,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/AVn86hCR9I.pdf,6.80000019,5.0999999,113,"2,23",,,10,125,POINT (12.575410288156492 55.69849550371401)
trafiktaelling.fid--38345ac2_187744723e7_7d05,258,Classensgade,øst for Østerbrogade,10,3,Andre faste tællinger,4160,"4,3",4900,5400,4576,"5,0",4700,5600,,,,,,,,,,,20190911,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/3oaOmWJJdV.pdf,4.30000019,5,86,"2,1",82,"1,8",6,126,POINT (12.580652334787487 55.69647486192941)
trafiktaelling.fid--38345ac2_187744723e7_7d06,259,Emdrupvej,øst for Tuborgvej,,3,Andre faste tællinger,4369,"3,4",5100,5700,1848,"6,2",1900,2300,,,,,,,,,,,20210609,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/3ZGxsNDd39.pdf,3.4000001,6.19999981,69,"1,57",,,9,127,POINT (12.546243454030456 55.721598775174456)
trafiktaelling.fid--38345ac2_187744723e7_7d07,270,Gothersgade,øst for Nørre Voldgade,115,3,Andre faste tællinger,8853,"5,4",10400,11600,18933,"2,7",19500,23100,,,,,,,,,,,20180926,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/PgXWq9YUEk.pdf,5.4000001,2.70000005,249,,,,,128,POINT (12.57460563591346 55.68431975124688)
trafiktaelling.fid--38345ac2_187744723e7_7d08,275,Hamletsgade,nordøst for Nannasgade,12B,3,Andre faste tællinger,3368,"1,9",3900,4400,3911,"6,1",4000,4800,,,,,,,,,,,20220921,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/2se3IxcCqo.pdf,1.89999998,6.0999999,60,"1,78",,,5,129,POINT (12.545677974815252 55.70175857800836)
trafiktaelling.fid--38345ac2_187744723e7_7d09,276,Hammerichsgade,sydvest for H.C. Andersens Boulevard,14,3,Andre faste tællinger,8282,"7,9",9700,10800,6680,"2,0",6900,8100,,,,,,,,,,,20180905,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/e9O7yfuJyr.pdf,7.9000001,2,479,,,,,130,POINT (12.564288130384158 55.67808636826459)
trafiktaelling.fid--38345ac2_187744723e7_7d0a,298,Lyrskovgade,øst for Vester Fælledvej,36,3,Andre faste tællinger,2628,"2,4",3100,3400,2649,,2700,3200,1190,1400,1400,,,,,,,1400,20171005,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/txN8nuv63P.pdf,2.4000001,,0,,,,,131,POINT (12.540763765255173 55.66840513635539)
trafiktaelling.fid--38345ac2_187744723e7_7d0b,300,Løngangsstræde,nordøst for Vester Voldgade,37,3,Andre faste tællinger,1546,"4,6",1800,2000,1260,,1300,1500,,,,,,,,,,,20151001,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/TAPADwVfJL.pdf,4.5999999,,48,,,,,132,POINT (12.572370905125684 55.67532814692517)
trafiktaelling.fid--38345ac2_187744723e7_7d0c,309,Peder Lykkes Vej,øst for Røde Mellemvej,105,3,Andre faste tællinger,9039,"3,4",10600,11800,5302,"4,4",5500,6500,,,,,,,,,,,20190606,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/fzdHwRgHNd.pdf,3.4000001,4.4000001,89,"1,0",,,13,133,POINT (12.59536198748703 55.65495060723295)
trafiktaelling.fid--38345ac2_187744723e7_7d0d,332,Studiestræde,øst for Vester Voldgade,40 eller 45,3,Andre faste tællinger,108,"7,4",100,100,3034,,3100,3700,,,,,,,,,,,20151001,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/RrOTHdG0lC.pdf,7.4000001,,8,,,,,134,POINT (12.567597366293825 55.67792132848996)
trafiktaelling.fid--38345ac2_187744723e7_7d0e,341,Uplandsgade,nordvest for Prags Boulevard,74,3,Andre faste tællinger,9084,"13,1",10600,11900,1725,"3,9",1800,2100,,,,,,,,,,,20190522,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/bWdhb6jpjc.pdf,13.10000038,3.9000001,1060,"11,7",,,108,135,POINT (12.617216032690918 55.66898489618832)
trafiktaelling.fid--38345ac2_187744723e7_7d0f,359,Århusgade,vest for Østbanegade,101 -103,3,Andre faste tællinger,1420,"13,7",1700,1900,2960,"4,7",3000,3600,,,,,,,,,,,20220531,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/W0gGjpobPv.pdf,13.69999981,4.69999981,37,"2,60",,,4,136,POINT (12.587946590292239 55.706952223779865)
trafiktaelling.fid--38345ac2_187744723e7_7d10,360,Amager Strandvej,syd for Prags Boulevard,16,3,Andre faste tællinger,8235,"11,5",9600,10800,990,"4,6",1000,1200,,,,,,,,,,,20220505,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/3xC6Ce7IsC.pdf,11.5,4.5999999,940,"11,41",,,11,137,POINT (12.62590480723698 55.66897282482195)
trafiktaelling.fid--38345ac2_187744723e7_7d11,363,Islands Brygge,,1B,3,Andre faste tællinger,3351,"2,1",3900,4400,6361,"3,3",6600,7800,,,,,,,,,,,20190521,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Epr7yAsuXt.pdf,2.0999999,3.29999995,47,"1,4",,,1,138,POINT (12.579675756330357 55.669340001343464)
